nguon,dich,mode,lich,h,model,series_id,n_dong,mae,rmse,smape,mase,r2
E1,E1,N2,co,6,lr,E1_1,341,3.680388310016464,13.45444941201701,46.76251276718233,4.802358031409875,-0.2213116617233081
E1,E1,N2,co,6,lr,E1_100,341,0.2511169645577948,0.3118984436740157,11.150474270197796,2.133110208641061,-4.957620299358532
E1,E1,N2,co,6,lr,E1_1000,341,2.7020583892002605,3.606340280719537,115.89140364483217,0.492508988001473,0.3326662765312727
E1,E1,N2,co,6,lr,E1_1002,341,0.3032574065189611,0.4791842395869343,14.912867110705497,0.5924423160621445,-0.1689626608193384
E1,E1,N2,co,6,lr,E1_1005,341,2.7882737278540795,4.014724540012463,17.448227191079997,1.4608071596523269,0.3504777096555754
E1,E1,N2,co,6,lr,E1_1006,341,1.992905844482275,4.027957217168838,18.64670221702866,1.7148197705760155,-0.0133860461554444
E1,E1,N2,co,6,lr,E1_1007,341,0.7378160526443005,1.1415674827015214,3.9265322829182456,2.298000600898938,0.4548499157546721
E1,E1,N2,co,6,lr,E1_1017,341,0.4652099565291782,0.632062805589687,25.484611153198944,1.2735695705820316,0.0444185475607142
E1,E1,N2,co,6,lr,E1_102,341,0.3634588303863081,0.5956622620785322,25.676050802549184,1.7060605757732303,-0.2346489009162637
E1,E1,N2,co,6,lr,E1_1025,341,0.940572653170774,3.525099887499502,30.832391558821048,1.7286241541406158,0.5322920041094785
E1,E1,N2,co,6,lr,E1_1036,341,1.7777300060972088,7.007135219143125,124.39634987042616,1.7550596427067433,-0.2732348540941214
E1,E1,N2,co,6,lr,E1_1037,341,1.9608565418693025,7.716139497152367,157.38066915921854,2.1240038443405047,-0.4159148735454172
E1,E1,N2,co,6,lr,E1_104,341,0.2470358951677946,0.2977111138077556,10.926871671538278,1.2612766547073218,-7.679528209603861
E1,E1,N2,co,6,lr,E1_106,341,0.2424442591076572,0.2935122698829133,14.390179087874396,5.526391247576031,-41.07296813037719
E1,E1,N2,co,6,lr,E1_1063,341,0.342521510927221,0.5217332615758447,28.26881947524849,1.281614452771502,-0.5173829670529151
E1,E1,N2,co,6,lr,E1_107,341,0.245638010085087,0.2976403384919155,16.730140031650027,3.4414956388738065,-13.6134955466617
E1,E1,N2,co,6,lr,E1_1079,341,0.3385751928453064,0.4450548408812903,24.88014742415307,1.2736098280054216,-0.995449878769249
E1,E1,N2,co,6,lr,E1_108,341,0.2433027846414354,0.2956900444594789,19.56253937862216,8.561211198922875,-29.62827287411288
E1,E1,N2,co,6,lr,E1_1081,341,0.4293552357016165,0.5430171390409234,18.174837976330565,1.1947488015119008,0.5444171943870412
E1,E1,N2,co,6,lr,E1_1087,341,0.4824828318621758,0.7337466312171794,33.45294560671524,1.553831872101656,-0.244534772444481
E1,E1,N2,co,6,lr,E1_109,341,0.2425475180952808,0.2936635552914511,20.07633955134056,6.004518657725663,-44.28935155126635
E1,E1,N2,co,6,lr,E1_1091,341,3.172022240388806,4.9721034116468426,138.79909571905804,3.652998795456033,-0.8087033785187145
E1,E1,N2,co,6,lr,E1_11,341,1.181379101931345,4.545314779697252,26.75114540821832,1.7184296327044175,-0.3006976376189629
E1,E1,N2,co,6,lr,E1_110,341,0.5754040768798577,1.4443912361333944,23.64960137945121,0.7903932000516655,0.123929496520284
E1,E1,N2,co,6,lr,E1_111,341,0.2451841134814994,0.2965735837201349,19.454402947900213,6.643166477679527,-29.601156695933955
E1,E1,N2,co,6,lr,E1_112,341,0.6485302524036222,1.4007087508474525,8.333316014506199,1.849027949280561,-0.1111738017802026
E1,E1,N2,co,6,lr,E1_113,341,0.2688001800667651,0.3421786143594031,18.92137143861098,0.9393993712064984,-0.375968007719093
E1,E1,N2,co,6,lr,E1_114,341,0.8185477280216993,1.6363641029720843,16.940842799143674,2.736868766591228,-0.2245932424163665
E1,E1,N2,co,6,lr,E1_115,341,0.4216720693296952,1.285056939941435,17.477952935829727,1.4491804851220471,-0.1889776420358679
E1,E1,N2,co,6,lr,E1_116,341,0.2443990022121273,0.2997083010018049,15.605995639864991,3.0573371704771777,-7.582972676041757
E1,E1,N2,co,6,lr,E1_1160,341,0.8360450932100807,3.751484702662729,33.47165854775579,1.3473819335170654,-0.2216009450887817
E1,E1,N2,co,6,lr,E1_1167,341,0.3120240618110979,0.3823004072053297,27.347519294870786,1.9503521608032013,-0.6721911011197801
E1,E1,N2,co,6,lr,E1_117,341,0.5437721036304894,1.0182098347229702,12.99753728743652,6.033693389229228,-0.3632699853719789
E1,E1,N2,co,6,lr,E1_118,341,0.881069027360969,1.5298544881021394,8.358689767632892,3.802255346641897,0.8320470725033422
E1,E1,N2,co,6,lr,E1_1184,341,0.2522143954618102,0.3063901039240244,24.19345557061596,1.588418260707491,-5.586335608919788
E1,E1,N2,co,6,lr,E1_1188,341,0.4970504310775567,1.491388404756723,30.557831955881564,0.7147836031295618,-0.3297645396526738
E1,E1,N2,co,6,lr,E1_119,341,0.453981176672174,0.7476434420736502,3.35176532092204,2.3773462124897327,0.5705886433255549
E1,E1,N2,co,6,lr,E1_12,341,0.2423415747174829,0.2937927735141736,20.691066561138737,13.113656132864945,-248.8625439561721
E1,E1,N2,co,6,lr,E1_120,341,0.5362239814342968,1.0285307497433382,4.005012076614166,3.445693252923101,0.543893051296942
