xuoi,nguoc,mode,h,model,n_xuoi,n_nguoc,L_p50_xuoi,L_p50_nguoc,rank_biserial,p,p_holm,co_y_nghia,ket_luan,huong_khop_trung_vi
E1a->E1g,E1g->E1a,N0,1,lr,73,368,0.9858361643265819,1.005181737643607,-0.25744490768314476,0.0005093080472901721,0.007130312662062409,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N0,1,ridge,73,368,0.9839485408394866,1.0079013482080985,-0.3258636092912448,1.0841058868303344e-05,0.00018429800076115685,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N0,1,rf,73,368,1.0924789245156412,1.47957624723792,-0.7037671232876712,2.0478275551983925e-21,5.529134399035659e-20,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N0,1,xgb,73,368,1.047120209236113,1.542726320036539,-0.7759827278141751,1.0936822334837452e-25,3.827887817193108e-24,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N0,1,svr,73,368,1.089554690477235,1.1245278489956585,-0.15597081596188211,0.0352396787827169,0.1761983939135845,False,không khác,True
E1a->E1g,E1g->E1a,N0,6,lr,73,368,0.9989067091113148,0.9934476220139515,0.1797200714711138,0.015254367034261912,0.1372893033083572,False,không khác,True
E1a->E1g,E1g->E1a,N0,6,ridge,73,368,0.998906815881399,0.9934478207843526,0.1797200714711138,0.015254367034261912,0.1372893033083572,False,không khác,True
E1a->E1g,E1g->E1a,N0,6,rf,73,368,1.0650239829978423,2.241426800850498,-0.803082191780822,2.1381389562837667e-27,7.911114138249937e-26,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N0,6,xgb,73,368,1.0438446304365627,2.1349562067200436,-0.8786480047647409,1.82050716715552e-32,7.828180818768737e-31,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N0,6,svr,73,368,1.034111255158758,1.1208031636277116,-0.27427039904705186,0.0002130568138100143,0.0031958522071502144,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N0,12,lr,73,368,1.0071513678598372,0.9396227127498104,0.7668999404407386,3.9695235798938224e-25,1.3496380171638995e-23,True,xuôi tốn hơn,True
E1a->E1g,E1g->E1a,N0,12,ridge,73,368,1.007151270686253,0.9396226553525979,0.7668999404407386,3.9695235798938224e-25,1.3496380171638995e-23,True,xuôi tốn hơn,True
E1a->E1g,E1g->E1a,N0,12,rf,73,368,1.0530856582267243,2.25858820446879,-0.8481238832638476,2.3021996666759398e-30,9.208798666703759e-29,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N0,12,xgb,73,368,1.0130403166393147,2.211200993016752,-0.9175848719475879,2.9686949379869114e-35,1.3359127220941102e-33,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N0,12,svr,73,368,0.9951527856769308,1.1623986774841781,-0.6302858844550328,1.7342795935364067e-17,3.815415105780095e-16,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N1,1,lr,73,368,1.3300318370430821,1.001658532788956,0.7077873734365694,1.2139450678929842e-21,3.520440696889654e-20,True,xuôi tốn hơn,True
E1a->E1g,E1g->E1a,N1,1,ridge,73,368,1.328862255904207,1.0028342693299177,0.704883859440143,1.771493944210516e-21,4.9601830437894453e-20,True,xuôi tốn hơn,True
E1a->E1g,E1g->E1a,N1,1,rf,73,368,1.102118576850874,1.108229638469856,0.006030375223347262,0.9355005131032162,1.0,False,không khác,False
E1a->E1g,E1g->E1a,N1,1,xgb,73,368,0.9939994774046497,1.1899844703970688,-0.6775610482430018,5.762258661465687e-20,1.3829420787517649e-18,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N1,1,svr,73,368,1.025241979170813,1.0851869971564594,-0.27709946396664686,0.000183135875239092,0.002930174003825472,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N1,6,lr,73,368,1.014576740018394,0.9998394986552985,0.20525610482430023,0.0055867323966316065,0.06145405636294767,False,không khác,True
E1a->E1g,E1g->E1a,N1,6,ridge,73,368,1.0145767074033891,0.9998394683306071,0.20525610482430023,0.0055867323966316065,0.06145405636294767,False,không khác,True
E1a->E1g,E1g->E1a,N1,6,rf,73,368,0.9949395361057493,1.2056834479284964,-0.7654109589041096,4.8966660428793505e-25,1.5669331337213922e-23,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N1,6,xgb,73,368,0.9528282731846681,1.2836347798656993,-0.8619714115544967,2.616109936751895e-31,1.0987661734357959e-29,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N1,6,svr,73,368,0.9916691920504814,1.0903530655178348,-0.5998362120309708,5.533502695937681e-16,1.1067005391875364e-14,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N1,12,lr,73,368,1.01513258125344,0.9909237741835595,0.45034246575342474,1.1978176937613573e-09,2.2758536181465787e-08,True,xuôi tốn hơn,True
E1a->E1g,E1g->E1a,N1,12,ridge,73,368,1.01513258011277,0.9909238197237016,0.45034246575342474,1.1978176937613573e-09,2.2758536181465787e-08,True,xuôi tốn hơn,True
E1a->E1g,E1g->E1a,N1,12,rf,73,368,0.9940947789231677,1.1447264851545873,-0.6940142942227516,7.193650547765405e-21,1.8703491424190053e-19,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N1,12,xgb,73,368,0.9364110710384286,1.2216499991825067,-0.8513251935675997,1.3968027576321427e-30,5.726891306291785e-29,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N1,12,svr,73,368,0.9760949513176931,1.0813381003481113,-0.6162150089338891,8.771425022262961e-17,1.8419992546752217e-15,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,1,lr,73,368,0.9772424783555734,1.0217258659078332,-0.7142644431209053,5.195800462164585e-22,1.6106981432710215e-20,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,1,ridge,73,368,0.9777530888552907,1.0208057917211604,-0.6893240023823705,1.3082910981964049e-20,3.2707277454910123e-19,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,1,rf,73,368,0.9320485271788888,1.0318886131528944,-0.8236301369863014,9.905041024592896e-29,3.7639155893453004e-27,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,1,xgb,73,368,0.973348114927368,1.1356789986337796,-0.7083085169743895,1.134128703240897e-21,3.402386109722691e-20,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,1,svr,73,368,0.9947357681510494,1.0420237091357674,-0.23786480047647407,0.001320807588907985,0.01584969106689582,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,6,lr,73,368,0.997682416163955,1.0002465750032543,-0.17919892793329362,0.015552707776758478,0.1372893033083572,False,không khác,True
E1a->E1g,E1g->E1a,N2,6,ridge,73,368,0.9976824438866579,1.0002465393029385,-0.17919892793329362,0.015552707776758478,0.1372893033083572,False,không khác,True
E1a->E1g,E1g->E1a,N2,6,rf,73,368,0.9844911179957457,1.0277780761360087,-0.8423168552709946,5.671955801997821e-30,2.2120627627791503e-28,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,6,xgb,73,368,0.9801453084535943,1.0367076576200427,-0.6314026206075045,1.5225931644328722e-17,3.501964278195606e-16,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,6,svr,73,368,0.9721395762349907,1.041476186753738,-0.9061197141155449,2.0219906285085095e-34,8.896758765437442e-33,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,12,lr,73,368,0.9992828677199798,1.0012858045260637,-0.13229600952948184,0.0741139298134904,0.2964557192539616,False,không khác,True
E1a->E1g,E1g->E1a,N2,12,ridge,73,368,0.9992828949818434,1.0012857992988278,-0.13229600952948184,0.0741139298134904,0.2964557192539616,False,không khác,True
E1a->E1g,E1g->E1a,N2,12,rf,73,368,0.994288746970169,1.0206748879960807,-0.77829064919595,7.863176014609125e-26,2.830743365259285e-24,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,12,xgb,73,368,0.9996981042995672,1.008445301694313,-0.2429273377010125,0.001038880169878603,0.013505442208421838,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,12,svr,73,368,0.9966513508474683,0.9955384142332717,0.049880881477069705,0.5009179836479205,1.0,False,không khác,True
