nguon,dich,mode,h,model,n_chuoi,mae_p50,mae_p50_naive,ti_so_p50,hieu_p50,n_tot_hon_naive,p,p_holm,co_y_nghia,ket_luan
E1,E2,N1,1,ridge,302,0.40597185789478896,0.4140311037709882,0.9805346849480734,-0.003681384259690744,157,0.00044197912562446315,0.003518346549321535,True,tốt hơn naive
E1,E2,N1,1,svr,302,0.3756361449869877,0.4140311037709882,0.9072655207922791,-0.0034351276037242473,160,0.0029735147179113515,0.014867573589556758,True,tốt hơn naive
E1,E2,N1,1,xgb,302,0.4038013511092176,0.4140311037709882,0.9752923087937159,-0.0009045347098031939,153,0.0024424704798094656,0.014654822878856794,True,tốt hơn naive
E1,E2,N1,6,lr,302,0.4867739160185708,0.48079877112135183,1.0124275377894234,-0.006930331123359959,163,0.04564791212873365,0.22823956064366824,False,không khác
E1,E2,N1,6,rf,302,0.41604215049153737,0.48079877112135183,0.8653145046964562,-0.028173174536712225,182,0.4151896633230575,1.0,False,không khác
E1,E2,N1,6,ridge,302,0.4867738963072904,0.48079877112135183,1.0124274967924793,-0.006930358123431901,163,0.04564791212873365,0.22823956064366824,False,không khác
E1,E2,N1,6,svr,302,0.411734988651783,0.48079877112135183,0.856356158505785,-0.027601466297507746,181,0.6096277673122228,1.0,False,không khác
E1,E2,N1,6,xgb,302,0.4493282143664355,0.48079877112135183,0.9345452637461644,-0.02591525280677635,177,0.74025583599244,1.0,False,không khác
E1,E2,N1,12,lr,302,0.4922685765465425,0.46491826581378815,1.058828212922288,0.005909980512899697,138,0.008053654731262565,0.04832192838757539,True,tệ hơn naive
E1,E2,N1,12,rf,302,0.44377840701945226,0.46491826581378815,0.9545299456941472,-0.010805523161809605,179,0.4772301155807457,1.0,False,không khác
E1,E2,N1,12,ridge,302,0.49226857781850164,0.46491826581378815,1.0588282156581648,0.005909980480015148,138,0.008053654731262565,0.04832192838757539,True,tệ hơn naive
E1,E2,N1,12,svr,302,0.3925261993682213,0.46491826581378815,0.8442907672838955,-0.007827380257528094,171,0.8923704540626883,1.0,False,không khác
E1,E2,N1,12,xgb,302,0.47275637171147944,0.46491826581378815,1.01685910508156,-0.0063118145717797995,173,0.7333050038703918,1.0,False,không khác
E1,E2,N2,1,lr,302,0.492387045164406,0.4140311037709882,1.1892513404904927,0.06472645542899058,5,8.485693592272366e-48,1.1031401669954076e-46,True,tệ hơn naive
E1,E2,N2,1,rf,302,0.44761767876250713,0.4140311037709882,1.0811208981296647,0.018352649497842252,30,7.020543227940748e-32,7.722597550734823e-31,True,tệ hơn naive
E1,E2,N2,1,ridge,302,0.49238907422921,0.4140311037709882,1.1892562412450147,0.06463276400581651,5,8.485693592272366e-48,1.1031401669954076e-46,True,tệ hơn naive
E1,E2,N2,1,svr,302,0.37305134414077123,0.4140311037709882,0.9010225095241058,-0.005371212391727855,184,0.011048131059441272,0.033144393178323815,True,tốt hơn naive
E1,E2,N2,1,xgb,302,0.4318194010857622,0.4140311037709882,1.0429636738707757,0.01455766092390065,94,1.5081551813243796e-12,1.5081551813243797e-11,True,tệ hơn naive
E1,E2,N2,6,lr,302,0.5145592718089294,0.48079877112135183,1.0702175269891787,0.033767829592788665,1,4.3504017848615867e-51,6.52560267729238e-50,True,tệ hơn naive
E1,E2,N2,6,rf,302,0.4966727324945257,0.48079877112135183,1.03301581103494,0.011499636489880258,13,3.352768013644898e-46,3.6880448150093877e-45,True,tệ hơn naive
E1,E2,N2,6,ridge,302,0.5145592692998338,0.48079877112135183,1.0702175217705807,0.03376782783207555,1,4.3504017848615867e-51,6.52560267729238e-50,True,tệ hơn naive
E1,E2,N2,6,svr,302,0.5128764440610012,0.48079877112135183,1.0667174603313474,0.0314693973857639,1,2.208820287662477e-50,2.8714663739612198e-49,True,tệ hơn naive
E1,E2,N2,6,xgb,302,0.5338720093558609,0.48079877112135183,1.1103855530053208,0.04944952855244724,3,4.625699796578355e-50,5.550839755894026e-49,True,tệ hơn naive
E1,E2,N2,12,lr,302,0.48739174331356344,0.46491826581378815,1.0483385557253553,0.021687360261328864,6,6.615361872103867e-49,9.261506620945414e-48,True,tệ hơn naive
E1,E2,N2,12,rf,302,0.4924707363576515,0.46491826581378815,1.059263041635148,0.0181415009458923,23,9.393418862058723e-37,8.454076975852851e-36,True,tệ hơn naive
E1,E2,N2,12,ridge,302,0.4873917391149637,0.46491826581378815,1.048338546694521,0.02168735996041872,6,6.615361872103867e-49,9.261506620945414e-48,True,tệ hơn naive
E1,E2,N2,12,svr,302,0.5006963427340647,0.46491826581378815,1.0769556275825192,0.023505361305778353,15,5.594379096846449e-41,6.713254916215739e-40,True,tệ hơn naive
E1,E2,N2,12,xgb,302,0.5296250573773396,0.46491826581378815,1.1391788542665435,0.058478518723184485,5,5.499176743538209e-49,8.248765115307313e-48,True,tệ hơn naive
E1,E3,N0,1,lr,497,4.3385376782510185,4.295534398772086,1.0100111593778005,0.026691869465128,187,2.4519744335035216e-16,2.4519744335035217e-15,True,tệ hơn naive
E1,E3,N0,1,rf,497,4.289811124911862,4.295534398772086,0.9986676223889952,0.008944177818175802,237,0.023151021000992214,0.09260408400396886,False,không khác
E1,E3,N0,1,ridge,497,4.338376167336825,4.295534398772086,1.0099735596523183,0.026158000048830843,189,3.9368334212424485e-16,3.5431500791182038e-15,True,tệ hơn naive
E1,E3,N0,1,svr,497,4.286973538539383,4.295534398772086,0.9980070325510253,-0.01891529553887461,269,0.7755109196028919,1.0,False,không khác
E1,E3,N0,1,xgb,497,4.29929153477883,4.295534398772086,1.0008746609054784,0.0019472833252409671,246,0.02405429729737624,0.09260408400396886,False,không khác
E1,E3,N0,6,lr,497,5.673032023313892,6.508720663903487,0.8716047770763593,-0.8056861096758707,382,3.807003061846438e-56,3.426302755661794e-55,True,tốt hơn naive
E1,E3,N0,6,rf,497,5.84066236660137,6.508720663903487,0.897359507067636,-0.6774232387178554,352,8.400042229659443e-24,3.360016891863777e-23,True,tốt hơn naive
E1,E3,N0,6,ridge,497,5.673031999995898,6.508720663903487,0.8716047734937821,-0.8056861344440316,382,3.807003061846438e-56,3.426302755661794e-55,True,tốt hơn naive
E1,E3,N0,6,svr,497,5.770477708235156,6.508720663903487,0.8865763344611592,-0.6586230725879858,469,6.545213222882266e-79,7.199734545170493e-78,True,tốt hơn naive
E1,E3,N0,6,xgb,497,5.875232196141099,6.508720663903487,0.9026708165130466,-0.6265028247527082,349,2.552096043499245e-31,1.2760480217496223e-30,True,tốt hơn naive
E1,E3,N0,12,lr,497,6.520227246861018,7.027038242901766,0.9278770118331583,-0.43180244460802175,338,2.7496971841100624e-07,1.9247880288770437e-06,True,tốt hơn naive
E1,E3,N0,12,rf,497,6.653869201979249,7.027038242901766,0.9468952597063965,-0.31004630841017367,316,0.452123921432818,0.904247842865636,False,không khác
E1,E3,N0,12,ridge,497,6.520227207269221,7.027038242901766,0.92787700619895,-0.4318025278068509,338,2.7496971841100624e-07,1.9247880288770437e-06,True,tốt hơn naive
E1,E3,N0,12,svr,497,6.393311355260217,7.027038242901766,0.9098159330096579,-0.5204547744519541,449,2.597488079917944e-72,2.8572368879097386e-71,True,tốt hơn naive
E1,E3,N0,12,xgb,497,6.735214927283975,7.027038242901766,0.9584713636769273,-0.2043925227903527,293,0.7956730417111193,0.904247842865636,False,không khác
E1,E3,N1,1,lr,497,4.137102546833611,4.295534398772086,0.9631170799182135,-0.2018105604210776,351,1.276478821163077e-11,1.0211830569304616e-10,True,tốt hơn naive
E1,E3,N1,1,rf,497,4.314056172841696,4.295534398772086,1.004311867244016,-0.002501600226625378,252,0.01683989163682708,0.0841994581841354,False,không khác
E1,E3,N1,1,ridge,497,4.1371837157994245,4.295534398772086,0.9631359760457446,-0.20185990811122956,351,1.2875447202327189e-11,1.0211830569304616e-10,True,tốt hơn naive
E1,E3,N1,1,svr,497,4.496090297297692,4.295534398772086,1.0466893941258941,0.09166194047687082,171,2.1587450657356415e-26,2.374619572309206e-25,True,tệ hơn naive
E1,E3,N1,1,xgb,497,4.295420270701856,4.295534398772086,0.9999734309960914,-0.030165683266405452,281,0.9029740925337421,1.0,False,không khác
E1,E3,N1,6,lr,497,5.585484492694989,6.508720663903487,0.8581539723576331,-0.8921333995304641,387,6.736585062494899e-36,4.715609543746429e-35,True,tốt hơn naive
E1,E3,N1,6,rf,497,5.771177155966754,6.508720663903487,0.8866837976275349,-0.7236269611544852,348,1.79855707576364e-10,4.2657839905717395e-10,True,tốt hơn naive
E1,E3,N1,6,ridge,497,5.585484595824816,6.508720663903487,0.8581539882025023,-0.8921333990664975,387,6.736585062494899e-36,4.715609543746429e-35,True,tốt hơn naive
E1,E3,N1,6,svr,497,5.926358881743238,6.508720663903487,0.910525921723765,-0.5645683162378337,348,1.4219279968572466e-10,4.2657839905717395e-10,True,tốt hơn naive
E1,E3,N1,6,xgb,497,5.7927024527381,6.508720663903487,0.8899909447433609,-0.6921946813090214,345,4.027246303953371e-05,4.027246303953371e-05,True,tốt hơn naive
E1,E3,N1,12,lr,497,6.261164423265015,7.027038242901766,0.8910104380874283,-0.7208711360693831,345,1.4568577425868013e-14,1.3111719683281212e-13,True,tốt hơn naive
E1,E3,N1,12,rf,497,6.412180528699334,7.027038242901766,0.9125011572516317,-0.5302320216268992,340,0.0011594497230809923,0.005797248615404962,True,tốt hơn naive
E1,E3,N1,12,ridge,497,6.261164407934318,7.027038242901766,0.8910104359057557,-0.7208711718985832,345,1.4568577425868013e-14,1.3111719683281212e-13,True,tốt hơn naive
E1,E3,N1,12,svr,497,6.604377288486828,7.027038242901766,0.9398521909508772,-0.36013918240947707,338,0.046250991958767716,0.18500396783507086,False,không khác
E1,E3,N1,12,xgb,497,6.581828945704552,7.027038242901766,0.9366433934457473,-0.38881388617464196,330,0.1659649006346774,0.4978947019040322,False,không khác
E1,E3,N2,1,lr,497,4.365363305106622,4.295534398772086,1.0162561627616105,0.07058922463499506,94,3.16062774719628e-51,4.424878846074791e-50,True,tệ hơn naive
E1,E3,N2,1,rf,497,4.256156772247362,4.295534398772086,0.9908328922855371,-0.042158274100178694,327,4.656113071437132e-10,2.7936678428622792e-09,True,tốt hơn naive
E1,E3,N2,1,ridge,497,4.365379995441363,4.295534398772086,1.0162600482699526,0.07050535007180692,94,3.3133914341011835e-51,4.424878846074791e-50,True,tệ hơn naive
