nguon,dich,mode,lich,h,model,metric,p25,p50,p75,iqr,n_chuoi,n_loai,n_dong_test
E1,E1,N0,co,1,lr,mae,0.1772065244748882,0.5513035070365966,3.6525400550110967,3.4753335305362083,735,0,254310
E1,E1,N0,co,1,lr,rmse,0.326282952696955,1.2115555895467385,7.481394814182939,7.155111861485984,735,0,254310
E1,E1,N0,co,1,lr,smape,8.61508302356139,16.69591653221189,26.47768807505572,17.862605051494327,735,0,254310
E1,E1,N0,co,1,lr,mase,1.1162962000552148,1.4338979771800695,1.8882789155727373,0.771982715517523,735,0,254310
E1,E1,N0,co,1,lr,r2,-0.9731863187447352,-0.0860572568223079,0.7303449838460742,1.7035313025908094,730,5,254310
E1,E1,N0,co,1,ridge,mae,0.1771689331898824,0.5514489300259414,3.65396726389568,3.476798330705798,735,0,254310
E1,E1,N0,co,1,ridge,rmse,0.32641487752715,1.2116597335165278,7.482399190801991,7.155984313274841,735,0,254310
E1,E1,N0,co,1,ridge,smape,8.61228872016374,16.69455996894653,26.47468393515726,17.86239521499352,735,0,254310
E1,E1,N0,co,1,ridge,mase,1.116341361130049,1.433639541205127,1.887972323342055,0.7716309622120059,735,0,254310
E1,E1,N0,co,1,ridge,r2,-0.9728514465136398,-0.0859770081655896,0.7304160852006422,1.7032675317142818,730,5,254310
E1,E1,N0,co,1,rf,mae,0.115204337707701,0.3849854255133961,2.594412713439153,2.479208375731452,735,0,254310
E1,E1,N0,co,1,rf,rmse,0.2389711270684139,0.9783239539440386,7.01675019710491,6.777779070036496,735,0,254310
E1,E1,N0,co,1,rf,smape,5.452733999250178,11.820130229574836,25.75912097631465,20.30638697706448,735,0,254310
E1,E1,N0,co,1,rf,mase,0.7857240976595554,0.9763190615163372,1.355495250284592,0.5697711526250366,735,0,254310
E1,E1,N0,co,1,rf,r2,-0.0191354595758173,0.2986850828764731,0.7368957142307221,0.7560311738065394,730,5,254310
E1,E1,N0,co,1,xgb,mae,0.1243510949580491,0.3968713356350657,2.753739495486423,2.6293884005283736,735,0,254310
E1,E1,N0,co,1,xgb,rmse,0.2453102734769135,1.0061869338239262,6.995002542780234,6.74969226930332,735,0,254310
E1,E1,N0,co,1,xgb,smape,5.512746750128168,12.248660164337537,27.237665589616256,21.72491883948809,735,0,254310
E1,E1,N0,co,1,xgb,mase,0.8135848173268976,1.019949072905992,1.387895048241789,0.5743102309148918,735,0,254310
E1,E1,N0,co,1,xgb,r2,-0.0691041364422466,0.2764022823242335,0.7341631766624963,0.803267313104743,730,5,254310
E1,E1,N0,co,1,svr,mae,0.1129754587499286,0.3780725651345391,2.9986609283094645,2.885685469559536,735,0,254310
E1,E1,N0,co,1,svr,rmse,0.234977232155666,0.991141600466717,7.340082990304916,7.10510575814925,735,0,254310
E1,E1,N0,co,1,svr,smape,5.701633726841616,11.573660007516189,21.96306052331312,16.2614267964715,735,0,254310
E1,E1,N0,co,1,svr,mase,0.8014080964540513,1.0330386016914384,1.3882563158142365,0.5868482193601849,735,0,254310
E1,E1,N0,co,1,svr,r2,-0.0687416273261813,0.2851328779794187,0.720656190874602,0.7893978182007833,730,5,254310
E1,E1,N0,co,6,lr,mae,0.5137105553736707,0.8785862089956822,6.203150105253961,5.689439549880291,735,0,250635
E1,E1,N0,co,6,lr,rmse,0.5855152244705583,1.3189310237768477,15.302406295020186,14.716891070549629,735,0,250635
E1,E1,N0,co,6,lr,smape,24.63062610184105,35.09761474859016,50.78605910313416,26.155433001293105,735,0,250635
E1,E1,N0,co,6,lr,mase,2.228045627590042,3.304882046926016,5.6609413222501965,3.4328956946601545,735,0,250635
E1,E1,N0,co,6,lr,r2,-4.163973210311017,-0.6439662105053126,0.1014881069784347,4.265461317289452,730,5,250635
E1,E1,N0,co,6,ridge,mae,0.5137106000790468,0.8785862059285025,6.203150199156241,5.689439599077194,735,0,250635
E1,E1,N0,co,6,ridge,rmse,0.5855152628869482,1.3189310210651353,15.302406477495415,14.716891214608466,735,0,250635
E1,E1,N0,co,6,ridge,smape,24.63062772496368,35.09761490165293,50.78605976080559,26.15543203584191,735,0,250635
E1,E1,N0,co,6,ridge,mase,2.228045813176037,3.304882209075608,5.66094159841842,3.432895785242384,735,0,250635
E1,E1,N0,co,6,ridge,r2,-4.163973854808054,-0.6439662299003149,0.1014881407376611,4.265461995545715,730,5,250635
E1,E1,N0,co,6,rf,mae,0.1591866927532838,0.5560619104796868,5.844682619927842,5.685495927174558,735,0,250635
E1,E1,N0,co,6,rf,rmse,0.2851111996673405,1.1626297708072049,14.583487718643273,14.298376518975932,735,0,250635
E1,E1,N0,co,6,rf,smape,7.8201750042972975,15.654878664197486,49.77711341269544,41.95693840839815,735,0,250635
E1,E1,N0,co,6,rf,mase,1.048672368147574,1.5813581501038854,2.8559026556459672,1.8072302874983928,735,0,250635
E1,E1,N0,co,6,rf,r2,-0.2630669808237616,-0.0308868940272488,0.3184287982654523,0.5814957790892139,730,5,250635
E1,E1,N0,co,6,xgb,mae,0.1933358862944079,0.587649871308433,5.503559412840547,5.310223526546139,735,0,250635
E1,E1,N0,co,6,xgb,rmse,0.2989718251972195,1.147053703812356,14.07623642318423,13.777264597987012,735,0,250635
E1,E1,N0,co,6,xgb,smape,9.406910286876766,17.098461869053313,51.951193758724045,42.54428347184728,735,0,250635
E1,E1,N0,co,6,xgb,mase,1.3052179351693165,1.716220250207934,2.8338037916618406,1.528585856492524,735,0,250635
E1,E1,N0,co,6,xgb,r2,-0.4125042104472231,-0.1441557290159049,0.2686855405833092,0.6811897510305323,730,5,250635
E1,E1,N0,co,6,svr,mae,0.1127119857379827,0.392893687528183,5.4379933211586415,5.325281335420659,735,0,250635
E1,E1,N0,co,6,svr,rmse,0.2262639603569026,1.0522387939601885,15.450466054992608,15.224202094635704,735,0,250635
E1,E1,N0,co,6,svr,smape,5.944762173686112,12.124710634275194,33.2256228255529,27.280860651866785,735,0,250635
E1,E1,N0,co,6,svr,mase,0.8668050402271672,1.2762458299668225,2.403160624338661,1.5363555841114938,735,0,250635
E1,E1,N0,co,6,svr,r2,-0.1127230600255599,0.0461523934176252,0.3853266069375696,0.4980496669631296,730,5,250635
E1,E1,N0,co,12,lr,mae,0.6658551296040824,1.0502896370266532,7.436791444113645,6.770936314509562,735,0,246225
E1,E1,N0,co,12,lr,rmse,0.7578484630384561,1.4891117917747627,16.697507588518604,15.939659125480148,735,0,246225
E1,E1,N0,co,12,lr,smape,29.746938319796435,41.91708768596221,60.98365057410388,31.23671225430744,735,0,246225
E1,E1,N0,co,12,lr,mase,2.641963779110553,4.04025866107302,7.617929553671614,4.97596577456106,735,0,246225
E1,E1,N0,co,12,lr,r2,-7.789428366957961,-0.943103980417589,-0.005673864603211,7.78375450235475,730,5,246225
E1,E1,N0,co,12,ridge,mae,0.6658551643189117,1.0502896366933008,7.436791490628554,6.770936326309642,735,0,246225
E1,E1,N0,co,12,ridge,rmse,0.7578484950193909,1.4891117439530774,16.69750764172172,15.93965914670233,735,0,246225
E1,E1,N0,co,12,ridge,smape,29.74694000489283,41.91708821942981,60.983651021917694,31.236711017024863,735,0,246225
E1,E1,N0,co,12,ridge,mase,2.64196377240246,4.040258572492408,7.617929500662532,4.975965728260072,735,0,246225
E1,E1,N0,co,12,ridge,r2,-7.789429094125568,-0.9431038785659068,-0.0056738665735296,7.783755227552038,730,5,246225
E1,E1,N0,co,12,rf,mae,0.1995442532767539,0.5938777786502205,7.7785867012778205,7.579042448001067,735,0,246225
E1,E1,N0,co,12,rf,rmse,0.3325414504707005,1.199444124358345,16.017663221576704,15.685121771106004,735,0,246225
E1,E1,N0,co,12,rf,smape,9.524037386607706,18.73349619037803,57.28612911890173,47.76209173229402,735,0,246225
E1,E1,N0,co,12,rf,mase,1.1821124278711197,1.850706875295061,3.455251480157568,2.273139052286448,735,0,246225
E1,E1,N0,co,12,rf,r2,-0.3681966245344554,-0.1352629231344749,0.1568954148314034,0.5250920393658588,730,5,246225
E1,E1,N0,co,12,xgb,mae,0.2430657855689779,0.6390367810168669,7.328210389786099,7.08514460421712,735,0,246225
E1,E1,N0,co,12,xgb,rmse,0.3737853631936877,1.237562979019766,16.27666653232057,15.90288116912688,735,0,246225
E1,E1,N0,co,12,xgb,smape,11.89350736892286,20.437621931261983,59.70735333785308,47.81384596893022,735,0,246225
E1,E1,N0,co,12,xgb,mase,1.4958524718058974,2.164783324667043,3.718938647540944,2.2230861757350464,735,0,246225
E1,E1,N0,co,12,xgb,r2,-0.8304774612473929,-0.2423744705153393,0.098028794930212,0.9285062561776048,730,5,246225
E1,E1,N0,co,12,svr,mae,0.1173732991291773,0.4127150259884324,7.248895897250694,7.131522598121517,735,0,246225
E1,E1,N0,co,12,svr,rmse,0.2380711751060611,1.069170284175769,17.225156852234917,16.987085677128857,735,0,246225
E1,E1,N0,co,12,svr,smape,6.198579621966981,13.052250782912916,41.30134736452369,35.102767742556715,735,0,246225
E1,E1,N0,co,12,svr,mase,0.894980246465257,1.3474051068823434,2.768501343079204,1.8735210966139464,735,0,246225
