xuoi,nguoc,mode,h,model,n_xuoi,n_nguoc,L_p50_xuoi,L_p50_nguoc,rank_biserial,p,p_holm,co_y_nghia,ket_luan,huong_khop_trung_vi
E1a->E1g,E1g->E1a,N1,1,lr,73,368,1.3300318370430821,1.001658532788956,0.7077873734365694,1.2139450678929842e-21,3.3990461901003554e-20,True,xuôi tốn hơn,True
E1a->E1g,E1g->E1a,N1,1,ridge,73,368,1.328862255904207,1.0028342693299177,0.704883859440143,1.771493944210516e-21,4.7830336493683934e-20,True,xuôi tốn hơn,True
E1a->E1g,E1g->E1a,N1,1,rf,73,368,1.102118576850874,1.108229638469856,0.006030375223347262,0.9355005131032162,0.9355005131032162,False,không khác,False
E1a->E1g,E1g->E1a,N1,1,xgb,73,368,0.9939994774046497,1.1899844703970688,-0.6775610482430018,5.762258661465687e-20,1.267696905522451e-18,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N1,1,svr,73,368,1.025241979170813,1.0851869971564594,-0.27709946396664686,0.000183135875239092,0.00183135875239092,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N1,6,lr,73,368,1.014576740018394,0.9998394986552985,0.20525610482430023,0.0055867323966316065,0.03352039437978964,True,xuôi tốn hơn,True
E1a->E1g,E1g->E1a,N1,6,ridge,73,368,1.0145767074033891,0.9998394683306071,0.20525610482430023,0.0055867323966316065,0.03352039437978964,True,xuôi tốn hơn,True
E1a->E1g,E1g->E1a,N1,6,rf,73,368,0.9949395361057493,1.2056834479284964,-0.7654109589041096,4.8966660428793505e-25,1.5179664732925987e-23,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N1,6,xgb,73,368,0.9528282731846681,1.2836347798656993,-0.8619714115544967,2.616109936751895e-31,1.1249272728033148e-29,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N1,6,svr,73,368,0.9916691920504814,1.0903530655178348,-0.5998362120309708,5.533502695937681e-16,1.0513655122281595e-14,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N1,12,lr,73,368,1.01513258125344,0.9909237741835595,0.45034246575342474,1.1978176937613573e-09,1.9165083100181717e-08,True,xuôi tốn hơn,True
E1a->E1g,E1g->E1a,N1,12,ridge,73,368,1.01513258011277,0.9909238197237016,0.45034246575342474,1.1978176937613573e-09,1.9165083100181717e-08,True,xuôi tốn hơn,True
E1a->E1g,E1g->E1a,N1,12,rf,73,368,0.9940947789231677,1.1447264851545873,-0.6940142942227516,7.193650547765405e-21,1.7264761314636973e-19,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N1,12,xgb,73,368,0.9364110710384286,1.2216499991825067,-0.8513251935675997,1.3968027576321427e-30,5.58721103052857e-29,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N1,12,svr,73,368,0.9760949513176931,1.0813381003481113,-0.6162150089338891,8.771425022262961e-17,1.7542850044525921e-15,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,1,lr,73,368,0.9772424783555734,1.0217258659078332,-0.7142644431209053,5.195800462164585e-22,1.5587401386493754e-20,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,1,ridge,73,368,0.9777530888552907,1.0208057917211604,-0.6893240023823705,1.3082910981964049e-20,3.0090695258517313e-19,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,1,rf,73,368,0.9320485271788888,1.0318886131528944,-0.8236301369863014,9.905041024592896e-29,3.7639155893453004e-27,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,1,xgb,73,368,0.973348114927368,1.1356789986337796,-0.7083085169743895,1.134128703240897e-21,3.2889732393986017e-20,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,1,svr,73,368,0.9947357681510494,1.0420237091357674,-0.23786480047647407,0.001320807588907985,0.009245653122355896,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,6,lr,73,368,0.9802857728304458,1.0292734410243671,-0.8612269207861822,2.9431348969367806e-31,1.2361166567134479e-29,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,6,ridge,73,368,0.9802858017591445,1.0292734436890634,-0.8612269207861822,2.943176966108816e-31,1.2361166567134479e-29,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,6,rf,73,368,1.0277492981597232,1.2444932253176046,-0.6946843359142347,6.6023520580719834e-21,1.650588014517996e-19,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,6,xgb,73,368,1.0605221788272625,1.3130721836334018,-0.5858397855866587,2.5702480212029236e-15,4.6264464381652623e-14,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,6,svr,73,368,1.0346962672965143,1.0785362352124013,-0.3266081000595593,1.034979105975415e-05,0.00013454728377680395,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,12,lr,73,368,1.0058393654060016,0.9592762798469502,0.790425848719476,1.3655244663694155e-26,4.9158880789298955e-25,True,xuôi tốn hơn,True
E1a->E1g,E1g->E1a,N2,12,ridge,73,368,1.0058393663348517,0.9592763079110396,0.790425848719476,1.3655409295861114e-26,4.9158880789298955e-25,True,xuôi tốn hơn,True
E1a->E1g,E1g->E1a,N2,12,rf,73,368,1.078150249011829,1.167945854904699,-0.43910065515187613,3.052742319553999e-09,4.2738392473755984e-08,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,12,xgb,73,368,1.1114496815769972,1.166358233231309,-0.2893835616438356,9.341622075416065e-05,0.0010275784282957673,True,ngược tốn hơn,True
E1a->E1g,E1g->E1a,N2,12,svr,73,368,0.9849637798902128,1.0230685891261004,-0.4691780821917808,2.375325342657418e-10,4.0380530825176104e-09,True,ngược tốn hơn,True
