env,h,model,series_id,n_dong,mae,rmse,smape,mase,r2
E1,1,seasonal,E1_472,346,0.2711096045091709,0.3156771366084022,16.807904385184237,3.9406698303543553,-1.0150762327189975
E1,1,seasonal,E1_473,346,0.183632672722268,0.2487140965326632,10.272117735650507,2.378254709006604,-1.1220148377814363
E1,1,seasonal,E1_474,346,0.156833195706028,0.2126943001014285,8.699127447334213,2.159164890605992,-0.7960734010057371
E1,1,seasonal,E1_475,346,0.1240710156895127,0.1855397875919834,7.312391757029406,1.8954375849139344,-1.3205626504665613
E1,1,seasonal,E1_476,346,0.0870423892100193,0.1548897923821979,5.58106862270914,1.2367103730898172,-1.0988302840008075
E1,1,seasonal,E1_477,346,0.0822254335260115,0.1480037363481917,5.030800994669162,1.311319980964243,-1.0060146803588157
E1,1,seasonal,E1_478,346,0.2393476465730801,0.2854947862005798,16.493192812439947,3.169767907895725,-3.546254138856937
E1,1,seasonal,E1_479,346,0.1008188824662812,0.164609169089971,7.109837528129488,1.531534367309562,-0.9891089822280864
E1,1,seasonal,E1_480,346,0.0610927608037434,0.1304338129689614,3.7880432055289424,1.1118261334363195,-0.6150209539235132
E1,1,seasonal,E1_481,346,0.0726396917148362,0.1407327826796053,4.41983304246153,0.924731292720461,-0.9230987596021792
E1,1,seasonal,E1_482,346,0.0611306083126892,0.1226158240245001,3.7789597766485215,0.949676084780544,-0.6272366521658854
E1,1,seasonal,E1_483,346,0.1089595375722543,0.1776532961743702,6.65048384702984,1.7119682870178965,-0.5410790446499825
E1,1,seasonal,E1_484,346,0.1293994861913937,0.1835771815961815,10.536059878342954,1.8710178511982225,-1.3611771681241116
E1,1,seasonal,E1_485,346,0.1167113955408751,0.1789461729852817,6.797029625034599,1.5536567335104092,-1.094330131001802
E1,1,seasonal,E1_486,346,0.1161368015414257,0.1717504986394969,7.83108219776361,1.649879958405969,-0.7071784580726632
E1,1,seasonal,E1_487,346,0.0933594825213322,0.16536134568798,5.441397237698898,1.7269168939441706,-0.532813048213362
E1,1,seasonal,E1_488,346,0.1117052023121387,0.1723664115569277,7.747599322142124,1.589726863293776,-0.9071360791474112
E1,1,seasonal,E1_489,346,0.1111271676300578,0.1718719893763299,7.285399713679464,1.696659615087884,-0.991681634311992
E1,1,seasonal,E1_49,346,0.360201624002202,0.5807883930638832,7.628577622471856,9.289511466396172,-0.8074360854349711
E1,1,seasonal,E1_490,346,0.0675715661987338,0.1334237588312313,4.12525635720843,1.0515725912274545,-0.5807054035225325
E1,1,seasonal,E1_491,346,0.0795484501048085,0.1388962536469654,5.056593663004202,1.0965706199559029,-0.8635877984307467
E1,1,seasonal,E1_492,346,0.1497109826589595,0.2127093400086388,10.03579640724251,2.350343281438205,-3.905126761463284
E1,1,seasonal,E1_493,346,0.1098644371043215,0.1807328476744439,6.650163492863902,1.459323414937985,-0.6811806208241424
E1,1,seasonal,E1_494,346,0.0863490916597853,0.1578172597622464,5.022119270714443,1.3607267018851796,-0.2757635890295027
E1,1,seasonal,E1_495,346,0.1459947326276805,0.1971978935176888,8.528967344868075,1.943398701368113,-1.2305235848515794
E1,1,seasonal,E1_496,346,0.0914499036608864,0.1387845167057723,5.809069532391662,1.435124636214606,-0.7215990927741727
E1,1,seasonal,E1_497,346,0.2164327002477291,0.2665470146608333,14.343273611441818,2.669060836328349,-2.707076268241116
E1,1,seasonal,E1_498,346,0.1660886319845856,0.2161287230326348,12.840151953033793,2.151656937207497,-1.5403717898436948
E1,1,seasonal,E1_499,346,0.1029658684282961,0.1617290146099315,7.733662692222057,1.3491501751767805,-1.1987098422853406
E1,1,seasonal,E1_50,346,0.741309365008787,1.3316488252519318,10.200599539889502,2.766784026257917,-1.0885187816073256
E1,1,seasonal,E1_500,346,0.1184248554913295,0.1800018063493179,6.5980811020505055,1.446051861014643,-0.9435811922414612
E1,1,seasonal,E1_501,346,0.1026171283757989,0.169683748797502,7.240010903150755,1.5852237762929924,-0.5908232145897796
E1,1,seasonal,E1_502,346,0.1030759702725021,0.1586273809379982,6.689857665332885,1.4314825846304546,-1.1709573413837333
E1,1,seasonal,E1_503,346,0.1117533718689788,0.1827060559756392,6.205077736419921,1.349753957872735,-1.0520010628937269
E1,1,seasonal,E1_504,346,0.0895620275678079,0.1527618681262383,5.629826144654561,1.1226695893313985,-0.9306827666159124
E1,1,seasonal,E1_505,346,0.1300359082150989,0.1824982719119206,8.868895015707032,1.8048924307971657,-1.4805269238441467
E1,1,seasonal,E1_506,346,0.1408812526587092,0.1962224572211576,8.253670729519218,1.7175019040005737,-1.169416749597782
E1,1,seasonal,E1_507,346,0.1891859344894026,0.2418056353732435,14.563466215751658,2.609511701272467,-1.165264535445869
E1,1,seasonal,E1_508,346,0.0966487751169832,0.161500026407478,6.0090098847583375,1.4126826860437935,-0.881923733301474
E1,1,seasonal,E1_509,346,0.0892581888246628,0.1463289815496629,5.545206254190217,1.2117551308696497,-0.8914373825174726
E1,1,seasonal,E1_51,346,0.0964641251490962,0.331880238552153,3.8811950630405816,1.3853831502638654,-1.2846500590757015
E1,1,seasonal,E1_510,346,0.1227491679803818,0.1732229499379259,8.251026160106058,1.7220514625520622,-1.363358630712737
E1,1,seasonal,E1_511,346,0.1169436416184971,0.1789490713888487,7.480513577419294,1.6102239884393073,-1.3065530860314376
E1,1,seasonal,E1_512,346,0.0959657996146435,0.1586665252444278,6.372557960037444,1.3593279880937053,-0.8908334294734612
E1,1,seasonal,E1_513,346,0.1894990366088632,0.2732368890896855,14.857984781573938,3.0045069923091483,-2.8578221301292266
E1,1,seasonal,E1_514,346,0.1643407652078172,0.2162979920079019,13.285000097912643,2.304251166771936,-2.0497262947645982
E1,1,seasonal,E1_515,346,0.1217726396917147,0.1787974530659328,7.127218211132176,1.691916660024601,-1.0324379439594522
E1,1,seasonal,E1_516,346,0.1480250481695568,0.2055292993003809,12.158356777595197,2.123808988580876,-1.3128442734132597
E1,1,seasonal,E1_517,346,0.1041425818882466,0.199030243665089,6.2023501449020255,1.2782062428752257,-0.9242362490566104
E1,1,seasonal,E1_518,346,0.1317987888797137,0.1861896164578183,10.89685783827965,1.8784320905834453,-1.5818930447209207
E1,1,seasonal,E1_519,346,0.1106454720616571,0.1944951305623353,6.799291005326934,1.6249376375572946,-1.0117202461570058
E1,1,seasonal,E1_52,346,0.04573514154439,0.3755614659956934,0.7112322130743037,1.023323792055728,-1.298026135132285
E1,1,seasonal,E1_520,346,0.1071222130470685,0.1767790760764108,8.333263278853465,1.5721713961695678,-0.5509832950122371
E1,1,seasonal,E1_521,346,0.1138693916873107,0.1803657557134585,6.825576237787134,1.554496914129716,-1.0995732115064678
E1,1,seasonal,E1_522,346,0.1232658959537571,0.1819023678224015,7.226219044755325,1.5057395872403283,-1.1204470184519937
E1,1,seasonal,E1_523,346,0.1235007225433525,0.1750742814756078,8.203140741726974,1.8017822865859512,-1.2892121362683642
E1,1,seasonal,E1_524,346,0.2933044315992292,0.3474682493823536,20.724411138587847,3.461274670515391,-2.1899600154018115
E1,1,seasonal,E1_525,346,0.1053777869529314,0.1637983467107435,6.536963787883672,1.4172979815751614,-1.071459397023217
E1,1,seasonal,E1_526,346,0.7491630539499037,0.9144754049383476,39.200531754608456,8.509580740726292,-3.576908838557732
E1,1,seasonal,E1_527,346,1.1210500963391137,1.941773443027338,24.467977797645894,3.48108488880156,-1.246109254904428
E1,1,seasonal,E1_528,346,0.0812551610239471,0.1278691404735595,7.273553105550741,1.0723817401112417,-0.9862557588987568
E1,1,seasonal,E1_529,346,0.0864815579410955,0.1596779623575805,6.152861547890125,1.0194277305593036,-0.7680908534216995
E1,1,seasonal,E1_530,346,0.1114643545279382,0.1772551727732863,7.734974296977389,1.4396237985930675,-0.8820300990143042
E1,1,seasonal,E1_531,346,0.380009633911368,0.5300575276882307,18.677916477068184,3.2703168092938424,-0.9942659859945372
E1,1,seasonal,E1_532,346,0.1648029635746398,0.2314996179744881,9.798070832823422,2.227417626420696,-1.9603340554896127
E1,1,seasonal,E1_534,346,6.184606385906964,9.159410538188324,128.43776362795077,4.441790261831358,-0.3802520171272687
E1,1,seasonal,E1_540,346,0.5528901734104047,1.1277161601917438,27.817822540952207,2.335096994700249,-0.2544501133825771
E1,1,seasonal,E1_541,346,3.714271951555189,4.665178718659056,47.25611590526914,6.044395110565804,-0.7447667407893526
E1,1,seasonal,E1_542,346,0.5426231764382053,0.9094795299228684,14.614172273521554,2.4806284174170234,-0.7973366936630559
E1,1,seasonal,E1_543,346,0.0,0.0,0.0,0.0,
E1,1,seasonal,E1_546,346,0.8796173960913846,1.2327239295456678,39.93411794118735,1.3827195063177289,-1.351850347675826
E1,1,seasonal,E1_551,346,0.1023121387283237,0.1825038161327554,6.053802731385679,2.456406192121153,0.0211987881419449
E1,1,seasonal,E1_555,346,0.4673950487534303,0.6921632277702049,21.920517204924987,1.3700251315339254,-0.300985123796291
E1,1,seasonal,E1_558,346,0.4303812276355629,0.6221966711614465,29.560443244207303,2.9487039005347784,-7.266231228867053
E1,1,seasonal,E1_56,346,0.1660503995041567,0.2709641152985418,11.42523207803965,0.9074979897476698,-0.68429253617231
E1,1,seasonal,E1_561,346,0.3828998073217726,0.4502309867404269,13.069669961084132,7.762380068995108,-0.5517921911002996
E1,1,seasonal,E1_562,346,0.3677745664739884,0.5407220902957888,10.929868747357544,1.0243270580489727,-0.6436665379658666
E1,1,seasonal,E1_57,346,0.4534888521882741,0.6401617510271723,9.50764367627198,2.3008541686555897,-0.1510912308472241
E1,1,seasonal,E1_574,346,0.4543352601156069,0.6878708785348364,26.41608423204977,1.1712373458837722,-0.7081835156699405
E1,1,seasonal,E1_580,346,0.3044315992292871,0.3539664230472006,17.284754651673946,5.788032726495455,-1.0985914857994317
E1,1,seasonal,E1_582,346,1.002697495183044,6.24152090221351,21.058739968007725,1.494734203046765,-0.7325598127491895
E1,1,seasonal,E1_583,346,1.4680429397192405,3.1177563656179235,41.93615920075324,2.499825591611978,-0.725297793778074
E1,1,seasonal,E1_587,346,2.4014450867052024,6.034313943239515,133.94210478746615,1.7191040915009432,-0.6164988282410218
E1,1,seasonal,E1_589,346,3.1489402697495184,8.97415672293655,26.97125412829661,1.3978585023921084,-0.7452231601801809
E1,1,seasonal,E1_591,346,0.2499379113179693,1.3547887804681231,0.4964711471361088,6.732493627934612,-0.0285540920496949
E1,1,seasonal,E1_593,346,0.828179190751445,5.357584330526457,6.455071605023087,0.6931882093808611,0.77027890642805
E1,1,seasonal,E1_595,346,0.310597302504817,2.3770687842673137,5.4804881141530055,0.8522569906922042,-0.0196412103601981
E1,1,seasonal,E1_596,346,21.736443710432148,44.99036333171996,46.734011332632456,4.554348647335049,-0.3025127549382338
E1,1,seasonal,E1_597,346,21.99567506193229,45.56841691903102,48.22437741201664,29.57766828255162,-0.3027966662617798
E1,1,seasonal,E1_598,346,21.95587668593449,45.51077776464003,47.59558569427369,27.22245790543283,-0.3030545640382844
E1,1,seasonal,E1_599,346,22.01221098265896,45.63911883979603,46.84758071478775,29.89518790512864,-0.3029719452694557
E1,1,seasonal,E1_600,346,0.0950817005730301,0.2504511280611494,7.225832119409979,0.4303711863040541,-0.1407989921926769
E1,1,seasonal,E1_601,346,0.0977153867327278,0.2758770776171335,6.776612386322123,0.3771703819643952,-0.1353080316891424
E1,1,seasonal,E1_602,346,0.7584693726312223,1.0853232574209,55.47809084867878,2.9440468823701496,-12.898847819962503
E1,1,seasonal,E1_604,346,4.504427364542972,15.5418178774979,44.175723744494704,1.2599841099359983,0.1136544764800383
E1,1,seasonal,E1_607,346,1.5458574181117537,3.1242252732676943,149.30673934763993,3.656343671321748,-1.277327187365808
E1,1,seasonal,E1_608,346,44.20146917148362,54.07935211951365,165.54749746961892,3.3857246912026544,-2.104067683054761
E1,1,seasonal,E1_609,346,45.63063583815029,54.89682606967442,170.5617373148677,3.426306743237437,-2.393408484395984
E1,1,seasonal,E1_610,346,43.528808835673,50.03689344242518,95.81917344110695,2.8332090216797416,-1.1207081673483352
E1,1,seasonal,E1_611,346,42.72522364437104,49.9670748092549,96.41323828728918,2.682369354618442,-1.0478221313930454
E1,1,seasonal,E1_612,346,43.57658959537572,54.75256543436287,158.60710285179726,3.26856642364682,-1.8529912225897749
E1,1,seasonal,E1_613,346,40.29240403142137,49.860393910764856,105.12363697310444,2.9638108184835925,-1.0893215970490693
E1,1,seasonal,E1_614,346,36.34803537021745,44.005066963586685,90.23387625691056,2.423964705697646,-0.7608523459684409
E1,1,seasonal,E1_615,346,47.60329359344894,58.26813981117586,163.26400223444787,3.569036596285169,-2.0425462285222453
E1,1,seasonal,E1_616,346,44.11584778420039,53.105306251855886,84.25466227844893,2.565728286732308,-1.562126951334002
E1,1,seasonal,E1_617,346,42.51025455758114,54.820104628543255,164.4339942916451,3.0864493792987044,-1.820241610890207
E1,1,seasonal,E1_618,346,49.73148568676025,59.251092809107526,170.0008754721997,3.810318983273389,-2.227819234519185
E1,1,seasonal,E1_619,346,44.42943159922929,56.13113408825264,172.24227577026303,3.3662416285610792,-1.9703870417091005
E1,1,seasonal,E1_62,346,0.6679328378750345,1.140440720006365,12.866865237218228,0.7565161849556168,-0.6707678836324162
E1,1,seasonal,E1_620,346,44.3224710982659,53.70141882474749,102.4144516247234,2.90742533981725,-1.3304950241422415
E1,1,seasonal,E1_621,346,46.87892581888247,58.15820283744702,159.9281312721925,3.5758224692961247,-1.7398105077197157
E1,1,seasonal,E1_622,346,41.01776535923935,48.11047878879292,110.33065556007152,2.88922546160909,-0.9574793980240348
E1,1,seasonal,E1_623,346,46.1833142531842,57.17657659243672,170.18175033146727,3.525148241738496,-1.694641926163274
E1,1,seasonal,E1_624,346,48.969993806771264,59.295611914231934,116.6364540465733,3.5797547169902866,-1.1806912577720228
E1,1,seasonal,E1_625,346,39.67105009633911,56.056698813399045,160.42094489956827,2.8516578737885143,-1.342003695945282
E1,1,seasonal,E1_626,346,43.1564145793192,52.33332514676651,119.725565675773,3.1504315622013026,-1.1817057574515215
E1,1,seasonal,E1_627,346,47.0790982440007,59.53085161837224,149.69080032038934,3.625052189714051,-1.49851304688941
E1,1,seasonal,E1_628,346,50.60138086062941,60.92384333927196,158.18700677087892,3.949235492593144,-2.16248830873688
E1,1,seasonal,E1_629,346,54.97897742912194,65.40991718481149,163.45649784058068,4.516803683889768,-2.520209171883295
E1,1,seasonal,E1_630,346,70.89199947451392,82.113363940704,158.88023133001917,5.636261895061514,-3.575849894390396
E1,1,seasonal,E1_631,346,58.47222680979907,66.92555783663899,123.6625210912038,4.7510443007396725,-2.113184719944725
E1,1,seasonal,E1_632,346,50.34553227360308,61.661464319384095,173.12287803796224,4.051444011328178,-2.073187337037276
E1,1,seasonal,E1_633,346,67.06865366088631,78.37941505183369,162.18314094762272,5.325022947447305,-3.1353104810513672
E1,1,seasonal,E1_634,346,69.48050151919372,81.11269367558135,156.76386140418262,5.555171156757964,-3.236552048559842
E1,1,seasonal,E1_635,346,66.79799911071586,78.58482170187193,163.97463609750957,5.59491214180958,-2.848142580986336
E1,1,seasonal,E1_636,346,67.01113045191802,78.2163346719208,161.82933869886105,5.2517747297122,-3.083189631059716
E1,1,seasonal,E1_637,346,69.71311817597945,80.16999169303811,163.54302846031055,5.362611566365587,-3.4370649553556394
E1,1,seasonal,E1_638,346,62.80106052425416,70.63776730772992,128.5367548879735,5.24796578310478,-2.3723724704668325
E1,1,seasonal,E1_639,346,71.42923089274245,82.374563551607,161.64883960900391,5.834174882654091,-3.3985035120143348
E1,1,seasonal,E1_640,346,71.97038776493255,81.68615086749581,163.2397128596889,6.026479222605287,-3.8836520542519057
E1,1,seasonal,E1_641,346,71.961295761079,81.94226301933533,163.94699234735958,5.451461637932514,-3.5894515523999218
E1,1,seasonal,E1_642,346,44.90485308285164,58.034395930005005,91.77576658442486,2.9449740368952955,-1.111372542873306
E1,1,seasonal,E1_643,346,42.52440116482747,55.25916437866062,85.58629176295386,2.752779270422465,-1.1464461648582804
E1,1,seasonal,E1_644,346,41.48134670403456,55.03031444525889,85.87717420758631,2.8061263645666474,-1.0533552096178314
E1,1,seasonal,E1_645,346,72.61642581888246,82.19647988933477,164.6319164382384,5.274762258505132,-4.108443301607009
E1,1,seasonal,E1_646,346,35.53636801541426,53.98620834903015,73.52126563626088,2.356805707176428,-0.7493871607165905
E1,1,seasonal,E1_647,346,68.00532644138136,79.57503157980376,162.67095816835317,5.482055013134425,-2.6629156065531108
E1,1,seasonal,E1_648,346,36.229418983392975,54.262991803748335,75.80353944206367,2.461358564824065,-0.7597257068674883
E1,1,seasonal,E1_649,346,66.38438962290118,78.57258778685213,150.41035112429876,4.94804135400164,-2.9135326858675867
E1,1,seasonal,E1_650,346,64.81338511560693,78.15994921296694,147.34670936260414,5.375343609541279,-2.48174321168436
E1,1,seasonal,E1_651,346,51.12438583815028,62.24532515637989,163.99422461936527,4.50014263973293,-2.1194711609422114
E1,1,seasonal,E1_652,346,49.07076107899808,59.8087731901751,104.66577573289592,3.395620843078547,-1.8368761721750329
