nguon,dich,h,model,so_sanh,n_chuoi,mae_p50_N0,mae_p50_Nk,hieu_p50,n_tot_hon_N0,p,p_holm,co_y_nghia,ket_luan
E3,E1,6,lr,N2_vs_N0,735,3.2853070781931613,0.5736687391284814,-2.9303320023120145,684,4.0390584905119654e-107,3.2312467924095723e-106,True,tốt hơn N0
E3,E1,6,rf,N1_vs_N0,735,0.948843670174771,1.281891825889707,0.029547139197402428,331,6.793367108561686e-09,2.038010132568506e-08,True,tệ hơn N0
E3,E1,6,rf,N2_vs_N0,735,0.948843670174771,0.5430748925746401,-0.39639176661321385,586,5.526298668476221e-84,3.3157792010857326e-83,True,tốt hơn N0
E3,E1,6,ridge,N1_vs_N0,735,3.2869203874195896,1.77161791099101,-1.4355214618054148,436,0.005852769438476856,0.009926564730047466,True,tốt hơn N0
E3,E1,6,ridge,N2_vs_N0,735,3.2869203874195896,0.5736115430474451,-2.9321280256242273,684,2.985221563332375e-107,2.6866994069991375e-106,True,tốt hơn N0
E3,E1,6,svr,N1_vs_N0,735,0.982307287780461,1.240249486525184,0.1460083058588757,229,1.9969248218952386e-40,7.987699287580955e-40,True,tệ hơn N0
E3,E1,6,svr,N2_vs_N0,735,0.982307287780461,0.5434100724072171,-0.31068037239055196,677,9.169934572483487e-105,6.41895420073844e-104,True,tốt hơn N0
E3,E1,6,xgb,N1_vs_N0,735,2.559340340387653,18.96886821386174,5.687853174782763,186,5.801985404247847e-82,2.9009927021239235e-81,True,tệ hơn N0
E3,E1,6,xgb,N2_vs_N0,735,2.559340340387653,0.5998590380612469,-1.4536842316887584,721,4.517278114803268e-114,4.5172781148032676e-113,True,tốt hơn N0
E3,E1,12,lr,N1_vs_N0,735,4.199976805648844,2.5628575379683696,-1.5777818278008766,409,2.640217524510987e-06,5.280435049021974e-06,True,tốt hơn N0
E3,E1,12,lr,N2_vs_N0,735,4.199976805648844,0.5670322073609453,-3.8177427692578254,683,1.4360978926463226e-107,1.0052685248524259e-106,True,tốt hơn N0
E3,E1,12,rf,N1_vs_N0,735,1.1608917062252062,4.069048949897628,0.912319383465177,203,7.706087036183164e-56,3.0824348144732656e-55,True,tệ hơn N0
E3,E1,12,rf,N2_vs_N0,735,1.1608917062252062,0.4992136976547336,-0.5754235793796294,693,1.0847603454942316e-105,6.50856207296539e-105,True,tốt hơn N0
E3,E1,12,ridge,N1_vs_N0,735,4.203013910477891,2.562861409454214,-1.5905074671384147,409,2.8862031343633887e-06,5.280435049021974e-06,True,tốt hơn N0
E3,E1,12,ridge,N2_vs_N0,735,4.203013910477891,0.5670238221533465,-3.821354526227876,683,7.226444509066699e-108,5.781155607253359e-107,True,tốt hơn N0
E3,E1,12,svr,N1_vs_N0,735,1.065274252737954,0.6618903338401741,-0.13979303341129512,600,2.9445734244027245e-54,8.833720273208174e-54,True,tốt hơn N0
E3,E1,12,svr,N2_vs_N0,735,1.065274252737954,0.506463155020115,-0.3679279136149608,704,4.118544622035353e-109,3.7066901598318174e-108,True,tốt hơn N0
E3,E1,12,xgb,N1_vs_N0,735,2.5346028138773664,27.22822012945127,10.90821550556037,166,1.8992322355434643e-88,9.496161177717321e-88,True,tệ hơn N0
E3,E1,12,xgb,N2_vs_N0,735,2.5346028138773664,0.5998674774029528,-1.5284926361031916,717,1.698974382763433e-111,1.698974382763433e-110,True,tốt hơn N0
E3,E2,1,lr,N1_vs_N0,302,1.171086893523836,1.0407639046280917,-0.2162473116313754,171,0.030725795781764962,0.05710994680953085,False,không khác
E3,E2,1,lr,N2_vs_N0,302,1.171086893523836,0.7206446779154965,-0.5015817360770052,285,4.0044173032228054e-42,2.803092112255964e-41,True,tốt hơn N0
E3,E2,1,rf,N1_vs_N0,302,1.274503786614655,0.639258449267863,-0.3058529108552975,235,1.805181416370381e-15,7.220725665481525e-15,True,tốt hơn N0
E3,E2,1,rf,N2_vs_N0,302,1.274503786614655,0.45650376346257693,-0.7414351591952092,282,4.75214781915301e-49,4.276933037237709e-48,True,tốt hơn N0
E3,E2,1,ridge,N1_vs_N0,302,1.174417555295634,1.0475872525402525,-0.214038356629639,171,0.028554973404765423,0.05710994680953085,False,không khác
E3,E2,1,ridge,N2_vs_N0,302,1.174417555295634,0.7206589400311094,-0.5044674113297583,286,3.2845857450582374e-42,2.62766859604659e-41,True,tốt hơn N0
E3,E2,1,svr,N1_vs_N0,302,0.6948053990382321,0.5690147540616226,-0.0250216306567202,203,4.8088393859258535e-12,1.442651815777756e-11,True,tốt hơn N0
E3,E2,1,svr,N2_vs_N0,302,0.6948053990382321,0.480221552538014,-0.17651362898853284,199,3.6606949710139173e-23,1.8303474855069587e-22,True,tốt hơn N0
E3,E2,1,xgb,N1_vs_N0,302,1.1110939670291575,7.385767844299891,3.5019996427411098,84,1.3553590773641101e-30,8.13215446418466e-30,True,tệ hơn N0
E3,E2,1,xgb,N2_vs_N0,302,1.1110939670291575,0.6352923471696896,-0.4342575763087405,299,3.3424108979752328e-50,3.3424108979752327e-49,True,tốt hơn N0
E3,E2,6,lr,N1_vs_N0,302,3.299266439710464,3.9309895766495044,0.7146765825705297,140,4.714455830954318e-10,1.885782332381727e-09,True,tệ hơn N0
E3,E2,6,lr,N2_vs_N0,302,3.299266439710464,0.5765317081011366,-2.9007713914645588,290,7.40265007760762e-39,5.247581117924136e-38,True,tốt hơn N0
E3,E2,6,rf,N1_vs_N0,302,1.022216417883349,1.528441877712209,-0.0012986721949460461,152,0.20160013528267917,0.40320027056535834,False,không khác
E3,E2,6,rf,N2_vs_N0,302,1.022216417883349,0.5332881682111197,-0.37745864702954557,236,1.309396409820034e-33,7.856378458920204e-33,True,tốt hơn N0
