nguon,dich,h,model,so_sanh,n_chuoi,mae_p50_N0,mae_p50_Nk,hieu_p50,n_tot_hon_N0,p,p_holm,co_y_nghia,ket_luan
E3,E2,6,ridge,N1_vs_N0,302,3.3020894806064227,3.928050038541858,0.7173977095745765,140,4.937339902350911e-10,1.885782332381727e-09,True,tệ hơn N0
E3,E2,6,ridge,N2_vs_N0,302,3.3020894806064227,0.5763764456234655,-2.903713112095529,290,6.55947639740517e-39,5.247581117924136e-38,True,tốt hơn N0
E3,E2,6,svr,N1_vs_N0,302,1.126064049895013,0.9248442202067766,-0.03588497829655256,173,0.8653693938517197,0.8653693938517197,False,không khác
E3,E2,6,svr,N2_vs_N0,302,1.126064049895013,0.5384775746618484,-0.44948548819013234,278,1.553389490934658e-45,1.3980505418411923e-44,True,tốt hơn N0
E3,E2,6,xgb,N1_vs_N0,302,3.5186195123721697,13.589344039414648,7.471151156570727,100,7.969701140869958e-25,3.984850570434979e-24,True,tệ hơn N0
E3,E2,6,xgb,N2_vs_N0,302,3.5186195123721697,0.6185897151737342,-2.2836715853784124,297,1.8452887298049016e-47,1.8452887298049017e-46,True,tốt hơn N0
E3,E2,12,lr,N1_vs_N0,302,4.246799238627366,6.772800140369494,2.557743924892356,127,1.0145048549356668e-14,2.0290097098713336e-14,True,tệ hơn N0
E3,E2,12,lr,N2_vs_N0,302,4.246799238627366,0.568649771739967,-3.786441936571965,289,2.4481883646510823e-48,2.203369528185974e-47,True,tốt hơn N0
E3,E2,12,rf,N1_vs_N0,302,1.3035710807244576,3.8821840906400578,0.7465373561338886,77,4.289439905530798e-22,1.2868319716592394e-21,True,tệ hơn N0
E3,E2,12,rf,N2_vs_N0,302,1.3035710807244576,0.4996475948383229,-0.5850376436306656,277,7.378463448481977e-42,4.427078069089186e-41,True,tốt hơn N0
E3,E2,12,ridge,N1_vs_N0,302,4.250981095453666,6.772159159223078,2.552773018635356,127,1.0519323416753248e-14,2.0290097098713336e-14,True,tệ hơn N0
E3,E2,12,ridge,N2_vs_N0,302,4.250981095453666,0.5686547618743776,-3.79087609718363,289,1.9983350877286824e-48,1.9983350877286825e-47,True,tốt hơn N0
E3,E2,12,svr,N1_vs_N0,302,1.2924254269369673,0.606948365053859,-0.47795824013819116,260,1.8388779527595187e-31,7.355511811038075e-31,True,tốt hơn N0
E3,E2,12,svr,N2_vs_N0,302,1.2924254269369673,0.5369797326512306,-0.605870992272806,284,1.1306959992167603e-42,7.914871994517322e-42,True,tốt hơn N0
E3,E2,12,xgb,N1_vs_N0,302,3.9661423195348737,30.82310684949561,21.142033002155575,52,5.1206063147686365e-40,2.5603031573843184e-39,True,tệ hơn N0
E3,E2,12,xgb,N2_vs_N0,302,3.9661423195348737,0.5935771606312009,-2.7925900274151756,289,3.1220984111785054e-47,2.4976787289428043e-46,True,tốt hơn N0
