nguon,dich,mode,lich,h,model,series_id,n_dong,mae,rmse,smape,mase,r2
E1,E1,N0,co,1,lr,E1_1,346,1.812878988621948,8.186181477692527,29.37853358029873,2.3655367960191898,0.541400521288526
E1,E1,N0,co,1,lr,E1_100,346,0.1640414543327983,0.2322849798257913,7.541759197045983,1.393448274169005,-2.3445529806456062
E1,E1,N0,co,1,lr,E1_1000,346,3.197942063390968,4.224754229045028,120.35856039486934,0.5828945871869896,0.0838357115246797
E1,E1,N0,co,1,lr,E1_1002,346,0.7193131036795738,0.8178862962339395,36.11583187003201,1.4052468693493596,-2.4341074590615293
E1,E1,N0,co,1,lr,E1_1005,346,2.0456791866611663,2.970523332749089,12.769849975027094,1.071753742243334,0.6404881426247049
E1,E1,N0,co,1,lr,E1_1006,346,1.4071337467521987,2.762156384791846,13.619137755893057,1.21078513340515,0.5175934686045895
E1,E1,N0,co,1,lr,E1_1007,346,0.5405247774342615,0.8828596717954608,2.882423907858781,1.683517536509231,0.6696856805607467
E1,E1,N0,co,1,lr,E1_1017,346,0.3735983446678335,0.4783897770633865,22.014005139181567,1.0227714964198709,0.4450631733678615
E1,E1,N0,co,1,lr,E1_102,346,0.2965412024651168,0.6951747126710034,18.49414647832848,1.391952024058408,-0.7023915927185582
E1,E1,N0,co,1,lr,E1_1025,346,0.4662439287967169,1.3897344447608446,22.526295041651423,0.8568827876532882,0.9262960442023568
E1,E1,N0,co,1,lr,E1_1036,346,1.4396718357013814,5.329356785931542,122.68216718304912,1.4213125327889995,0.2529753401526732
E1,E1,N0,co,1,lr,E1_1037,346,1.2204911796989923,4.380751389355124,159.1703653853093,1.322038559329306,0.5370206602686936
E1,E1,N0,co,1,lr,E1_104,346,0.2216790062601014,0.2528690698074267,10.294139422946856,1.131813476922744,-5.2636089384064615
E1,E1,N0,co,1,lr,E1_106,346,0.1089355639980662,0.1335078543998867,6.922362676591753,2.483129729053907,-7.593645818776816
E1,E1,N0,co,1,lr,E1_1063,346,0.2840605547578504,0.5266720060346148,23.529754175122104,1.0628708003022511,-0.5625605549646786
E1,E1,N0,co,1,lr,E1_107,346,0.1284557704231166,0.1632259581175385,9.332224050482242,1.7997213604938334,-3.3829876801088616
E1,E1,N0,co,1,lr,E1_1079,346,0.3004509309118139,0.4342391780513194,21.681928329339417,1.130198746183683,-0.1395872598233902
E1,E1,N0,co,1,lr,E1_108,346,0.105002486290679,0.128533651172188,9.191330446598451,3.6947725973269137,-4.780833577336618
E1,E1,N0,co,1,lr,E1_1081,346,0.4075050843086978,0.5284164951844271,17.674404368832143,1.1339473019170867,0.5664182955706831
E1,E1,N0,co,1,lr,E1_1087,346,0.5090180521836343,0.872008824844022,32.745311318889215,1.639288324323151,-0.6880861084961116
E1,E1,N0,co,1,lr,E1_109,346,0.1072199673079294,0.1340307094459036,9.671134497130948,2.654342947876672,-8.513523084516946
E1,E1,N0,co,1,lr,E1_1091,346,1.2918866231453414,2.2299307736840377,114.04801969100558,1.4877765414523825,0.6668553784673432
E1,E1,N0,co,1,lr,E1_11,346,0.8312610828644615,3.035804071278904,20.05219254752713,1.2091492688273968,0.4113758578835529
E1,E1,N0,co,1,lr,E1_110,346,0.5192478384305734,1.3774185106105403,19.90226848863976,0.7132552185978746,0.1926096396921135
E1,E1,N0,co,1,lr,E1_111,346,0.1030293986079204,0.1251668359142329,8.939894365656876,2.791540762282152,-3.961086068503163
E1,E1,N0,co,1,lr,E1_112,346,0.298856782393896,0.8155843445799821,3.757084969418054,0.8520721144932144,0.6179485400850906
E1,E1,N0,co,1,lr,E1_113,346,0.1307176860794508,0.2035458867638845,9.549302616685775,0.4568304681868301,0.5084760964969174
E1,E1,N0,co,1,lr,E1_114,346,0.6714595139594595,1.470951844897995,13.015171837977013,2.245069540694461,0.101830324927631
E1,E1,N0,co,1,lr,E1_115,346,0.3503508046865897,1.3920531741130353,12.773929173219214,1.2040672978547138,-0.4146894510208072
E1,E1,N0,co,1,lr,E1_116,346,0.1234609334147571,0.1508713678845172,8.496770241967829,1.5444486164600826,-1.196282399222892
E1,E1,N0,co,1,lr,E1_1160,346,0.7272159478697822,3.860428453275388,23.190092910318352,1.1719913649191405,-0.312395473799586
E1,E1,N0,co,1,lr,E1_1167,346,0.2115706269003464,0.2978553863644327,19.128537809029364,1.322453233069547,-0.0236256268822925
E1,E1,N0,co,1,lr,E1_117,346,0.4172346796329104,0.9716460268646236,9.378317337563503,4.629634568324536,-0.1860618752950564
E1,E1,N0,co,1,lr,E1_118,346,0.4098791601714949,0.7266291216073032,3.818334734023823,1.7688344270904246,0.9627976691039268
E1,E1,N0,co,1,lr,E1_1184,346,0.1728431355400797,0.2111224545308418,18.008382173772986,1.0885468778540597,-2.1407636299517416
E1,E1,N0,co,1,lr,E1_1188,346,0.3310593121293066,0.9894978135777932,22.556362152917373,0.4760799974770705,0.4062279055071115
E1,E1,N0,co,1,lr,E1_119,346,0.2432466710739973,0.4520803714390049,1.8274264697969969,1.273800725434236,0.843618878792718
E1,E1,N0,co,1,lr,E1_12,346,0.0993424447401592,0.1185266880866797,9.323022571899363,5.375646589898153,-40.2530079913459
E1,E1,N0,co,1,lr,E1_120,346,0.2813942342963463,0.5205673407784301,2.090566891395448,1.8081962912827816,0.8830358768729044
