env,lag,acf_p50,acf_p25,acf_p75,pacf_p50,bo_cap_pct
E2,194,-0.00135,-0.029122,0.048236,,0.673865
E2,195,-0.002052,-0.032905,0.046607,,0.674184
E2,196,0.000857,-0.030086,0.06437,,0.674504
E2,197,-0.00429,-0.032791,0.063403,,0.674824
E2,198,-0.002209,-0.029857,0.078372,,0.675144
E2,199,-0.005383,-0.033912,0.068888,,0.675465
E2,200,-0.001077,-0.028997,0.087359,,0.675786
E2,201,-0.000615,-0.031383,0.071328,,0.676108
E2,202,-0.002495,-0.029737,0.078267,,0.676429
E2,203,0.000445,-0.025966,0.078141,,0.676751
E2,204,0.019165,-0.015296,0.164238,,0.677073
E2,205,-0.000964,-0.023187,0.078343,,0.677396
E2,206,-0.005677,-0.029624,0.079831,,0.677719
E2,207,-0.004458,-0.02669,0.072514,,0.678042
E2,208,0.000166,-0.025207,0.092185,,0.678366
E2,209,-0.001314,-0.031575,0.074016,,0.678689
E2,210,0.001003,-0.025305,0.088053,,0.679014
E2,211,-8.7e-05,-0.0319,0.084714,,0.679338
E2,212,0.008918,-0.024015,0.094692,,0.679663
E2,213,0.002629,-0.030261,0.080827,,0.679988
E2,214,-0.001643,-0.033162,0.081225,,0.680313
E2,215,0.003233,-0.022864,0.08782,,0.680639
E2,216,0.030813,-0.008838,0.139536,,0.680965
E2,217,0.006581,-0.020488,0.076073,,0.681291
E2,218,0.002601,-0.028865,0.076123,,0.681618
E2,219,0.005228,-0.024883,0.072451,,0.681945
E2,220,0.000139,-0.022244,0.077771,,0.682272
E2,221,-0.001487,-0.027307,0.070285,,0.682599
E2,222,-0.000598,-0.02372,0.074862,,0.682927
E2,223,-0.001204,-0.029262,0.064397,,0.683255
E2,224,0.002859,-0.023702,0.070521,,0.683584
E2,225,-0.002378,-0.030002,0.062782,,0.683913
E2,226,-0.000947,-0.030203,0.065403,,0.684242
E2,227,0.003636,-0.026902,0.063524,,0.684571
E2,228,0.024643,-0.009845,0.125472,,0.684901
E2,229,0.006578,-0.021716,0.065278,,0.685231
E2,230,0.000373,-0.029594,0.058474,,0.685561
E2,231,-0.001669,-0.028522,0.047405,,0.685892
E2,232,0.008845,-0.027679,0.067044,,0.686223
E2,233,0.001572,-0.030874,0.058088,,0.686554
E2,234,0.00478,-0.02725,0.077221,,0.686886
E2,235,-0.000853,-0.035109,0.053415,,0.687218
E2,236,0.008428,-0.026831,0.074977,,0.68755
E2,237,0.002021,-0.030001,0.055921,,0.687883
E2,238,0.002368,-0.029075,0.060459,,0.688216
E2,239,0.006552,-0.022404,0.062492,,0.688549
E2,240,0.029446,-0.013152,0.127267,,0.688883
E2,241,0.009951,-0.021868,0.063339,,0.689217
E2,242,0.002383,-0.026471,0.051411,,0.689551
E2,243,-0.000138,-0.024058,0.048327,,0.689886
E2,244,0.004803,-0.020574,0.057824,,0.690221
E2,245,0.003832,-0.027758,0.055128,,0.690556
E2,246,0.007628,-0.020532,0.066258,,0.690891
E2,247,0.0074,-0.024643,0.066536,,0.691227
E2,248,0.01057,-0.020085,0.075376,,0.691563
E2,249,0.003842,-0.025613,0.070777,,0.6919
E2,250,0.004131,-0.023169,0.07835,,0.692237
E2,251,0.003151,-0.020517,0.083636,,0.692574
E2,252,0.037977,-0.008877,0.159216,,0.692911
E2,253,0.010013,-0.020635,0.088568,,0.693249
E2,254,0.002531,-0.024702,0.087096,,0.693587
E2,255,0.001133,-0.026539,0.076396,,0.693926
E2,256,0.004863,-0.022203,0.07393,,0.694265
E2,257,0.003895,-0.029541,0.083929,,0.694604
E2,258,0.011341,-0.024103,0.092893,,0.694943
E2,259,0.004044,-0.030211,0.078304,,0.695283
E2,260,0.008528,-0.025406,0.074978,,0.695623
E2,261,0.001717,-0.025495,0.077897,,0.695964
E2,262,0.003784,-0.025443,0.089714,,0.696305
E2,263,0.006452,-0.020215,0.094361,,0.696646
E2,264,0.03269,-0.005843,0.14681,,0.696987
E2,265,0.014931,-0.017055,0.084258,,0.697329
E2,266,0.008505,-0.020025,0.071393,,0.697671
E2,267,0.008934,-0.020056,0.070138,,0.698014
E2,268,0.010634,-0.01733,0.081355,,0.698357
E2,269,0.006024,-0.02452,0.05788,,0.6987
E2,270,0.009448,-0.019736,0.07057,,0.699043
E2,271,0.001716,-0.024006,0.058083,,0.699387
E2,272,0.007814,-0.017475,0.070575,,0.699731
E2,273,0.002072,-0.023647,0.061929,,0.700076
E2,274,0.006971,-0.022318,0.076757,,0.700421
E2,275,0.005717,-0.019417,0.081993,,0.700766
E2,276,0.033073,-0.008282,0.173198,,0.701112
E2,277,0.017283,-0.013307,0.093764,,0.701457
E2,278,0.008114,-0.021383,0.089729,,0.701804
E2,279,0.003173,-0.022514,0.073015,,0.70215
E2,280,0.019411,-0.019152,0.101755,,0.702497
E2,281,0.011364,-0.026207,0.084844,,0.702844
E2,282,0.011891,-0.023302,0.096714,,0.703192
E2,283,0.011258,-0.025491,0.10878,,0.70354
E2,284,0.038789,-0.015114,0.151309,,0.703888
E2,285,0.021196,-0.018056,0.121822,,0.704237
E2,286,0.030141,-0.016668,0.180879,,0.704586
E2,287,0.041797,-0.007523,0.189263,,0.704935
E2,288,0.127065,0.01256,0.460274,,0.705285
E2,289,0.074036,-0.000713,0.232794,,0.705635
E2,290,0.033347,-0.015946,0.140843,,0.705985
E2,291,0.023706,-0.020328,0.116997,,0.706336
E2,292,0.022056,-0.014913,0.151105,,0.706687
E2,293,0.008481,-0.026365,0.107466,,0.707038
E2,294,0.010828,-0.025591,0.090926,,0.70739
E2,295,0.007438,-0.028534,0.099074,,0.707742
E2,296,0.02123,-0.020796,0.105648,,0.708095
E2,297,0.010378,-0.027817,0.070321,,0.708448
E2,298,0.005589,-0.029616,0.085182,,0.708801
E2,299,0.01659,-0.021682,0.09038,,0.709154
E2,300,0.039137,-0.006523,0.16219,,0.709508
E3,0,1.0,1.0,1.0,,9.293598
E3,1,0.863362,0.850569,0.887692,0.863148,9.7601
E3,2,0.792253,0.774435,0.829355,0.186239,10.21811
E3,3,0.757456,0.737369,0.7958,0.157956,10.661246
E3,4,0.726747,0.704983,0.768528,0.092787,11.050725
E3,5,0.708471,0.683847,0.7485,0.084873,11.396871
E3,6,0.694403,0.670845,0.738184,0.080347,11.700326
E3,7,0.675299,0.651843,0.719213,0.033282,11.963396
E3,8,0.664227,0.638542,0.705216,0.050083,12.193285
E3,9,0.657662,0.631359,0.698048,0.056306,12.398002
E3,10,0.644139,0.618207,0.685103,0.021994,12.581713
E3,11,0.634403,0.603452,0.671435,0.025424,12.747632
E3,12,0.628672,0.599286,0.66469,0.046483,12.902307
E3,13,0.607692,0.579555,0.645262,-0.033003,13.043093
E3,14,0.584455,0.555386,0.624606,-0.022808,13.169534
E3,15,0.57118,0.543938,0.613785,0.01094,13.285383
E3,16,0.554761,0.5263,0.597691,-0.010706,13.391766
E3,17,0.547409,0.515417,0.588847,0.021595,13.487092
E3,18,0.54007,0.509456,0.580059,0.014161,13.571521
E3,19,0.523035,0.491784,0.567437,-0.019108,13.648731
E3,20,0.516661,0.486015,0.560604,0.025847,13.71915
E3,21,0.515883,0.484005,0.557142,0.033846,13.785937
E3,22,0.507924,0.475901,0.549518,0.001358,13.85023
E3,23,0.498746,0.467197,0.54503,0.009259,13.90921
E3,24,0.495199,0.465608,0.540656,0.02764,13.964542
E3,25,0.480152,0.449593,0.527067,-0.02799,14.017633
E3,26,0.458531,0.427244,0.504911,-0.036802,14.070241
E3,27,0.449618,0.418311,0.49522,0.003933,14.118133
E3,28,0.429006,0.397446,0.473838,-0.044726,14.164743
E3,29,0.421302,0.38955,0.465474,0.011929,14.208394
E3,30,0.413588,0.380278,0.45778,-0.01031,14.248639
E3,31,0.401552,0.368707,0.444277,-0.003279,14.284944
E3,32,0.391869,0.358039,0.434426,-0.005483,14.320486
E3,33,0.39278,0.358401,0.435027,0.031506,14.355263
E3,34,0.389668,0.355326,0.430446,0.013914,14.390779
E3,35,0.385464,0.351882,0.425799,0.013692,14.425883
E3,36,0.380509,0.346584,0.423111,0.011031,14.458805
E3,37,0.362697,0.328931,0.405684,-0.038835,14.49025
E3,38,0.342563,0.307347,0.38481,-0.033111,14.52323
E3,39,0.334776,0.301007,0.374993,0.001554,14.559075
E3,40,0.319295,0.287223,0.361468,-0.019007,14.595307
E3,41,0.307795,0.276246,0.350352,-0.005449,14.63095
E3,42,0.299593,0.266213,0.343011,-0.017414,14.665381
E3,43,0.281536,0.248981,0.322834,-0.038781,14.701264
E3,44,0.26998,0.235105,0.311072,-0.01128,14.736113
E3,45,0.265197,0.232757,0.309789,0.00765,14.772236
E3,46,0.259266,0.227681,0.300687,0.002396,14.804835
E3,47,0.258928,0.225622,0.298287,0.021566,14.836395
E3,48,0.257044,0.225636,0.296704,0.019695,14.866291
E3,49,0.246205,0.214642,0.282497,,14.894345
E3,50,0.23264,0.201638,0.264038,,14.921443
E3,51,0.221185,0.190729,0.252994,,14.949367
E3,52,0.206485,0.175512,0.238507,,14.978119
E3,53,0.197192,0.167561,0.227708,,15.007252
E3,54,0.188751,0.160796,0.21843,,15.036502
E3,55,0.181064,0.151358,0.208205,,15.068545
E3,56,0.16797,0.139257,0.194407,,15.100527
E3,57,0.1621,0.133175,0.187227,,15.130839
E3,58,0.151115,0.125418,0.177835,,15.157245
E3,59,0.143065,0.117888,0.171814,,15.185106
E3,60,0.139346,0.114667,0.166608,,15.212902
E3,61,0.124028,0.099359,0.150571,,15.240722
E3,62,0.115845,0.091025,0.140251,,15.268478
E3,63,0.105293,0.079278,0.1303,,15.296348
E3,64,0.092117,0.06573,0.116283,,15.318865
E3,65,0.079001,0.053935,0.103317,,15.334675
E3,66,0.073752,0.048158,0.098162,,15.334618
E3,67,0.061304,0.037812,0.086212,,15.329086
E3,68,0.045117,0.022524,0.07054,,15.323458
E3,69,0.036546,0.014735,0.062115,,15.316838
E3,70,0.032848,0.010296,0.058914,,15.309582
E3,71,0.026918,0.00374,0.052593,,15.301421
E3,72,0.02199,-0.000259,0.048879,,15.295231
E3,73,0.00087,-0.022333,0.028261,,15.288136
E3,74,-0.019979,-0.043237,0.005593,,15.280854
E3,75,-0.034318,-0.058462,-0.010078,,15.274647
E3,76,-0.053565,-0.076929,-0.027105,,15.266722
E3,77,-0.071362,-0.094909,-0.044416,,15.260684
E3,78,-0.088641,-0.112563,-0.060947,,15.257977
E3,79,-0.098932,-0.122152,-0.068862,,15.258246
E3,80,-0.105862,-0.126016,-0.074856,,15.254724
E3,81,-0.112264,-0.133441,-0.080519,,15.250747
E3,82,-0.120682,-0.142096,-0.088869,,15.245591
E3,83,-0.122614,-0.142593,-0.089112,,15.243866
E3,84,-0.119727,-0.141669,-0.087727,,15.241507
E3,85,-0.131439,-0.153902,-0.098914,,15.237064
E3,86,-0.141535,-0.165657,-0.1104,,15.233703
E3,87,-0.150021,-0.173941,-0.115628,,15.230158
E3,88,-0.161082,-0.187198,-0.126614,,15.225704
E3,89,-0.170464,-0.197124,-0.134892,,15.218526
E3,90,-0.175799,-0.203648,-0.141844,,15.212249
E3,91,-0.184739,-0.21186,-0.149779,,15.205603
E3,92,-0.188391,-0.215226,-0.152857,,15.200767
E3,93,-0.193564,-0.219898,-0.156013,,15.199287
E3,94,-0.203064,-0.229206,-0.162288,,15.197532
E3,95,-0.206464,-0.232865,-0.167496,,15.195504
E3,96,-0.208052,-0.235442,-0.167906,,15.191291
E3,97,-0.223092,-0.249763,-0.180834,,15.184162
E3,98,-0.235901,-0.263831,-0.19261,,15.174296
E3,99,-0.247492,-0.276039,-0.20171,,15.165697
E3,100,-0.259055,-0.290054,-0.210692,,15.161098
E3,101,-0.260525,-0.292111,-0.213881,,15.156678
E3,102,-0.263041,-0.29539,-0.216073,,15.153712
E3,103,-0.273406,-0.306501,-0.223115,,15.150014
E3,104,-0.277502,-0.310573,-0.227197,,15.145582
E3,105,-0.271943,-0.307099,-0.222008,,15.137585
E3,106,-0.272903,-0.308796,-0.219648,,15.12949
E3,107,-0.269066,-0.305383,-0.216264,,15.120747
E3,108,-0.270392,-0.309164,-0.218739,,15.112088
E3,109,-0.287158,-0.325222,-0.232164,,15.105799
E3,110,-0.293355,-0.332863,-0.237169,,15.097766
E3,111,-0.297838,-0.338089,-0.23996,,15.087253
E3,112,-0.307763,-0.34973,-0.248083,,15.076822
E3,113,-0.314914,-0.357511,-0.253795,,15.067848
E3,114,-0.320087,-0.360932,-0.259525,,15.060883
E3,115,-0.327171,-0.368886,-0.265599,,15.055838
E3,116,-0.326677,-0.371089,-0.266778,,15.050696
E3,117,-0.32276,-0.368477,-0.262205,,15.048029
E3,118,-0.32624,-0.372809,-0.264764,,15.042604
E3,119,-0.327054,-0.369017,-0.262995,,15.035612
E3,120,-0.326791,-0.37199,-0.260849,,15.027877
E3,121,-0.342977,-0.387236,-0.274053,,15.021515
E3,122,-0.352543,-0.398167,-0.280364,,15.014319
E3,123,-0.356108,-0.402266,-0.281475,,15.008406
E3,124,-0.362567,-0.410123,-0.287083,,15.001658
E3,125,-0.368229,-0.416438,-0.291012,,14.996747
E3,126,-0.363896,-0.413163,-0.28942,,14.991278
E3,127,-0.372665,-0.419661,-0.296668,,14.987834
E3,128,-0.373739,-0.42273,-0.297451,,14.986601
E3,129,-0.36793,-0.415774,-0.288787,,14.984997
E3,130,-0.377312,-0.423649,-0.297638,,14.982931
E3,131,-0.377196,-0.424362,-0.297386,,14.983357
E3,132,-0.375834,-0.420293,-0.291509,,14.985263
E3,133,-0.394621,-0.438659,-0.303872,,14.989299
E3,134,-0.403322,-0.446956,-0.312745,,14.994263
E3,135,-0.407613,-0.455584,-0.315518,,14.997658
E3,136,-0.412717,-0.462803,-0.320042,,14.999296
E3,137,-0.415445,-0.464983,-0.323026,,15.000102
E3,138,-0.414635,-0.464774,-0.322534,,15.000352
E3,139,-0.419118,-0.470707,-0.324765,,14.997635
E3,140,-0.419034,-0.469913,-0.324849,,14.998441
E3,141,-0.414114,-0.464552,-0.319638,,15.000919
E3,142,-0.414566,-0.464463,-0.316572,,15.00052
E3,143,-0.409717,-0.458358,-0.312604,,14.99724
E3,144,-0.404875,-0.451985,-0.305968,,14.990053
E3,145,-0.409485,-0.459129,-0.312915,,14.981557
E3,146,-0.408186,-0.459296,-0.313961,,14.969424
E3,147,-0.406798,-0.457285,-0.313103,,14.957372
E3,148,-0.412607,-0.46241,-0.318539,,14.949035
E3,149,-0.41309,-0.464436,-0.318968,,14.94097
E3,150,-0.407346,-0.459409,-0.314511,,14.933271
E3,151,-0.408943,-0.460321,-0.315822,,14.926217
E3,152,-0.408001,-0.458026,-0.317095,,14.919996
E3,153,-0.397827,-0.449066,-0.307596,,14.914516
E3,154,-0.395649,-0.447413,-0.302547,,14.910619
E3,155,-0.386767,-0.438021,-0.295724,,14.91055
E3,156,-0.372545,-0.424296,-0.280668,,14.911321
E3,157,-0.378105,-0.428215,-0.286385,,14.912094
E3,158,-0.376451,-0.430371,-0.289508,,14.913709
E3,159,-0.370663,-0.423871,-0.283122,,14.911675
E3,160,-0.377738,-0.433048,-0.290359,,14.913572
E3,161,-0.375889,-0.432334,-0.288157,,14.911442
E3,162,-0.364989,-0.424457,-0.279087,,14.912123
E3,163,-0.361374,-0.419867,-0.275752,,14.912523
E3,164,-0.357588,-0.417002,-0.270471,,14.913486
E3,165,-0.348299,-0.40583,-0.260613,,14.911258
E3,166,-0.339252,-0.397674,-0.251354,,14.909686
E3,167,-0.334177,-0.392102,-0.245037,,14.907548
E3,168,-0.324543,-0.378417,-0.229336,,14.906348
E3,169,-0.332084,-0.384037,-0.236288,,14.904207
E3,170,-0.333371,-0.387674,-0.237791,,14.899994
E3,171,-0.330117,-0.382566,-0.232389,,14.894458
E3,172,-0.333131,-0.384813,-0.236894,,14.889012
E3,173,-0.329104,-0.382916,-0.232621,,14.885257
E3,174,-0.318371,-0.373061,-0.221406,,14.881215
E3,175,-0.317693,-0.370785,-0.219904,,14.879528
E3,176,-0.309437,-0.361999,-0.211468,,14.876329
E3,177,-0.294005,-0.346114,-0.196903,,14.875392
E3,178,-0.285657,-0.339113,-0.192174,,14.876533
E3,179,-0.278968,-0.332221,-0.188962,,14.876541
E3,180,-0.267147,-0.318123,-0.174745,,14.875699
E3,181,-0.267929,-0.318447,-0.17007,,14.877314
E3,182,-0.27248,-0.319898,-0.169731,,14.876944
E3,183,-0.26902,-0.315326,-0.161805,,14.879509
E3,184,-0.268863,-0.3147,-0.161184,,14.883023
E3,185,-0.268307,-0.313343,-0.156297,,14.887298
E3,186,-0.258812,-0.302256,-0.1487,,14.891104
E3,187,-0.254223,-0.295782,-0.146498,,14.891593
E3,188,-0.247849,-0.288707,-0.141835,,14.891798
E3,189,-0.240959,-0.282203,-0.137423,,14.892478
E3,190,-0.236521,-0.27583,-0.131622,,14.889929
E3,191,-0.227639,-0.267653,-0.126589,,14.886807
E3,192,-0.220209,-0.258084,-0.124505,,14.882446
E3,193,-0.222993,-0.257349,-0.124554,,14.875228
E3,194,-0.23048,-0.262374,-0.126448,,14.867146
E3,195,-0.222591,-0.252224,-0.117122,,14.859152
E3,196,-0.21983,-0.249903,-0.117156,,14.84934
E3,197,-0.211747,-0.241562,-0.112768,,14.843808
E3,198,-0.20588,-0.233451,-0.108556,,14.841894
E3,199,-0.2011,-0.229036,-0.105469,,14.842267
E3,200,-0.192021,-0.221432,-0.102736,,14.840255
E3,201,-0.184004,-0.212772,-0.100627,,14.83614
E3,202,-0.178171,-0.205441,-0.09795,,14.832021
E3,203,-0.164544,-0.19065,-0.087257,,14.824648
E3,204,-0.150034,-0.176963,-0.073509,,14.816887
E3,205,-0.154752,-0.17992,-0.078629,,14.807587
E3,206,-0.149758,-0.175152,-0.078295,,14.800288
E3,207,-0.141306,-0.166856,-0.074862,,14.796142
E3,208,-0.126839,-0.153337,-0.067627,,14.791801
E3,209,-0.118013,-0.143397,-0.062273,,14.786401
E3,210,-0.108513,-0.132856,-0.054354,,14.781284
E3,211,-0.100121,-0.126798,-0.048623,,14.777888
E3,212,-0.083322,-0.110553,-0.038095,,14.77257
E3,213,-0.06175,-0.088205,-0.022932,,14.768015
E3,214,-0.050745,-0.077433,-0.014703,,14.766818
E3,215,-0.032903,-0.059866,-0.002343,,14.763698
E3,216,-0.013883,-0.041358,0.015036,,14.762883
E3,217,-0.009444,-0.036793,0.016435,,14.764569
E3,218,-0.004661,-0.031859,0.02194,,14.768277
E3,219,0.002758,-0.022488,0.026561,,14.773242
E3,220,0.007258,-0.015892,0.032788,,14.77744
E3,221,0.023227,-0.002466,0.047913,,14.780389
E3,222,0.040446,0.013964,0.064099,,14.784498
E3,223,0.046331,0.019487,0.07269,,14.784945
E3,224,0.052279,0.025661,0.076981,,14.78375
E3,225,0.063438,0.036932,0.08981,,14.781975
E3,226,0.073989,0.04572,0.10312,,14.780102
E3,227,0.083703,0.053112,0.112004,,14.779097
E3,228,0.092813,0.065587,0.122762,,14.778478
E3,229,0.088191,0.060576,0.115716,,14.774181
E3,230,0.093947,0.060952,0.120179,,14.771913
E3,231,0.101688,0.069131,0.128299,,14.769934
E3,232,0.109854,0.07597,0.135606,,14.769987
E3,233,0.119868,0.086022,0.14794,,14.772077
E3,234,0.132805,0.099197,0.162497,,14.775818
E3,235,0.141539,0.106442,0.173201,,14.778689
E3,236,0.150793,0.115995,0.185923,,14.780398
E3,237,0.164627,0.129305,0.200076,,14.784732
E3,238,0.173543,0.139185,0.211289,,14.789847
E3,239,0.187564,0.154464,0.225759,,14.796523
E3,240,0.199388,0.163521,0.237441,,14.801648
E3,241,0.195474,0.159273,0.232363,,14.805027
E3,242,0.200486,0.161435,0.238527,,14.806169
E3,243,0.213034,0.17077,0.251278,,14.805754
E3,244,0.220116,0.175483,0.261478,,14.804168
E3,245,0.233405,0.185994,0.273916,,14.800825
E3,246,0.246842,0.196558,0.285295,,14.796894
E3,247,0.258606,0.207885,0.29618,,14.794033
E3,248,0.269494,0.217701,0.305156,,14.790583
E3,249,0.284182,0.232197,0.321514,,14.790158
E3,250,0.295504,0.241412,0.335021,,14.790418
E3,251,0.305573,0.252159,0.347365,,14.790091
E3,252,0.317272,0.257997,0.358007,,14.788589
E3,253,0.319027,0.261861,0.36142,,14.785519
E3,254,0.326457,0.267351,0.367917,,14.779508
E3,255,0.334479,0.272208,0.37737,,14.773687
E3,256,0.339508,0.274109,0.381214,,14.771488
E3,257,0.350108,0.285905,0.39105,,14.770464
E3,258,0.355834,0.290924,0.398641,,14.768556
E3,259,0.359204,0.291469,0.403099,,14.767628
E3,260,0.362224,0.295652,0.406853,,14.768369
E3,261,0.370369,0.303307,0.415038,,14.771076
E3,262,0.376202,0.308114,0.422053,,14.768673
E3,263,0.393484,0.323616,0.439227,,14.763709
E3,264,0.406986,0.332949,0.453072,,14.759036
E3,265,0.402295,0.326323,0.449404,,14.752487
E3,266,0.402976,0.32762,0.454066,,14.746818
E3,267,0.413307,0.335035,0.460668,,14.74351
E3,268,0.404846,0.325738,0.453004,,14.739508
E3,269,0.4095,0.326558,0.456979,,14.734121
E3,270,0.425001,0.341005,0.471144,,14.73169
E3,271,0.42843,0.345417,0.473947,,14.729158
E3,272,0.436725,0.352247,0.481059,,14.727018
E3,273,0.451487,0.365291,0.496567,,14.725272
E3,274,0.464431,0.372286,0.507722,,14.71937
E3,275,0.479696,0.384268,0.525844,,14.711483
E3,276,0.498605,0.402142,0.543264,,14.702696
E3,277,0.489352,0.396599,0.536896,,14.6941
E3,278,0.48748,0.393482,0.536407,,14.688864
E3,279,0.498538,0.404873,0.545738,,14.681343
E3,280,0.50652,0.413859,0.556136,,14.673516
E3,281,0.520913,0.426773,0.568166,,14.668164
E3,282,0.532287,0.438278,0.577942,,14.666381
E3,283,0.538933,0.43965,0.585251,,14.663503
E3,284,0.546842,0.450711,0.593045,,14.659728
E3,285,0.559438,0.455274,0.603536,,14.656347
E3,286,0.564867,0.457381,0.60581,,14.652366
E3,287,0.578778,0.472297,0.619413,,14.64838
E3,288,0.59559,0.487574,0.636554,,14.645188
E3,289,0.576955,0.476222,0.616939,,14.638106
E3,290,0.562506,0.463109,0.602779,,14.630618
E3,291,0.556245,0.454444,0.595573,,14.623821
E3,292,0.544847,0.448319,0.58434,,14.616318
E3,293,0.541158,0.444502,0.580845,,14.607011
E3,294,0.538536,0.440526,0.578881,,14.599492
E3,295,0.51955,0.427484,0.55821,,14.592167
E3,296,0.510917,0.423847,0.548434,,14.585233
E3,297,0.508829,0.423038,0.548032,,14.578693
E3,298,0.500859,0.417375,0.541471,,14.57465
E3,299,0.492615,0.412162,0.534354,,14.569901
E3,300,0.499147,0.417318,0.540374,,14.566349
