env,h,model,tang,metric,p25,p50,p75,iqr,n_chuoi,n_loai,cv_p50,ti_le_cham_chan_p50
E1,1,xgb,cao,rmse,2.889066320941536,7.048977494011927,11.072043001346104,8.182976680404568,245,0,1.266228,0.694067
E1,1,xgb,cao,smape,17.925345499531844,28.409860972421125,40.52400455349135,22.59865905395951,245,0,1.266228,0.694067
E1,1,xgb,cao,mase,0.7989364121049132,1.0304102335936804,1.4814013306114016,0.6824649185064884,245,0,1.266228,0.694067
E1,1,xgb,cao,r2,0.356898752653018,0.7286655298367566,0.9330607814623462,0.5761620288093281,242,3,1.266228,0.694067
E1,1,svr,thap,mae,0.0722288284146286,0.0855505754252242,0.1575642153849008,0.08533538697027221,245,0,0.130146,0.019106
E1,1,svr,thap,rmse,0.112348965889713,0.1402347750152075,0.3003606431115662,0.1880116772218532,245,0,0.130146,0.019106
E1,1,svr,thap,smape,3.9883940571874783,4.765813097564642,6.405553609533397,2.417159552345919,245,0,0.130146,0.019106
E1,1,svr,thap,mase,0.8178079406388603,0.9780572096816024,1.2258013975758084,0.4079934569369481,245,0,0.130146,0.019106
E1,1,svr,thap,r2,-0.1296205680467936,0.0673880017319914,0.3027330181909777,0.4323535862377713,245,0,0.130146,0.019106
E1,1,svr,vua,mae,0.2199136576861699,0.3891748693141207,3.73504796529932,3.51513430761315,245,0,0.497391,0.085579
E1,1,svr,vua,rmse,0.4944017309954792,1.147668919219487,6.689621273925762,6.195219542930283,245,0,0.497391,0.085579
E1,1,svr,vua,smape,8.926125939259228,12.86014494333029,23.45543754224885,14.52931160298962,245,0,0.497391,0.085579
E1,1,svr,vua,mase,0.8391324231441163,1.1587022842983272,1.450908903624503,0.6117764804803868,245,0,0.497391,0.085579
E1,1,svr,vua,r2,-0.1626668379536949,0.1546030106566106,0.7095522148956797,0.8722190528493745,243,2,0.497391,0.085579
E1,1,svr,cao,mae,0.9035909841004856,2.828021833285128,4.338887720362507,3.4352967362620217,245,0,1.266228,0.694067
E1,1,svr,cao,rmse,3.0362114053071343,7.390187021506673,10.34620491233567,7.309993507028536,245,0,1.266228,0.694067
E1,1,svr,cao,smape,15.19189431124307,20.57073583546455,38.31292217570503,23.121027864461965,245,0,1.266228,0.694067
E1,1,svr,cao,mase,0.7551833353238788,1.0367230869901487,1.4191331309232362,0.6639497955993574,245,0,1.266228,0.694067
E1,1,svr,cao,r2,0.3251466586499652,0.7198412817132391,0.9435186983117068,0.6183720396617416,242,3,1.266228,0.694067
E1,6,naive,thap,mae,0.0661779081133919,0.089980449657869,0.1652003910068425,0.0990224828934506,245,0,0.130146,0.019106
E1,6,naive,thap,rmse,0.1460905774727713,0.1807266026908309,0.3837063993996951,0.2376158219269238,245,0,0.130146,0.019106
E1,6,naive,thap,smape,3.5613184137347416,4.51611185163863,6.513816846617372,2.9524984328826305,245,0,0.130146,0.019106
E1,6,naive,thap,mase,0.86394094652748,0.997996102452608,1.2052647378022028,0.3413237912747228,245,0,0.130146,0.019106
E1,6,naive,thap,r2,-0.8158383272537768,-0.5112907993093256,-0.1990615723022999,0.6167767549514769,245,0,0.130146,0.019106
E1,6,naive,vua,mae,0.260913280268119,0.4972070939812876,6.056612204999302,5.795698924731183,245,0,0.497391,0.085579
