env,h,model_a,model_b,n_chuoi,mae_p50_a,mae_p50_b,delta_p50,hieu_p50,n_a_thap_hon,thong_ke,p,p_holm,co_y_nghia,tot_hon
E1,12,ma6,rf,735,0.4558156188753204,0.5938777786502205,-0.1380621597749001,-0.031143275298763012,512,100710.0,2.013510655700226e-09,1.0067553278501129e-08,True,ma6
E1,12,ma6,xgb,735,0.4558156188753204,0.6390367810168669,-0.1832211621415465,-0.0812427164507941,557,90482.0,7.666268841993841e-15,4.599761305196305e-14,True,ma6
E1,12,ma6,svr,735,0.4558156188753204,0.4103335782668061,0.045482040608514296,0.03987692780347091,165,45859.0,2.443088419607244e-54,3.9089414713715903e-53,True,svr
E1,12,seasonal,lr,735,0.5817812722103767,1.0489235994031263,-0.4671423271927496,-0.39534887345021896,469,128661.0,0.2532239666850926,0.5064479333701852,False,không kết luận
E1,12,seasonal,ridge,735,0.5817812722103767,1.0489916305433542,-0.4672103583329775,-0.39539076395041584,469,128665.0,0.2535126480992348,0.5064479333701852,False,không kết luận
E1,12,seasonal,rf,735,0.5817812722103767,0.5938777786502205,-0.012096506439843835,0.0610244813351426,267,72045.0,5.04778175889487e-28,5.0477817588948705e-27,True,rf
E1,12,seasonal,xgb,735,0.5817812722103767,0.6390367810168669,-0.05725550880649022,0.026291158253534896,333,87794.0,1.7250853540467961e-16,1.380068283237437e-15,True,xgb
E1,12,seasonal,svr,735,0.5817812722103767,0.4103335782668061,0.17144769394357057,0.1365807898713693,138,30456.0,5.401930122839613e-74,9.723474221111303e-73,True,svr
E1,12,lr,ridge,735,1.0489235994031263,1.0489916305433542,-6.803114022790879e-05,-3.132891299117979e-05,558,101559.0,4.937342247773711e-09,1.9749368991094844e-08,True,lr
E1,12,lr,rf,735,1.0489235994031263,0.5938777786502205,0.4550458207529058,0.5276850377303346,88,25300.0,2.8912459177598264e-81,5.782491835519653e-80,True,rf
E1,12,lr,xgb,735,1.0489235994031263,0.6390367810168669,0.4098868183862594,0.4832619357939383,82,24952.0,9.073902732082047e-82,1.9962586010580506e-80,True,xgb
E1,12,lr,svr,735,1.0489235994031263,0.4103335782668061,0.6385900211363202,0.5911493076690092,29,5301.0,9.335413373847102e-113,2.6139157446771887e-111,True,svr
E1,12,ridge,rf,735,1.0489916305433542,0.5938777786502205,0.4551138518931337,0.5277443705067602,88,25313.0,3.0189469210088508e-81,5.782491835519653e-80,True,rf
E1,12,ridge,xgb,735,1.0489916305433542,0.6390367810168669,0.4099548495264873,0.4832855869169852,82,24956.0,9.195769145360611e-82,1.9962586010580506e-80,True,xgb
E1,12,ridge,svr,735,1.0489916305433542,0.4103335782668061,0.6386580522765481,0.5911807390664046,29,5304.0,9.446032930841237e-113,2.6139157446771887e-111,True,svr
E1,12,rf,xgb,735,0.5938777786502205,0.6390367810168669,-0.045159002366646384,-0.04234967137421497,534,87952.0,2.168939379365488e-16,1.5182575655558416e-15,True,rf
E1,12,rf,svr,735,0.5938777786502205,0.4103335782668061,0.1835442003834144,0.08703316295967939,125,55808.0,2.7429805588734173e-43,3.2915766706481004e-42,True,svr
E1,12,xgb,svr,735,0.6390367810168669,0.4103335782668061,0.22870320275006079,0.1277890295634264,102,47327.0,1.2578078754120313e-52,1.760931025576844e-51,True,svr
E2,1,naive,ma6,302,0.4140311037709882,0.4099831406551059,0.0040479631158822915,-0.013553995779429347,172,13116.0,1.305663575722733e-10,1.1750972181504597e-09,True,naive
E2,1,naive,seasonal,302,0.4140311037709882,0.5996881881365262,-0.18565708436553807,-0.17283236994219658,266,2269.0,9.58188874680521e-42,2.3954721867013022e-40,True,naive
E2,1,naive,lr,302,0.4140311037709882,0.5107474132441241,-0.09671630947313592,-0.10218183796580543,290,2302.0,8.291071232099077e-42,2.238589232666751e-40,True,naive
E2,1,naive,ridge,302,0.4140311037709882,0.5107622627249901,-0.09673115895400197,-0.10226952156630278,290,2302.0,8.291071232099077e-42,2.238589232666751e-40,True,naive
E2,1,naive,rf,302,0.4140311037709882,0.3911268968668533,0.02290420690413486,0.0010103342669495977,147,22234.0,0.6722697398228943,1.0,False,không kết luận
E2,1,naive,xgb,302,0.4140311037709882,0.4105843619443219,0.0034467418266662664,-0.004125635701774058,163,21564.0,0.3874909311380529,1.0,False,không kết luận
E2,1,naive,svr,302,0.4140311037709882,0.36428304562181557,0.0497480581491726,0.0051000176212928905,130,22383.0,0.7452337711952711,1.0,False,không kết luận
E2,1,ma6,seasonal,302,0.4099831406551059,0.5996881881365262,-0.18970504748142036,-0.15117722174261183,258,5440.0,1.652378509113213e-30,2.9742813164037833e-29,True,ma6
E2,1,ma6,lr,302,0.4099831406551059,0.5107474132441241,-0.10076427258901821,-0.0663401505281886,196,22208.0,0.6598256422308928,1.0,False,không kết luận
E2,1,ma6,ridge,302,0.4099831406551059,0.5107622627249901,-0.10077912206988426,-0.06640874134836876,196,22209.0,0.6603025528463111,1.0,False,không kết luận
E2,1,ma6,rf,302,0.4099831406551059,0.3911268968668533,0.01885624378825257,0.0172354032694097,108,10052.0,3.068958244805826e-17,4.2965415427281567e-16,True,rf
E2,1,ma6,xgb,302,0.4099831406551059,0.4105843619443219,-0.0006012212892160251,0.01336206209988805,125,12180.0,1.884258231306793e-12,1.884258231306793e-11,True,xgb
E2,1,ma6,svr,302,0.4099831406551059,0.36428304562181557,0.04570009503329031,0.050188960269975505,61,5693.0,1.1191707149784264e-29,1.902590215463325e-28,True,svr
E2,1,seasonal,lr,302,0.5996881881365262,0.5107474132441241,0.08894077489240215,0.06407080012971694,120,11945.0,6.131735958752052e-13,7.358083150502462e-12,True,lr
E2,1,seasonal,ridge,302,0.5996881881365262,0.5107622627249901,0.0889259254115361,0.06400902077674608,120,11946.0,6.161405560891662e-13,7.358083150502462e-12,True,ridge
E2,1,seasonal,rf,302,0.5996881881365262,0.3911268968668533,0.20856129126967293,0.21804351066948452,40,2791.0,6.3189713490751264e-40,1.390173696796528e-38,True,rf
E2,1,seasonal,xgb,302,0.5996881881365262,0.4105843619443219,0.18910382619220434,0.2151892965912262,44,2868.0,1.2385666328152787e-39,2.6009899289120853e-38,True,xgb
E2,1,seasonal,svr,302,0.5996881881365262,0.36428304562181557,0.23540514251471067,0.2322357478006902,36,2139.0,1.911235716083237e-42,5.351460005033064e-41,True,svr
E2,1,lr,ridge,302,0.5107474132441241,0.5107622627249901,-1.4849480866052645e-05,-6.621007974463855e-05,237,10096.0,3.930980941288485e-17,5.11027522367503e-16,True,lr
E2,1,lr,rf,302,0.5107474132441241,0.3911268968668533,0.11962051637727078,0.097097353655197,25,2442.0,2.8974073199881395e-41,6.770410738758946e-40,True,rf
E2,1,lr,xgb,302,0.5107474132441241,0.4105843619443219,0.10016305129980219,0.09294433073501365,28,3487.0,2.5244342164161466e-37,5.00635091266334e-36,True,xgb
E2,1,lr,svr,302,0.5107474132441241,0.36428304562181557,0.14646436762230852,0.10612110747742105,48,9780.0,6.522235404483441e-18,1.037572143833297e-16,True,svr
E2,1,ridge,rf,302,0.5107622627249901,0.3911268968668533,0.11963536585813683,0.09719799523656145,25,2439.0,2.821004474482894e-41,6.770410738758946e-40,True,rf
E2,1,ridge,xgb,302,0.5107622627249901,0.4105843619443219,0.10017790078066824,0.09303988903933175,29,3486.0,2.50317545633167e-37,5.00635091266334e-36,True,xgb
E2,1,ridge,svr,302,0.5107622627249901,0.36428304562181557,0.14647921710317457,0.10623466638446137,48,9779.0,6.484825898958106e-18,1.037572143833297e-16,True,svr
E2,1,rf,xgb,302,0.3911268968668533,0.4105843619443219,-0.019457465077468594,-0.00486463125016854,180,15945.0,5.0226451019119165e-06,4.018116081529533e-05,True,rf
E2,1,rf,svr,302,0.3911268968668533,0.36428304562181557,0.026843851245037742,0.009075069232473157,120,21414.0,0.3355778624657326,1.0,False,không kết luận
E2,1,xgb,svr,302,0.4105843619443219,0.36428304562181557,0.046301316322506336,0.0149502859746138,109,21609.0,0.40397247243146206,1.0,False,không kết luận
E2,6,naive,ma6,302,0.48079877112135183,0.4466136014523111,0.03418516966904073,0.01260793418051485,110,21225.0,0.2768684804561201,0.37040759974119153,False,không kết luận
E2,6,naive,seasonal,302,0.48079877112135183,0.7206605222734255,-0.23986175115207364,-0.1084005376344086,243,4986.0,4.980723989694395e-32,9.463375580419351e-31,True,naive
E2,6,naive,lr,302,0.48079877112135183,0.9005310685653591,-0.4197322974440073,-0.547202736797687,285,2813.0,7.660660721870374e-40,1.9917717876862972e-38,True,naive
E2,6,naive,ridge,302,0.48079877112135183,0.9005599465787686,-0.41976117545741676,-0.5472538905176365,285,2813.0,7.660660721870374e-40,1.9917717876862972e-38,True,naive
E2,6,naive,rf,302,0.48079877112135183,0.5208661353704407,-0.040067364249088855,-0.015233888615571595,173,18864.0,0.008243970090330333,0.04121985045165166,True,naive
E2,6,naive,xgb,302,0.48079877112135183,0.5464341055229878,-0.06563533440163594,-0.0338165595434578,197,15368.0,7.663471777230013e-07,6.13077742178401e-06,True,naive
E2,6,naive,svr,302,0.48079877112135183,0.37334526422241116,0.10745350689894068,0.034743271600797654,96,16714.0,4.9597739633570325e-05,0.0002975864378014219,True,svr
E2,6,ma6,seasonal,302,0.4466136014523111,0.7206605222734255,-0.27404692082111437,-0.12164680993493304,257,5162.0,1.9562920495958587e-31,3.521325689272545e-30,True,ma6
E2,6,ma6,lr,302,0.4466136014523111,0.9005310685653591,-0.45391746711304803,-0.5552988639519556,278,4240.0,1.3020692040835202e-34,2.9947591693920962e-33,True,ma6
E2,6,ma6,ridge,302,0.4466136014523111,0.9005599465787686,-0.4539463451264575,-0.555322722590059,278,4240.0,1.3020692040835202e-34,2.9947591693920962e-33,True,ma6
E2,6,ma6,rf,302,0.4466136014523111,0.5208661353704407,-0.07425253391812958,-0.024047768805166528,210,15619.0,1.7662127237294686e-06,1.236348906610628e-05,True,ma6
E2,6,ma6,xgb,302,0.4466136014523111,0.5464341055229878,-0.09982050407067666,-0.041773158615096825,235,12724.0,2.315386852652251e-11,2.315386852652251e-10,True,ma6
E2,6,ma6,svr,302,0.4466136014523111,0.37334526422241116,0.07326833722989995,0.03306731854531636,105,12102.0,1.3015034949515409e-12,1.4316538444466949e-11,True,svr
E2,6,seasonal,lr,302,0.7206605222734255,0.9005310685653591,-0.17987054629193366,-0.3186376743519078,201,20537.0,0.12346919991373051,0.37040759974119153,False,không kết luận
E2,6,seasonal,ridge,302,0.7206605222734255,0.9005599465787686,-0.17989942430534311,-0.3186526178131721,201,20537.0,0.12346919991373051,0.37040759974119153,False,không kết luận
E2,6,seasonal,rf,302,0.7206605222734255,0.5208661353704407,0.1997943869029848,0.14195101020007445,84,8592.0,5.192967911310491e-21,7.789451866965737e-20,True,rf
E2,6,seasonal,xgb,302,0.7206605222734255,0.5464341055229878,0.1742264167504377,0.1165054239847693,91,9743.0,5.2703703973611765e-18,6.851481516569529e-17,True,xgb
E2,6,seasonal,svr,302,0.7206605222734255,0.37334526422241116,0.3473152580510143,0.19739142853233427,41,3061.0,6.616398882407765e-39,1.5879357317778634e-37,True,svr
E2,6,lr,ridge,302,0.9005310685653591,0.9005599465787686,-2.8878013409450176e-05,-2.588344808901466e-05,193,19165.0,0.01453643849982267,0.05814575399929068,False,không kết luận
E2,6,lr,rf,302,0.9005310685653591,0.5208661353704407,0.37966493319491845,0.49952110795494326,32,4808.0,1.231711215326698e-32,2.5865935521860656e-31,True,rf
E2,6,lr,xgb,302,0.9005310685653591,0.5464341055229878,0.35409696304237137,0.48532977844146935,41,7123.0,3.310242270505116e-25,5.6274118598586974e-24,True,xgb
E2,6,lr,svr,302,0.9005310685653591,0.37334526422241116,0.527185804342948,0.5782703988347954,8,339.0,8.179140313910805e-50,2.2901592878950256e-48,True,svr
E2,6,ridge,rf,302,0.9005599465787686,0.5208661353704407,0.3796938112083279,0.49957654901426835,32,4808.0,1.231711215326698e-32,2.5865935521860656e-31,True,rf
E2,6,ridge,xgb,302,0.9005599465787686,0.5464341055229878,0.3541258410557808,0.4853786941031441,41,7126.0,3.379388352599184e-25,5.6274118598586974e-24,True,xgb
E2,6,ridge,svr,302,0.9005599465787686,0.37334526422241116,0.5272146823563575,0.5782506261737483,8,339.0,8.179140313910805e-50,2.2901592878950256e-48,True,svr
E2,6,rf,xgb,302,0.5208661353704407,0.5464341055229878,-0.02556797015254708,-0.015761578549861592,208,13488.0,6.34639618162691e-10,5.7117565634642185e-09,True,rf
E2,6,rf,svr,302,0.5208661353704407,0.37334526422241116,0.14752087114802953,0.05446747910388264,66,11174.0,1.3067698343884442e-14,1.568123801266133e-13,True,svr
E2,6,xgb,svr,302,0.5464341055229878,0.37334526422241116,0.1730888413005766,0.06911409594894455,47,8848.0,2.543405827375269e-20,3.5607681583253763e-19,True,svr
E2,12,naive,ma6,302,0.46491826581378815,0.46329212454212454,0.001626141271663606,-0.023021795782989796,198,13821.0,2.4867522484481536e-09,2.4867522484481536e-08,True,naive
E2,12,naive,seasonal,302,0.46491826581378815,0.6644314143567873,-0.19951314854299917,-0.07326581378820174,229,7771.0,2.6314072316756246e-23,4.473392293848562e-22,True,naive
E2,12,naive,lr,302,0.46491826581378815,1.1959112097612068,-0.7309929439474186,-0.8546450938988681,274,2756.0,4.6497334108857815e-40,1.3019253550480188e-38,True,naive
E2,12,naive,ridge,302,0.46491826581378815,1.1958359114803485,-0.7309176456665604,-0.8545813863194404,274,2757.0,4.690698020919346e-40,1.3019253550480188e-38,True,naive
E2,12,naive,rf,302,0.46491826581378815,0.5904490725716234,-0.12553080675783523,-0.057386760163982434,224,13425.0,4.875553529199656e-10,5.363108882119622e-09,True,naive
E2,12,naive,xgb,302,0.46491826581378815,0.7063360412835058,-0.24141777546971765,-0.08130216121673589,231,11202.0,1.509471612378002e-14,1.9623130960914026e-13,True,naive
E2,12,naive,svr,302,0.46491826581378815,0.39498739732333443,0.06993086849045371,0.01992738750514675,133,19083.0,0.012499592327603268,0.012499592327603268,True,svr
E2,12,ma6,seasonal,302,0.46329212454212454,0.6644314143567873,-0.20113928981466278,-0.09734956171523337,209,10319.0,1.3609736585229589e-16,2.041460487784438e-15,True,ma6
E2,12,ma6,lr,302,0.46329212454212454,1.1959112097612068,-0.7326190852190823,-0.8098051550534631,267,5677.0,9.924549201612913e-30,2.3640619100309167e-28,True,ma6
E2,12,ma6,ridge,302,0.46329212454212454,1.1958359114803485,-0.732543786938224,-0.8097526581291338,267,5676.0,9.850257958462154e-30,2.3640619100309167e-28,True,ma6
E2,12,ma6,rf,302,0.46329212454212454,0.5904490725716234,-0.12715694802949884,-0.03414496540394464,213,15888.0,4.197219250777893e-06,2.0986096253889464e-05,True,ma6
E2,12,ma6,xgb,302,0.46329212454212454,0.7063360412835058,-0.24304391674138126,-0.0595991860800687,228,14215.0,1.177815398783618e-08,1.0600338589052562e-07,True,ma6
E2,12,ma6,svr,302,0.46329212454212454,0.39498739732333443,0.0683047272187901,0.03836692524632765,74,11205.0,1.5329438322221236e-14,1.9623130960914026e-13,True,svr
E2,12,seasonal,lr,302,0.6644314143567873,1.1959112097612068,-0.5314797954044195,-0.6253195869357582,220,17056.0,0.00012693284083023363,0.0005077313633209345,True,seasonal
E2,12,seasonal,ridge,302,0.6644314143567873,1.1958359114803485,-0.5314044971235612,-0.6253052633168836,220,17056.0,0.00012693284083023363,0.0005077313633209345,True,seasonal
E2,12,seasonal,rf,302,0.6644314143567873,0.5904490725716234,0.07398234178516394,0.059558108800694495,128,15477.0,1.1048519559586902e-06,8.838815647669522e-06,True,rf
E2,12,seasonal,xgb,302,0.6644314143567873,0.7063360412835058,-0.04190462692671848,0.02005011148549598,140,17266.0,0.00022069600636794774,0.0005077313633209345,True,xgb
E2,12,seasonal,svr,302,0.6644314143567873,0.39498739732333443,0.2694440170334529,0.13052110740528103,73,6865.0,5.513664329015409e-26,1.1027328658030817e-24,True,svr
E2,12,lr,ridge,302,1.1959112097612068,1.1958359114803485,7.52982808582825e-05,5.642264636596117e-05,86,15800.0,3.172702268480421e-06,1.9036213610882524e-05,True,ridge
