env,h,model,split,metric,p25,p50,p75,iqr,n_chuoi,n_loai,n_dong_dung,n_dong_test
E2,12,naive,test,mae,0.1514153135421792,0.4649182658137881,3.6815778251599145,3.530162511617735,302,0,101170,101170
E2,12,naive,test,rmse,0.3570362657796322,1.3867216185280946,10.209596025791653,9.85255976001202,302,0,101170,101170
E2,12,naive,test,smape,5.216072626749324,12.704738274578316,31.943407258534613,26.72733463178529,302,0,101170,101170
E2,12,naive,test,mase,0.7595636446503289,1.4399804305765174,3.1728939575492205,2.413330312898892,302,0,101170,101170
E2,12,naive,test,r2,-0.951576306542724,-0.6168209223160894,-0.0684045728768881,0.8831717336658358,302,0,101170,101170
E2,12,ma6,test,mae,0.1651365197820421,0.4632921245421245,3.798718313195925,3.633581793413883,302,0,101170,101170
E2,12,ma6,test,rmse,0.2969308585650491,1.1148629896239068,10.037563421214678,9.740632562649628,302,0,101170,101170
E2,12,ma6,test,smape,6.497973271285784,15.344176068900492,38.22842538369924,31.730452112413456,302,0,101170,101170
E2,12,ma6,test,mase,0.841735849432535,1.368815529483027,3.197542629579294,2.355806780146759,302,0,101170,101170
E2,12,ma6,test,r2,-0.3587782642985221,-0.1876846201847666,-0.0491645369034824,0.3096137273950397,302,0,101170,101170
E2,12,seasonal,test,mae,0.2217700660657749,0.6644314143567873,4.32600302061123,4.104232954545455,302,0,101170,101170
E2,12,seasonal,test,rmse,0.4377587097856494,1.5367172080573206,10.061076827298129,9.62331811751248,302,0,101170,101170
E2,12,seasonal,test,smape,8.760920030443096,19.570210254956773,47.3985457716018,38.6376257411587,302,0,101170,101170
E2,12,seasonal,test,mase,0.9817993200377956,1.940666902752136,4.524870848324969,3.543071528287174,302,0,101170,101170
E2,12,seasonal,test,r2,-1.483669523618236,-0.94219188446899,-0.2670308259445879,1.216638697673648,302,0,101170,101170
E2,12,lr,test,mae,0.9506657453488184,1.1959112097612068,4.642704049258175,3.692038303909356,302,0,101170,101170
E2,12,lr,test,rmse,1.0165961132376602,1.592318295045766,8.92085811926828,7.90426200603062,302,0,101170,101170
E2,12,lr,test,smape,36.64157470541991,49.49355840922127,69.6765991525499,33.035024447129985,302,0,101170,101170
E2,12,lr,test,mase,2.949198580341636,5.125797207861359,10.012800685241874,7.063602104900239,302,0,101170,101170
E2,12,lr,test,r2,-12.30625659397645,-1.2334929085964812,-0.2532497450928786,12.053006848883571,302,0,101170,101170
E2,12,ridge,test,mae,0.9505853114605968,1.1958359114803483,4.642799347299333,3.6922140358387368,302,0,101170,101170
E2,12,ridge,test,rmse,1.0165148173038618,1.5923250702596317,8.920814761648629,7.904299944344767,302,0,101170,101170
E2,12,ridge,test,smape,36.63922135804948,49.49150931637072,69.67403780988776,33.03481645183828,302,0,101170,101170
E2,12,ridge,test,mase,2.949096852350247,5.126381750204322,10.012638779022126,7.063541926671879,302,0,101170,101170
E2,12,ridge,test,r2,-12.304844108052528,-1.2335694531803674,-0.2532493612351951,12.051594746817331,302,0,101170,101170
E2,12,xgb,test,mae,0.2313991866759061,0.7063360412835058,3.645896042894252,3.414496856218346,302,0,101170,101170
E2,12,xgb,test,rmse,0.3657917332720553,1.366705633487176,8.260436777760702,7.894645044488647,302,0,101170,101170
