env,h,model,so_sanh,n_chuoi,hieu_p50,p,p_holm,co_y_nghia,ket_luan
E3,1,lr,N1_vs_N0,497,-0.01912971439320721,0.9709884140010624,1.0,False,không khác
E3,1,lr,N2_vs_N0,497,-0.01938135108667627,8.733318181494855e-23,6.113322727046398e-22,True,Nk tốt hơn N0
E3,1,rf,N1_vs_N0,497,-0.02667166552655509,7.315305444369196e-11,4.3891832666215177e-10,True,Nk tốt hơn N0
E3,1,rf,N2_vs_N0,497,-0.06629884300112332,4.0593150261366075e-31,3.653383523522947e-30,True,Nk tốt hơn N0
E3,1,ridge,N1_vs_N0,497,-0.019456109645427766,0.9804490679553669,1.0,False,không khác
E3,1,ridge,N2_vs_N0,497,-0.019643521232501904,4.448214886787543e-23,3.5585719094300343e-22,True,Nk tốt hơn N0
E3,1,svr,N1_vs_N0,497,0.4898577543398779,7.314703842765096e-66,7.314703842765096e-65,True,Nk tệ hơn N0
E3,1,svr,N2_vs_N0,497,0.036079194470117315,0.19038962624603217,0.5711688787380965,False,không khác
E3,1,xgb,N1_vs_N0,497,0.003140115027244761,0.055525796620036726,0.2221031864801469,False,không khác
E3,1,xgb,N2_vs_N0,497,0.0240454638672567,0.0031307331444935175,0.015653665722467586,True,Nk tệ hơn N0
E3,6,lr,N1_vs_N0,497,-0.053973066398107505,0.7062077914349958,1.0,False,không khác
E3,6,lr,N2_vs_N0,497,0.04220456564006536,0.07322447846168102,0.5125713492317672,False,không khác
E3,6,rf,N1_vs_N0,497,0.14881365843956118,1.438003800246904e-23,1.438003800246904e-22,True,Nk tệ hơn N0
E3,6,rf,N2_vs_N0,497,0.473566823262896,0.004471324547971798,0.04024192093174618,True,Nk tệ hơn N0
E3,6,ridge,N1_vs_N0,497,-0.054142266030809516,0.7048162902703206,1.0,False,không khác
E3,6,ridge,N2_vs_N0,497,0.04254419303198809,0.07407950861905477,0.5125713492317672,False,không khác
E3,6,svr,N1_vs_N0,497,-0.013882892423798587,0.012526678464864258,0.10021342771891406,False,không khác
E3,6,svr,N2_vs_N0,497,0.17280720943015293,0.814518290477465,1.0,False,không khác
E3,6,xgb,N1_vs_N0,497,-0.01049689091378525,0.7889364314784184,1.0,False,không khác
E3,6,xgb,N2_vs_N0,497,0.07908802115613334,0.35133388821312694,1.0,False,không khác
E3,12,lr,N1_vs_N0,497,-0.1941296481382393,0.11344548620439762,0.6806729172263857,False,không khác
E3,12,lr,N2_vs_N0,497,0.17676941701744386,0.28546892329869855,1.0,False,không khác
E3,12,rf,N1_vs_N0,497,-0.016769145745691993,0.5216891825671601,1.0,False,không khác
E3,12,rf,N2_vs_N0,497,0.5163625700184449,1.3497936252772047e-26,1.2148142627494843e-25,True,Nk tệ hơn N0
E3,12,ridge,N1_vs_N0,497,-0.1936602388298967,0.11365913968814274,0.6806729172263857,False,không khác
E3,12,ridge,N2_vs_N0,497,0.17645351243202967,0.2929973460007762,1.0,False,không khác
E3,12,svr,N1_vs_N0,497,-0.22391241669181472,7.059822436068116e-31,7.059822436068116e-30,True,Nk tốt hơn N0
E3,12,svr,N2_vs_N0,497,0.34256165175321485,0.5273850537975605,1.0,False,không khác
E3,12,xgb,N1_vs_N0,497,0.07117974457728504,1.5955256672797683e-05,0.00012764205338238146,True,Nk tệ hơn N0
E3,12,xgb,N2_vs_N0,497,0.016866068035954918,0.034629933633169366,0.24240953543218557,False,không khác
