env,mode,series_id,mu,sd,n_dong_train
E1,N1,E1_143,3.0779857910906303,0.8617774240040027,1612
E1,N2,E1_143,,,1612
E1,N0,E1_144,,,1612
E1,N1,E1_144,1.043468258891646,0.06856831164490784,1612
E1,N2,E1_144,,,1612
E1,N0,E1_145,,,1612
E1,N1,E1_145,6.860642834987593,2.305912438585259,1612
E1,N2,E1_145,,,1612
E1,N0,E1_146,,,1612
E1,N1,E1_146,2.2308836996336994,0.27197369239424124,1612
E1,N2,E1_146,,,1612
E1,N0,E1_147,,,1612
E1,N1,E1_147,1.4019636949072432,0.7330994986822433,1612
E1,N2,E1_147,,,1612
E1,N0,E1_148,,,1612
E1,N1,E1_148,1.0408513529481271,0.19102875975499556,1612
E1,N2,E1_148,,,1612
E1,N0,E1_149,,,1612
E1,N1,E1_149,0.8294757661693145,0.554342541733176,1612
E1,N2,E1_149,,,1612
E1,N0,E1_15,,,1612
E1,N1,E1_15,2.5662206073496394,0.5264261453372371,1612
E1,N2,E1_15,,,1612
E1,N0,E1_150,,,1612
E1,N1,E1_150,1.7554569086827154,2.974170460708577,1612
E1,N2,E1_150,,,1612
E1,N0,E1_155,,,1612
E1,N1,E1_155,3.4730352308981343,0.8681541462420135,1612
E1,N2,E1_155,,,1612
E1,N0,E1_156,,,1612
E1,N1,E1_156,4.555834309920848,1.7919726655756358,1612
E1,N2,E1_156,,,1612
E1,N0,E1_157,,,1361
E1,N1,E1_157,3.2560876689642297,3.9234879894566905,1361
E1,N2,E1_157,,,1361
E1,N0,E1_159,,,1612
E1,N1,E1_159,3.31096255894643,0.4080547690657602,1612
E1,N2,E1_159,,,1612
E1,N0,E1_160,,,1612
E1,N1,E1_160,3.1001861042183623,0.26328676085958974,1612
E1,N2,E1_160,,,1612
E1,N0,E1_164,,,1612
E1,N1,E1_164,1.6182588916459884,0.3021263152041699,1612
E1,N2,E1_164,,,1612
E1,N0,E1_165,,,1612
E1,N1,E1_165,1.9102150537634408,0.27505507715888083,1612
E1,N2,E1_165,,,1612
E1,N0,E1_166,,,1612
E1,N1,E1_166,1.6512011733785927,0.3195020639393239,1612
E1,N2,E1_166,,,1612
E1,N0,E1_167,,,1612
E1,N1,E1_167,2.0379563313031053,0.36009702717314757,1612
E1,N2,E1_167,,,1612
E1,N0,E1_168,,,1612
E1,N1,E1_168,14.009657211068502,1.0223421301544546,1612
E1,N2,E1_168,,,1612
E1,N0,E1_172,,,1612
E1,N1,E1_172,1.4378589152782701,0.5588390286003498,1612
E1,N2,E1_172,,,1612
E1,N0,E1_174,,,1612
E1,N1,E1_174,1.1367688762850052,0.24793614395973212,1612
E1,N2,E1_174,,,1612
E1,N0,E1_176,,,1612
