xuoi,nguoc,mode,h,model,n_xuoi,n_nguoc,L_p50_xuoi,L_p50_nguoc,rank_biserial,p,p_holm,co_y_nghia,ket_luan,huong_khop_trung_vi
E1->E3,E3->E1,N0,12,ridge,497,735,1.006447421804939,3.9160277464010442,-0.8724975704567541,3.6794935799181015e-149,4.268212552704998e-147,True,ngược tốn hơn,True
E1->E3,E3->E1,N0,12,rf,497,735,1.1277365224041491,1.6148358082560077,-0.6999356684323629,1.0711457906116216e-96,8.676280903954136e-95,True,ngược tốn hơn,True
E1->E3,E3->E1,N0,12,xgb,497,735,1.1091915795246803,2.5155020126877594,-0.8757004612710275,3.0447031764391435e-150,3.5623027164337976e-148,True,ngược tốn hơn,True
E1->E3,E3->E1,N0,12,svr,497,735,1.0428058631261479,2.126384024327014,-0.9470619636184454,2.2144427426662264e-175,2.8566311380394322e-173,True,ngược tốn hơn,True
E1->E3,E3->E1,N1,1,lr,497,735,1.0323202580348165,1.0840253734411767,-0.3453783928058145,7.3016799281506505e-25,2.3365375770082082e-23,True,ngược tốn hơn,True
E1->E3,E3->E1,N1,1,ridge,497,735,1.0323797722444952,1.084643901336738,-0.3468840252398746,4.575169182736428e-25,1.5098058303030215e-23,True,ngược tốn hơn,True
E1->E3,E3->E1,N1,1,rf,497,735,1.0559841548623499,1.0964594732925466,-0.2995852667022544,4.208157785837123e-19,1.1362026021760232e-17,True,ngược tốn hơn,True
E1->E3,E3->E1,N1,1,xgb,497,735,1.0680678810570752,1.1648030806979923,-0.5645108747724442,1.483547665509481e-63,7.417738327547405e-62,True,ngược tốn hơn,True
E1->E3,E3->E1,N1,1,svr,497,735,0.9392287297652252,1.227967563353402,-0.9445927264265868,1.7696334790607512e-174,2.2651308531977615e-172,True,ngược tốn hơn,True
E1->E3,E3->E1,N1,6,lr,497,735,1.0015258462316021,1.3319926455410773,-0.9251180552703979,1.9248016163474402e-167,2.3097619396169283e-165,True,ngược tốn hơn,True
E1->E3,E3->E1,N1,6,ridge,497,735,1.0015641480330397,1.3321668263628836,-0.9251454304055626,1.8819042650226386e-167,2.277104160677393e-165,True,ngược tốn hơn,True
E1->E3,E3->E1,N1,6,rf,497,735,1.0252409021889406,1.5447137550426118,-0.9510861084876606,7.399808361307221e-177,9.619750869699387e-175,True,ngược tốn hơn,True
E1->E3,E3->E1,N1,6,xgb,497,735,1.0649773920314116,1.4058515399320648,-0.7853844153355507,3.053954187064724e-121,3.176112354547313e-119,True,ngược tốn hơn,True
E1->E3,E3->E1,N1,6,svr,497,735,1.1036090519754644,1.2312162762132037,-0.5275872924622566,9.615440108891356e-56,4.4231024500900235e-54,True,ngược tốn hơn,True
E1->E3,E3->E1,N1,12,lr,497,735,1.0056884603337597,1.4353534747617909,-0.9432294446953832,5.561828304080598e-174,7.06352194618236e-172,True,ngược tốn hơn,True
E1->E3,E3->E1,N1,12,ridge,497,735,1.0057419281897204,1.4351090346730775,-0.9431911195061525,5.743657144982254e-174,7.237008002677641e-172,True,ngược tốn hơn,True
E1->E3,E3->E1,N1,12,rf,497,735,1.1038536006338313,1.5509101430095307,-0.883759701063524,5.531854778011385e-153,6.527588638053434e-151,True,ngược tốn hơn,True
E1->E3,E3->E1,N1,12,xgb,497,735,1.0989515614405279,1.5075692073385443,-0.7979331772950629,4.3991748828373957e-125,4.7071171246360136e-123,True,ngược tốn hơn,True
E1->E3,E3->E1,N1,12,svr,497,735,1.0957533529428365,1.3620495970221238,-0.7499007651350278,1.0446313058388024e-110,9.819534274884743e-109,True,ngược tốn hơn,True
E1->E3,E3->E1,N2,1,lr,497,735,1.0793002055061987,1.4272735592004087,-0.6863521263636239,4.705660219172171e-93,3.6112360250055713e-91,True,ngược tốn hơn,True
E1->E3,E3->E1,N2,1,ridge,497,735,1.0792624618771953,1.4274908759486198,-0.6863576013906569,4.689916915591651e-93,3.6112360250055713e-91,True,ngược tốn hơn,True
E1->E3,E3->E1,N2,1,rf,497,735,1.0637459495934989,0.9941917275260781,0.48643698928263457,1.1783090293811199e-47,5.066728826338815e-46,True,xuôi tốn hơn,True
E1->E3,E3->E1,N2,1,xgb,497,735,1.032436474206033,1.5879118087188406,-0.7254273942977594,1.0040860728119023e-103,8.534731618901169e-102,True,ngược tốn hơn,True
E1->E3,E3->E1,N2,1,svr,497,735,0.9836626647020349,1.214809664907605,-0.9383073953927648,3.4264133867499386e-172,4.214488465702424e-170,True,ngược tốn hơn,True
E1->E3,E3->E1,N2,6,lr,497,735,0.9878070003413265,2.938139972893863,-0.9425888665325285,9.520325970269252e-174,1.1900407462836565e-171,True,ngược tốn hơn,True
E1->E3,E3->E1,N2,6,ridge,497,735,0.9878179481241505,2.937539046982546,-0.9425067411270344,1.0199257394487514e-173,1.2647079169164516e-171,True,ngược tốn hơn,True
E1->E3,E3->E1,N2,6,rf,497,735,1.0846532539042275,1.058148182755573,0.10316319686828446,0.002101574522103159,0.016812596176825272,True,xuôi tốn hơn,True
E1->E3,E3->E1,N2,6,xgb,497,735,1.0747796262691687,1.8201451226452212,-0.6748162444052068,5.1340763887781555e-90,3.696534999920272e-88,True,ngược tốn hơn,True
E1->E3,E3->E1,N2,6,svr,497,735,1.0163332170394015,1.2193511654565137,-0.7742646354316375,6.889620060154839e-118,6.889620060154839e-116,True,ngược tốn hơn,True
E1->E3,E3->E1,N2,12,lr,497,735,0.9840187227379803,4.529317941663923,-0.9963153068068273,7.076915670947941e-194,9.55383615577972e-192,True,ngược tốn hơn,True
E1->E3,E3->E1,N2,12,ridge,497,735,0.9840843190556107,4.527700422614265,-0.9962879316716626,7.250761067904047e-194,9.716019830991423e-192,True,ngược tốn hơn,True
E1->E3,E3->E1,N2,12,rf,497,735,1.062663769007147,1.6913358321612622,-0.6961524247525972,1.126052087347871e-95,8.783206281313395e-94,True,ngược tốn hơn,True
E1->E3,E3->E1,N2,12,xgb,497,735,1.1431784999070744,1.7362128311376415,-0.544663901778015,2.724923296960067e-59,1.3079631825408322e-57,True,ngược tốn hơn,True
E1->E3,E3->E1,N2,12,svr,497,735,0.995560137796879,1.5365317207574327,-0.9307409080332334,1.8525229973755527e-169,2.2600780567981742e-167,True,ngược tốn hơn,True
E2->E3,E3->E2,N0,1,lr,497,302,1.0695631677962232,2.2107629944803584,-0.8500539661811931,1.9103379162055713e-90,1.3945466788300671e-88,True,ngược tốn hơn,True
E2->E3,E3->E2,N0,1,ridge,497,302,1.0694413111848242,2.216000140373204,-0.8508534651618319,1.3016639950776969e-90,9.632313563574957e-89,True,ngược tốn hơn,True
E2->E3,E3->E2,N0,1,rf,497,302,1.0812380019694003,2.7204520186515446,-0.9114821378602742,1.0608868941720398e-103,8.911449911045133e-102,True,ngược tốn hơn,True
E2->E3,E3->E2,N0,1,xgb,497,302,1.118776936368699,2.8274686184070363,-0.9866616920063427,3.5501697192566924e-121,3.656674810834393e-119,True,ngược tốn hơn,True
E2->E3,E3->E2,N0,1,svr,497,302,1.0677076757355197,1.6312752801512134,-0.8414726771223366,1.1470703917268154e-88,7.914785702915026e-87,True,ngược tốn hơn,True
E2->E3,E3->E2,N0,6,lr,497,302,1.0482026559378512,3.421327999828022,-0.7803110051034685,1.642091341113493e-76,9.524129778458259e-75,True,ngược tốn hơn,True
E2->E3,E3->E2,N0,6,ridge,497,302,1.0482310256702652,3.4247718491992956,-0.7803776300185217,1.5946002643911057e-76,9.408141559907523e-75,True,ngược tốn hơn,True
E2->E3,E3->E2,N0,6,rf,497,302,1.0881555325462051,1.8331516028550014,-0.7734353138699748,3.348987728394034e-75,1.9089230051845995e-73,True,ngược tốn hơn,True
E2->E3,E3->E2,N0,6,xgb,497,302,1.0937262878807232,4.045304375264904,-0.8577558063613469,4.673112222365606e-92,3.5048341667742047e-90,True,ngược tốn hơn,True
E2->E3,E3->E2,N0,6,svr,497,302,1.105291241387765,2.1768184800473405,-0.9349341079590123,5.275413921335412e-109,4.906134946841933e-107,True,ngược tốn hơn,True
E2->E3,E3->E2,N0,12,lr,497,302,1.0302981116152994,3.4222471701668997,-0.8100923421322638,2.5722384939442915e-82,1.7491221758821182e-80,True,ngược tốn hơn,True
E2->E3,E3->E2,N0,12,ridge,497,302,1.0302669852927953,3.4267780816194096,-0.8093594680666782,3.595510461540307e-82,2.4089920092320057e-80,True,ngược tốn hơn,True
E2->E3,E3->E2,N0,12,rf,497,302,1.1269907762400406,1.7041909081832207,-0.6212506829053792,3.636563298311351e-49,1.6000878512569947e-47,True,ngược tốn hơn,True
E2->E3,E3->E2,N0,12,xgb,497,302,1.1286514676481134,3.6006846726918935,-0.751928791290791,3.5202579171137488e-71,1.936141854412562e-69,True,ngược tốn hơn,True
E2->E3,E3->E2,N0,12,svr,497,302,1.0703989958011584,2.818512144323389,-0.9210494756619185,7.556491098109891e-106,6.649712166336704e-104,True,ngược tốn hơn,True
E2->E3,E3->E2,N1,1,lr,497,302,1.0436672702871448,1.006796971095547,0.19876877156981632,2.410774297645544e-06,3.85723887623287e-05,True,xuôi tốn hơn,True
E2->E3,E3->E2,N1,1,ridge,497,302,1.0436493137303435,1.0068245250698764,0.19700987381241086,2.9566982127584666e-06,4.4350473191377e-05,True,xuôi tốn hơn,True
E2->E3,E3->E2,N1,1,rf,497,302,1.0781303259283535,1.1000499301134463,-0.20547123802417155,1.090584640057727e-06,1.9630523521039084e-05,True,ngược tốn hơn,True
E2->E3,E3->E2,N1,1,xgb,497,302,1.0883303403573121,1.1201113630546906,-0.3394939171452557,8.002015759174208e-16,2.0005039397935518e-14,True,ngược tốn hơn,True
E2->E3,E3->E2,N1,1,svr,497,302,0.965075219550147,1.3655209520941671,-0.9662211680680107,2.74233357382376e-116,2.6600635666090473e-114,True,ngược tốn hơn,True
E2->E3,E3->E2,N1,6,lr,497,302,1.012076804854878,1.1750443714792098,-0.7373912348261755,1.5893181003302394e-68,8.423385931750269e-67,True,ngược tốn hơn,True
E2->E3,E3->E2,N1,6,ridge,497,302,1.0121756468279557,1.1749964015127388,-0.7376444095033778,1.430277727697924e-68,7.72349972956879e-67,True,ngược tốn hơn,True
E2->E3,E3->E2,N1,6,rf,497,302,1.0423294032313288,1.3808053179797966,-0.875891108238837,6.575223322103402e-96,5.194426424461688e-94,True,ngược tốn hơn,True
E2->E3,E3->E2,N1,6,xgb,497,302,1.0647655058488528,1.2349028724440827,-0.6943781896678082,5.6763539471648644e-61,2.7814134341107835e-59,True,ngược tốn hơn,True
E2->E3,E3->E2,N1,6,svr,497,302,1.0813433114155888,1.1460764415407838,-0.37387237331272405,7.328937879320922e-19,1.9055238486234396e-17,True,ngược tốn hơn,True
E2->E3,E3->E2,N1,12,lr,497,302,1.0212680718233416,1.3194454324572074,-0.7947952616360414,2.6246959967716648e-79,1.6273115179984322e-77,True,ngược tốn hơn,True
E2->E3,E3->E2,N1,12,ridge,497,302,1.021346940691801,1.3190660272300676,-0.7946087118738924,2.853771716979817e-79,1.7408007473576884e-77,True,ngược tốn hơn,True
E2->E3,E3->E2,N1,12,rf,497,302,1.1087746183103717,1.4404127559660762,-0.7563793356163471,5.291569948580378e-72,2.963279171205012e-70,True,ngược tốn hơn,True
E2->E3,E3->E2,N1,12,xgb,497,302,1.0851151984878757,1.292955630888887,-0.6685676975761856,1.1746613679569e-56,5.52090842939743e-55,True,ngược tốn hơn,True
E2->E3,E3->E2,N1,12,svr,497,302,1.1169745191235874,1.3250188202561697,-0.5519740962330273,3.509416116721436e-39,1.3686722855213599e-37,True,ngược tốn hơn,True
E2->E3,E3->E2,N2,1,lr,497,302,1.0821329535223008,1.671824053821,-0.7247058510000399,2.989222393488546e-66,1.554395644614044e-64,True,ngược tốn hơn,True
E2->E3,E3->E2,N2,1,ridge,497,302,1.0821460352202485,1.6717801099920435,-0.7246392260849868,3.0718487585767195e-66,1.566642866874127e-64,True,ngược tốn hơn,True
E2->E3,E3->E2,N2,1,rf,497,302,1.0538349289399533,0.990431353123423,0.3351099977347529,1.8626580167340016e-15,4.470379240161604e-14,True,xuôi tốn hơn,True
E2->E3,E3->E2,N2,1,xgb,497,302,1.0325733006316213,1.5862831637033343,-0.805521872959612,2.0665604687806053e-81,1.3019330953317813e-79,True,ngược tốn hơn,True
E2->E3,E3->E2,N2,1,svr,497,302,0.9978966543016129,1.2634244573567521,-0.8892827161645369,8.36043198829077e-99,6.855554230398431e-97,True,ngược tốn hơn,True
E2->E3,E3->E2,N2,6,lr,497,302,1.0384325362441567,2.794350907578934,-0.8451370474502645,2.0060546188563345e-89,1.4242987793879974e-87,True,ngược tốn hơn,True
E2->E3,E3->E2,N2,6,ridge,497,302,1.0384357293820614,2.7937033229534647,-0.8450437725691899,2.0972912784718383e-89,1.4681038949302869e-87,True,ngược tốn hơn,True
E2->E3,E3->E2,N2,6,rf,497,302,1.0798671619302627,1.0047296724963182,0.5249910056364677,1.3135529904190037e-35,4.991501363592214e-34,True,xuôi tốn hơn,True
E2->E3,E3->E2,N2,6,xgb,497,302,1.0793600298183315,1.8336408818835692,-0.5973323384012685,1.3800091203947761e-45,5.796038305658059e-44,True,ngược tốn hơn,True
E2->E3,E3->E2,N2,6,svr,497,302,1.0479981810383967,1.4764080086866096,-0.5547856676482738,1.4545739993815366e-39,5.818295997526147e-38,True,ngược tốn hơn,True
E2->E3,E3->E2,N2,12,lr,497,302,1.0033501092268704,3.5863506087237216,-0.9304036137353925,5.717882916886264e-108,5.1460946251976375e-106,True,ngược tốn hơn,True
E2->E3,E3->E2,N2,12,ridge,497,302,1.0033950001703005,3.584741956116842,-0.9301504390581902,6.5301713924952504e-108,5.811852539320773e-106,True,ngược tốn hơn,True
E2->E3,E3->E2,N2,12,rf,497,302,1.0652652718996152,1.6110218902125362,-0.5033112582781457,7.264773757245738e-33,2.687966290180923e-31,True,ngược tốn hơn,True
E2->E3,E3->E2,N2,12,xgb,497,302,1.1401063995869025,1.618414097492574,-0.442509360800565,8.807943219452264e-26,2.99470069461377e-24,True,ngược tốn hơn,True
E2->E3,E3->E2,N2,12,svr,497,302,1.0087647893342042,1.4957095920803958,-0.8091862432875399,3.8915297519449936e-82,2.568409636283696e-80,True,ngược tốn hơn,True
E1->E2,E2->E1,N0,1,lr,302,735,0.989645042279321,0.9739334790609067,-0.1266837860972203,0.0013338598894256412,0.014672458783682053,True,ngược tốn hơn,False
E1->E2,E2->E1,N0,1,ridge,302,735,0.9896088181029181,0.9741069031647264,-0.12577375320989326,0.0014448231738967492,0.014672458783682053,True,ngược tốn hơn,False
E1->E2,E2->E1,N0,1,rf,302,735,1.0102379965955293,1.0644778166425155,-0.20954182997702397,1.1128446399443124e-07,2.1144048158941934e-06,True,ngược tốn hơn,True
E1->E2,E2->E1,N0,1,xgb,302,735,1.0213200669240852,1.080985073641164,-0.22302112898139392,1.6169236166713537e-08,3.557231956676978e-07,True,ngược tốn hơn,True
E1->E2,E2->E1,N0,1,svr,302,735,1.0041082192109851,0.966291242839201,0.16915799432355727,1.832326509945952e-05,0.0002198791811935142,True,xuôi tốn hơn,True
E1->E2,E2->E1,N0,6,lr,302,735,0.7966834092982554,1.1237864742622123,-0.8982294904716853,1.4132041141569209e-114,1.356675949590644e-112,True,ngược tốn hơn,True
E1->E2,E2->E1,N0,6,ridge,302,735,0.7966834793161978,1.1237864644148075,-0.8982294904716853,1.4132041141569209e-114,1.356675949590644e-112,True,ngược tốn hơn,True
E1->E2,E2->E1,N0,6,rf,302,735,1.019202638686298,1.0723362835400654,-0.18765598954813711,2.0049326181488483e-06,3.408385450853042e-05,True,ngược tốn hơn,True
E1->E2,E2->E1,N0,6,xgb,302,735,0.9961011716639636,1.0222218191775816,-0.12516105780060371,0.0015242583022780226,0.014672458783682053,True,ngược tốn hơn,True
E1->E2,E2->E1,N0,6,svr,302,735,1.0288165782016918,1.0023769718340965,0.17978105149344503,5.276913035865889e-06,7.387678250212245e-05,True,xuôi tốn hơn,True
E1->E2,E2->E1,N0,12,lr,302,735,0.8127462087132717,1.2155708266684349,-0.8732080911834933,2.172754888914078e-108,1.9989344978009516e-106,True,ngược tốn hơn,True
E1->E2,E2->E1,N0,12,ridge,302,735,0.8127461969517764,1.2155707960428177,-0.8732080911834933,2.172754888914078e-108,1.9989344978009516e-106,True,ngược tốn hơn,True
E1->E2,E2->E1,N0,12,rf,302,735,1.0014180607656344,1.0806185705313298,-0.23896923007613646,1.425151657995387e-09,3.27784881338939e-08,True,ngược tốn hơn,True
E1->E2,E2->E1,N0,12,xgb,302,735,1.0020197685686678,1.000972506257871,-0.02203000405460198,0.576931543886757,1.0,False,không khác,False
E1->E2,E2->E1,N0,12,svr,302,735,1.0215992313717068,1.020817653796063,-0.06218858404288863,0.11524996500154466,0.5762498250077233,False,không khác,False
E1->E2,E2->E1,N1,1,lr,302,735,0.9726291861793728,1.0262875637794138,-0.7572825156552687,5.365385416994667e-82,3.4875005210465334e-80,True,ngược tốn hơn,True
E1->E2,E2->E1,N1,1,ridge,302,735,0.9725974105520018,1.0263786255151874,-0.7569040861377664,6.45120724244901e-82,4.128772635167367e-80,True,ngược tốn hơn,True
E1->E2,E2->E1,N1,1,rf,302,735,1.0276666210293621,1.0547418061256966,-0.2225525971978195,1.732346589284941e-08,3.6379278374983765e-07,True,ngược tốn hơn,True
E1->E2,E2->E1,N1,1,xgb,302,735,1.0417007186279288,1.0369937377876548,-0.03289633734288422,0.4047883081124235,1.0,False,không khác,False
E1->E2,E2->E1,N1,1,svr,302,735,1.0018627811962073,1.0052594339705259,-0.03872595395774203,0.32671339629161567,1.0,False,không khác,True
E1->E2,E2->E1,N1,6,lr,302,735,0.9369984813330533,1.0809927672745134,-0.9254043339189981,1.7128467153847896e-121,1.815617518307877e-119,True,ngược tốn hơn,True
E1->E2,E2->E1,N1,6,ridge,302,735,0.9369984924010869,1.0809927609874406,-0.9254043339189981,1.7128467153847896e-121,1.815617518307877e-119,True,ngược tốn hơn,True
E1->E2,E2->E1,N1,6,rf,302,735,1.0082268672282093,1.071601706154887,-0.37432085416948235,2.5218775072392297e-21,7.313444770993766e-20,True,ngược tốn hơn,True
E1->E2,E2->E1,N1,6,xgb,302,735,1.0099775607191523,1.0747713730101927,-0.3859620669459837,1.431393788676633e-22,4.294181366029899e-21,True,ngược tốn hơn,True
E1->E2,E2->E1,N1,6,svr,302,735,0.9997807760778148,1.0348415759025638,-0.21331711492544037,6.557797361499124e-08,1.3115594722998247e-06,True,ngược tốn hơn,True
E1->E2,E2->E1,N1,12,lr,302,735,0.945767141747963,1.0691378831221086,-0.9097896112087219,1.710196144260867e-117,1.6930941828182583e-115,True,ngược tốn hơn,True
E1->E2,E2->E1,N1,12,ridge,302,735,0.9457671373243883,1.069137891656132,-0.9097896112087219,1.710196144260867e-117,1.6930941828182583e-115,True,ngược tốn hơn,True
E1->E2,E2->E1,N1,12,rf,302,735,1.006631709909973,1.0628059830784464,-0.3566788304725864,1.6548184579703825e-19,4.6334916823170715e-18,True,ngược tốn hơn,True
E1->E2,E2->E1,N1,12,xgb,302,735,0.9945629630448753,1.0668432106488286,-0.38998062801279454,5.2116050728501754e-23,1.6155975725835543e-21,True,ngược tốn hơn,True
E1->E2,E2->E1,N1,12,svr,302,735,1.0244119305469637,1.0170645705640373,0.07994774068567834,0.042883747546674185,0.3001862328267193,False,không khác,True
E1->E2,E2->E1,N2,1,lr,302,735,1.0818684775093448,0.9517448301663436,0.9181961526332387,1.2255478501320949e-119,1.2500588071347368e-117,True,xuôi tốn hơn,True
E1->E2,E2->E1,N2,1,ridge,302,735,1.081633089409175,0.9518938638206627,0.9165022300310852,3.32718171589067e-119,3.3604535330495766e-117,True,xuôi tốn hơn,True
E1->E2,E2->E1,N2,1,rf,302,735,0.9971256792290759,1.0151016680324543,-0.1778979141325404,6.613289604764872e-06,8.597276486194334e-05,True,ngược tốn hơn,True
E1->E2,E2->E1,N2,1,xgb,302,735,1.0154078594130365,1.0096049403066247,0.016912195341712843,0.6684719701174195,1.0,False,không khác,True
E1->E2,E2->E1,N2,1,svr,302,735,1.0328430871708263,0.9697433440196461,0.6191647519935126,1.9960828209016785e-55,8.982372694057553e-54,True,xuôi tốn hơn,True
E1->E2,E2->E1,N2,6,lr,302,735,0.900963869862063,1.2346614567229965,-0.8598639455782313,3.675406300410936e-105,3.1976034813575146e-103,True,ngược tốn hơn,True
E1->E2,E2->E1,N2,6,ridge,302,735,0.9009640837837438,1.234661267328804,-0.8598639455782313,3.675406300410936e-105,3.1976034813575146e-103,True,ngược tốn hơn,True
E1->E2,E2->E1,N2,6,rf,302,735,0.9504042259345814,1.0864596548209204,-0.7399648601162319,2.247144320529739e-78,1.3482865923178434e-76,True,ngược tốn hơn,True
E1->E2,E2->E1,N2,6,xgb,302,735,0.9835687116327811,1.1091462236642098,-0.5342974275803036,1.0009858039031003e-41,4.104041796002711e-40,True,ngược tốn hơn,True
E1->E2,E2->E1,N2,6,svr,302,735,1.02663855206435,0.99118895170114,0.4294724512321484,1.4711810965024912e-27,5.149133837758719e-26,True,xuôi tốn hơn,True
E1->E2,E2->E1,N2,12,lr,302,735,0.81712643028546,1.6161647013289786,-0.9595981438933189,1.733655910101524e-130,1.8896849420106612e-128,True,ngược tốn hơn,True
E1->E2,E2->E1,N2,12,ridge,302,735,0.8171266179152152,1.6161645035132637,-0.9595981438933189,1.7336973071892298e-130,1.8896849420106612e-128,True,ngược tốn hơn,True
E1->E2,E2->E1,N2,12,rf,302,735,0.8943734243893622,1.2136240435524097,-0.8464657386133261,5.71320871417896e-102,4.741963232768537e-100,True,ngược tốn hơn,True
E1->E2,E2->E1,N2,12,xgb,302,735,0.985762014564699,1.0941404219730846,-0.4400864981754291,7.438860673137129e-29,2.6779898423293665e-27,True,ngược tốn hơn,True
E1->E2,E2->E1,N2,12,svr,302,735,1.0003251120112973,1.0066191552549086,-0.07913682029103031,0.045037805123370835,0.3001862328267193,False,không khác,True
