env,h,model,ung_vien,fold,n_train,n_val,mae_p50_val,giay
E3,1,ridge,"{""alpha"": 10.0}",3,698816,33347,4.199972950404685,0.3
E3,1,ridge,"{""alpha"": 10.0}",4,732657,33570,3.786783584507032,0.4
E3,1,ridge,"{""alpha"": 100.0}",0,596549,33728,2.409085886344626,0.3
E3,1,ridge,"{""alpha"": 100.0}",1,630773,33627,3.397382647286725,0.3
E3,1,ridge,"{""alpha"": 100.0}",2,664896,33432,5.030690156744493,0.3
E3,1,ridge,"{""alpha"": 100.0}",3,698816,33347,4.198614357193231,0.3
E3,1,ridge,"{""alpha"": 100.0}",4,732657,33570,3.785873386519756,0.4
E3,1,xgb,"{""max_depth"": 4, ""n_estimators"": 300}",0,596549,33728,2.346258654668574,8.8
E3,1,xgb,"{""max_depth"": 4, ""n_estimators"": 300}",1,630773,33627,3.238312091917666,9.4
E3,1,xgb,"{""max_depth"": 4, ""n_estimators"": 300}",2,664896,33432,4.7470811501155445,11.9
E3,1,xgb,"{""max_depth"": 4, ""n_estimators"": 300}",3,698816,33347,4.244850045527213,16.2
E3,1,xgb,"{""max_depth"": 4, ""n_estimators"": 300}",4,732657,33570,3.977798673798701,13.4
E3,1,xgb,"{""max_depth"": 8, ""n_estimators"": 300}",0,596549,33728,2.374516279621653,15.7
E3,1,xgb,"{""max_depth"": 8, ""n_estimators"": 300}",1,630773,33627,3.356034847269838,12.5
E3,1,xgb,"{""max_depth"": 8, ""n_estimators"": 300}",2,664896,33432,5.024187161521061,12.8
E3,1,xgb,"{""max_depth"": 8, ""n_estimators"": 300}",3,698816,33347,4.385191451474962,13.8
E3,1,xgb,"{""max_depth"": 8, ""n_estimators"": 300}",4,732657,33570,4.150649778934811,15.5
E3,1,xgb,"{""max_depth"": 8, ""n_estimators"": 600}",0,596549,33728,2.4204003396592,26.1
E3,1,xgb,"{""max_depth"": 8, ""n_estimators"": 600}",1,630773,33627,3.3953034827919453,28.0
E3,1,xgb,"{""max_depth"": 8, ""n_estimators"": 600}",2,664896,33432,5.077042740254683,30.7
E3,1,xgb,"{""max_depth"": 8, ""n_estimators"": 600}",3,698816,33347,4.458787016581651,35.0
E3,1,xgb,"{""max_depth"": 8, ""n_estimators"": 600}",4,732657,33570,4.228816927406254,30.3
E3,6,lr,{},0,584598,31248,3.349942932657856,0.4
E3,6,lr,{},1,618822,31157,4.196141887011264,0.6
E3,6,lr,{},2,652955,30962,6.959386485154949,0.5
E3,6,lr,{},3,686842,30854,5.691557299553576,0.5
E3,6,lr,{},4,720660,31083,5.650529689233521,0.5
E3,6,ridge,"{""alpha"": 0.01}",0,584598,31248,3.34985908500645,0.3
E3,6,ridge,"{""alpha"": 0.01}",1,618822,31157,4.196123040590249,0.3
E3,6,ridge,"{""alpha"": 0.01}",2,652955,30962,6.959356785011953,0.3
E3,6,ridge,"{""alpha"": 0.01}",3,686842,30854,5.691531656310845,0.4
E3,6,ridge,"{""alpha"": 0.01}",4,720660,31083,5.650428508929856,0.3
E3,6,ridge,"{""alpha"": 0.1}",0,584598,31248,3.34986292997909,0.3
E3,6,ridge,"{""alpha"": 0.1}",1,618822,31157,4.196121632785307,0.3
E3,6,ridge,"{""alpha"": 0.1}",2,652955,30962,6.9593499125018,0.3
E3,6,ridge,"{""alpha"": 0.1}",3,686842,30854,5.691535047152859,0.3
E3,6,ridge,"{""alpha"": 0.1}",4,720660,31083,5.650413673996046,0.3
E3,6,ridge,"{""alpha"": 1.0}",0,584598,31248,3.3498588882165112,0.3
E3,6,ridge,"{""alpha"": 1.0}",1,618822,31157,4.196108069417251,0.3
E3,6,ridge,"{""alpha"": 1.0}",2,652955,30962,6.959328780289964,0.3
E3,6,ridge,"{""alpha"": 1.0}",3,686842,30854,5.691504923154611,0.3
E3,6,ridge,"{""alpha"": 1.0}",4,720660,31083,5.65040749781952,0.3
E3,6,ridge,"{""alpha"": 10.0}",0,584598,31248,3.3498276137540084,0.3
E3,6,ridge,"{""alpha"": 10.0}",1,618822,31157,4.195964972856727,0.3
E3,6,ridge,"{""alpha"": 10.0}",2,652955,30962,6.959049671606695,0.3
E3,6,ridge,"{""alpha"": 10.0}",3,686842,30854,5.691051004455376,0.3
E3,6,ridge,"{""alpha"": 10.0}",4,720660,31083,5.650261509960672,0.3
E3,6,ridge,"{""alpha"": 100.0}",0,584598,31248,3.3501984167312626,0.3
E3,6,ridge,"{""alpha"": 100.0}",1,618822,31157,4.194577119385667,0.3
E3,6,ridge,"{""alpha"": 100.0}",2,652955,30962,6.957553088058196,0.3
E3,6,ridge,"{""alpha"": 100.0}",3,686842,30854,5.686952142518837,0.3
E3,6,ridge,"{""alpha"": 100.0}",4,720660,31083,5.648817980074759,0.3
E3,6,xgb,"{""max_depth"": 4, ""n_estimators"": 300}",0,584598,31248,3.4729410555344864,6.2
E3,6,xgb,"{""max_depth"": 4, ""n_estimators"": 300}",1,618822,31157,4.487295796492308,7.4
E3,6,xgb,"{""max_depth"": 4, ""n_estimators"": 300}",2,652955,30962,5.273629275013813,8.3
E3,6,xgb,"{""max_depth"": 4, ""n_estimators"": 300}",3,686842,30854,5.783220454903115,9.8
E3,6,xgb,"{""max_depth"": 4, ""n_estimators"": 300}",4,720660,31083,5.834840249206176,10.8
E3,6,xgb,"{""max_depth"": 8, ""n_estimators"": 300}",0,584598,31248,3.4792867033439405,14.0
E3,6,xgb,"{""max_depth"": 8, ""n_estimators"": 300}",1,618822,31157,4.60182323746136,14.0
E3,6,xgb,"{""max_depth"": 8, ""n_estimators"": 300}",2,652955,30962,5.417642515224602,16.0
E3,6,xgb,"{""max_depth"": 8, ""n_estimators"": 300}",3,686842,30854,5.817610588901953,16.2
E3,6,xgb,"{""max_depth"": 8, ""n_estimators"": 300}",4,720660,31083,5.977786362899783,15.7
E3,6,xgb,"{""max_depth"": 8, ""n_estimators"": 600}",0,584598,31248,3.631377366797982,19.1
E3,6,xgb,"{""max_depth"": 8, ""n_estimators"": 600}",1,618822,31157,4.704343677185387,22.8
E3,6,xgb,"{""max_depth"": 8, ""n_estimators"": 600}",2,652955,30962,5.470990693672028,31.2
E3,6,xgb,"{""max_depth"": 8, ""n_estimators"": 600}",3,686842,30854,5.866143979324434,31.1
E3,6,xgb,"{""max_depth"": 8, ""n_estimators"": 600}",4,720660,31083,6.095021192289317,33.4
E3,12,lr,{},0,575245,28272,3.8225336246755854,0.8
E3,12,lr,{},1,609469,28188,4.920614864578051,0.6
E3,12,lr,{},2,643609,27998,7.625274655126136,0.7
E3,12,lr,{},3,677461,27894,6.172015304165421,0.6
E3,12,lr,{},4,711283,28104,5.971913396747247,0.8
E3,12,ridge,"{""alpha"": 0.01}",0,575245,28272,3.8225337752557422,0.4
E3,12,ridge,"{""alpha"": 0.01}",1,609469,28188,4.92065798069583,0.4
E3,12,ridge,"{""alpha"": 0.01}",2,643609,27998,7.625331975971891,0.4
E3,12,ridge,"{""alpha"": 0.01}",3,677461,27894,6.172067605672668,0.4
E3,12,ridge,"{""alpha"": 0.01}",4,711283,28104,5.972024508170674,0.4
E3,12,ridge,"{""alpha"": 0.1}",0,575245,28272,3.8225321523362914,0.3
E3,12,ridge,"{""alpha"": 0.1}",1,609469,28188,4.920666346260009,0.4
E3,12,ridge,"{""alpha"": 0.1}",2,643609,27998,7.625328897444272,0.4
E3,12,ridge,"{""alpha"": 0.1}",3,677461,27894,6.172065062541158,0.4
E3,12,ridge,"{""alpha"": 0.1}",4,711283,28104,5.972014904502997,0.4
E3,12,ridge,"{""alpha"": 1.0}",0,575245,28272,3.8225283711012814,0.3
E3,12,ridge,"{""alpha"": 1.0}",1,609469,28188,4.920705145746672,0.4
E3,12,ridge,"{""alpha"": 1.0}",2,643609,27998,7.62529510056499,0.4
E3,12,ridge,"{""alpha"": 1.0}",3,677461,27894,6.172036318462639,0.4
E3,12,ridge,"{""alpha"": 1.0}",4,711283,28104,5.971974649408167,0.4
E3,12,ridge,"{""alpha"": 10.0}",0,575245,28272,3.822479549668734,0.3
E3,12,ridge,"{""alpha"": 10.0}",1,609469,28188,4.921046209798249,0.4
E3,12,ridge,"{""alpha"": 10.0}",2,643609,27998,7.624997989187608,0.4
E3,12,ridge,"{""alpha"": 10.0}",3,677461,27894,6.171734421982547,0.4
E3,12,ridge,"{""alpha"": 10.0}",4,711283,28104,5.971761628912686,0.4
E3,12,ridge,"{""alpha"": 100.0}",0,575245,28272,3.821930634809564,0.3
E3,12,ridge,"{""alpha"": 100.0}",1,609469,28188,4.921808303540914,0.3
E3,12,ridge,"{""alpha"": 100.0}",2,643609,27998,7.622142587897517,0.4
E3,12,ridge,"{""alpha"": 100.0}",3,677461,27894,6.168806742217949,0.4
E3,12,ridge,"{""alpha"": 100.0}",4,711283,28104,5.970711549834682,0.4
E3,12,xgb,"{""max_depth"": 4, ""n_estimators"": 300}",0,575245,28272,4.101214171984811,8.0
E3,12,xgb,"{""max_depth"": 4, ""n_estimators"": 300}",1,609469,28188,4.313242321010558,8.0
E3,12,xgb,"{""max_depth"": 4, ""n_estimators"": 300}",2,643609,27998,5.858448226414854,8.6
E3,12,xgb,"{""max_depth"": 4, ""n_estimators"": 300}",3,677461,27894,5.416556560149426,9.4
E3,12,xgb,"{""max_depth"": 4, ""n_estimators"": 300}",4,711283,28104,6.656396046827148,10.5
E3,12,xgb,"{""max_depth"": 8, ""n_estimators"": 300}",0,575245,28272,3.903900916528377,14.9
E3,12,xgb,"{""max_depth"": 8, ""n_estimators"": 300}",1,609469,28188,4.283675835377315,15.9
E3,12,xgb,"{""max_depth"": 8, ""n_estimators"": 300}",2,643609,27998,6.495664564095382,15.4
E3,12,xgb,"{""max_depth"": 8, ""n_estimators"": 300}",3,677461,27894,5.51301450012047,19.1
E3,12,xgb,"{""max_depth"": 8, ""n_estimators"": 300}",4,711283,28104,6.670344075600835,19.6
E3,12,xgb,"{""max_depth"": 8, ""n_estimators"": 600}",0,575245,28272,3.9500756140048936,31.3
E3,12,xgb,"{""max_depth"": 8, ""n_estimators"": 600}",1,609469,28188,4.275544737807973,32.7
E3,12,xgb,"{""max_depth"": 8, ""n_estimators"": 600}",2,643609,27998,6.544651582286184,32.2
E3,12,xgb,"{""max_depth"": 8, ""n_estimators"": 600}",3,677461,27894,5.535155187549101,36.2
E3,12,xgb,"{""max_depth"": 8, ""n_estimators"": 600}",4,711283,28104,6.748591782426997,38.0
E1,1,rf,"{""max_depth"": 8}",0,1142276,49980,0.2366870580558639,165.1
E1,1,rf,"{""max_depth"": 8}",1,1192991,49980,0.2440420370522438,158.0
E1,1,rf,"{""max_depth"": 8}",2,1243706,49980,0.2203674572300516,167.1
E1,1,rf,"{""max_depth"": 8}",3,1294421,49980,0.3361551897097659,135.0
E1,1,rf,"{""max_depth"": 8}",4,1345136,49980,0.2429692943097625,194.6
E1,1,rf,"{""max_depth"": 16}",0,1142276,49980,0.1318195414929703,315.7
E1,1,rf,"{""max_depth"": 16}",1,1192991,49980,0.1375136175036048,302.8
E1,1,rf,"{""max_depth"": 16}",2,1243706,49980,0.1357976799702543,306.9
E1,1,rf,"{""max_depth"": 16}",3,1294421,49980,0.1903874278466166,306.4
E1,1,rf,"{""max_depth"": 16}",4,1345136,49980,0.170737007908178,274.2
E1,6,rf,"{""max_depth"": 8}",0,1138601,46305,0.4309700990621473,148.6
E1,6,rf,"{""max_depth"": 8}",1,1189316,46305,0.4212587498589501,126.5
E1,6,rf,"{""max_depth"": 8}",2,1240031,46305,0.4186148597854625,111.6
E1,6,rf,"{""max_depth"": 8}",3,1290746,46305,0.4861931556857805,118.9
E1,6,rf,"{""max_depth"": 8}",4,1341461,46305,0.4176619262444961,121.4
E1,6,rf,"{""max_depth"": 16}",0,1138601,46305,0.2384889313385931,206.7
E1,6,rf,"{""max_depth"": 16}",1,1189316,46305,0.2590397517593374,282.6
E1,6,rf,"{""max_depth"": 16}",2,1240031,46305,0.2056001787015934,349.1
E1,6,rf,"{""max_depth"": 16}",3,1290746,46305,0.2667681031687741,425.4
E1,6,rf,"{""max_depth"": 16}",4,1341461,46305,0.2484657734960397,436.4
E1,12,rf,"{""max_depth"": 8}",0,1134191,41895,0.4842435369729688,383.7
E1,12,rf,"{""max_depth"": 8}",1,1184906,41895,0.4464725240783646,153.5
E1,12,rf,"{""max_depth"": 8}",2,1235621,41895,0.4582921680618177,185.5
E1,12,rf,"{""max_depth"": 8}",3,1286336,41895,0.5069800009361283,115.2
E1,12,rf,"{""max_depth"": 8}",4,1337051,41895,0.481872266876872,173.3
E1,12,rf,"{""max_depth"": 16}",0,1134191,41895,0.2194442326363067,324.4
E1,12,rf,"{""max_depth"": 16}",1,1184906,41895,0.2840156739690342,222.0
E1,12,rf,"{""max_depth"": 16}",2,1235621,41895,0.2034631850285027,256.2
E1,12,rf,"{""max_depth"": 16}",3,1286336,41895,0.2837578515878641,265.0
E1,12,rf,"{""max_depth"": 16}",4,1337051,41895,0.2650076347831958,271.4
E2,1,rf,"{""max_depth"": 8}",0,469502,20536,0.3552798438749811,43.9
E2,1,rf,"{""max_depth"": 8}",1,490340,20536,0.3739343838453797,43.8
E2,1,rf,"{""max_depth"": 8}",2,511178,20536,0.4038636489856273,46.9
E2,1,rf,"{""max_depth"": 8}",3,532016,20536,0.3498442053394389,50.3
E2,1,rf,"{""max_depth"": 8}",4,552854,20536,0.4253424530909073,52.2
E2,1,rf,"{""max_depth"": 16}",0,469502,20536,0.2720101361712423,63.3
E2,1,rf,"{""max_depth"": 16}",1,490340,20536,0.2926288519993137,67.9
E2,1,rf,"{""max_depth"": 16}",2,511178,20536,0.2524716612512842,72.3
E2,1,rf,"{""max_depth"": 16}",3,532016,20536,0.2446331046632459,79.5
E2,1,rf,"{""max_depth"": 16}",4,552854,20536,0.324208741260985,80.6
E2,6,rf,"{""max_depth"": 8}",0,466681,19026,0.6850954647250763,41.5
E2,6,rf,"{""max_depth"": 8}",1,487519,19026,0.6622168555303355,45.3
E2,6,rf,"{""max_depth"": 8}",2,508357,19026,0.7036135133422909,47.8
E2,6,rf,"{""max_depth"": 8}",3,529195,19026,0.6627736721277924,50.4
E2,6,rf,"{""max_depth"": 8}",4,550033,19026,0.6722032124989192,54.3
E2,6,rf,"{""max_depth"": 16}",0,466681,19026,0.4661134601324292,68.8
E2,6,rf,"{""max_depth"": 16}",1,487519,19026,0.4019733368945989,74.2
E2,6,rf,"{""max_depth"": 16}",2,508357,19026,0.3333676485357116,78.7
E2,6,rf,"{""max_depth"": 16}",3,529195,19026,0.4058497891681471,81.6
E2,6,rf,"{""max_depth"": 16}",4,550033,19026,0.5018873244686987,86.0
E2,12,rf,"{""max_depth"": 8}",0,464338,17214,0.8034958671994615,41.3
E2,12,rf,"{""max_depth"": 8}",1,485176,17214,0.7302605143409104,44.9
E2,12,rf,"{""max_depth"": 8}",2,506014,17214,0.759898238312873,46.9
E2,12,rf,"{""max_depth"": 8}",3,526852,17214,0.7062418855889512,49.4
E2,12,rf,"{""max_depth"": 8}",4,547690,17214,0.7829623958987688,55.1
E2,12,rf,"{""max_depth"": 16}",0,464338,17214,0.4620510562017378,72.1
E2,12,rf,"{""max_depth"": 16}",1,485176,17214,0.4384934104922692,78.6
E2,12,rf,"{""max_depth"": 16}",2,506014,17214,0.4206817716576029,85.4
E2,12,rf,"{""max_depth"": 16}",3,526852,17214,0.4502880956798898,83.9
E2,12,rf,"{""max_depth"": 16}",4,547690,17214,0.5068499194709237,87.5
E3,1,rf,"{""max_depth"": 8}",0,596549,33728,2.6776372939393265,70.9
E3,1,rf,"{""max_depth"": 8}",1,630773,33627,3.3424879423181544,77.2
E3,1,rf,"{""max_depth"": 8}",2,664896,33432,4.979057271062244,82.2
E3,1,rf,"{""max_depth"": 8}",3,698816,33347,4.230999092222723,97.3
E3,1,rf,"{""max_depth"": 8}",4,732657,33570,3.974997212926751,109.0
E3,1,rf,"{""max_depth"": 16}",0,596549,33728,2.408878164788613,130.4
E3,1,rf,"{""max_depth"": 16}",1,630773,33627,3.267680751389064,130.6
E3,1,rf,"{""max_depth"": 16}",2,664896,33432,5.156172574443332,140.0
E3,1,rf,"{""max_depth"": 16}",3,698816,33347,4.199030236617643,146.4
E3,1,rf,"{""max_depth"": 16}",4,732657,33570,3.893141419266783,166.9
E3,6,rf,"{""max_depth"": 8}",0,584598,31248,3.3343127708839058,61.1
E3,6,rf,"{""max_depth"": 8}",1,618822,31157,4.526915152341928,68.7
E3,6,rf,"{""max_depth"": 8}",2,652955,30962,5.289947637358756,72.2
E3,6,rf,"{""max_depth"": 8}",3,686842,30854,6.041799707786964,79.3
E3,6,rf,"{""max_depth"": 8}",4,720660,31083,5.856044662865683,92.2
E3,6,rf,"{""max_depth"": 16}",0,584598,31248,3.1789197640680262,120.2
E3,6,rf,"{""max_depth"": 16}",1,618822,31157,4.559826012526813,121.9
E3,6,rf,"{""max_depth"": 16}",2,652955,30962,5.526690775477023,124.1
E3,6,rf,"{""max_depth"": 16}",3,686842,30854,6.064729610392474,132.9
E3,6,rf,"{""max_depth"": 16}",4,720660,31083,6.238027611951197,147.2
E3,12,rf,"{""max_depth"": 8}",0,575245,28272,3.696695869651847,58.3
E3,12,rf,"{""max_depth"": 8}",1,609469,28188,4.32094660540381,64.1
E3,12,rf,"{""max_depth"": 8}",2,643609,27998,6.335150332974887,67.4
E3,12,rf,"{""max_depth"": 8}",3,677461,27894,6.085836215638449,72.9
E3,12,rf,"{""max_depth"": 8}",4,711283,28104,6.686375237679096,80.5
E3,12,rf,"{""max_depth"": 16}",0,575245,28272,4.044077412226198,115.9
E3,12,rf,"{""max_depth"": 16}",1,609469,28188,4.267433481130334,125.0
E3,12,rf,"{""max_depth"": 16}",2,643609,27998,6.469150285623556,112.8
E3,12,rf,"{""max_depth"": 16}",3,677461,27894,5.850081753048544,120.2
E3,12,rf,"{""max_depth"": 16}",4,711283,28104,7.118156926207586,130.5
E1,1,svr,"{""C"": 1.0}",0,8179,49980,0.2478832063277498,25.3
E1,1,svr,"{""C"": 1.0}",1,8509,49980,0.2122006425156123,26.3
E1,1,svr,"{""C"": 1.0}",2,8859,49980,0.1906743340891143,26.6
E1,1,svr,"{""C"": 1.0}",3,9261,49980,0.2447089278487181,27.6
E1,1,svr,"{""C"": 1.0}",4,9636,49980,0.1874950579603331,28.5
E1,1,svr,"{""C"": 10.0}",0,8179,49980,0.1660571786534205,20.6
E1,1,svr,"{""C"": 10.0}",1,8509,49980,0.1515215749406354,21.6
E1,1,svr,"{""C"": 10.0}",2,8859,49980,0.1273684893936814,22.0
E1,1,svr,"{""C"": 10.0}",3,9261,49980,0.1617069822254991,23.3
E1,1,svr,"{""C"": 10.0}",4,9636,49980,0.1224714727343909,24.2
E1,6,svr,"{""C"": 1.0}",0,8151,46305,0.2612862045813305,22.6
E1,6,svr,"{""C"": 1.0}",1,8481,46305,0.2144020812792763,23.6
E1,6,svr,"{""C"": 1.0}",2,8837,46305,0.1899389124662111,24.1
E1,6,svr,"{""C"": 1.0}",3,9229,46305,0.2387666114072149,25.3
E1,6,svr,"{""C"": 1.0}",4,9615,46305,0.1880481295222916,26.3
E1,6,svr,"{""C"": 10.0}",0,8151,46305,0.1467503171911086,19.1
E1,6,svr,"{""C"": 10.0}",1,8481,46305,0.1305781837093766,19.9
E1,6,svr,"{""C"": 10.0}",2,8837,46305,0.1446509417481646,20.5
E1,6,svr,"{""C"": 10.0}",3,9229,46305,0.1612695572106501,21.2
E1,6,svr,"{""C"": 10.0}",4,9615,46305,0.1156666248533118,22.0
E1,12,svr,"{""C"": 1.0}",0,8121,41895,0.2743624544838233,20.6
E1,12,svr,"{""C"": 1.0}",1,8445,41895,0.222131174000405,21.4
E1,12,svr,"{""C"": 1.0}",2,8802,41895,0.1912516962478356,22.2
E1,12,svr,"{""C"": 1.0}",3,9197,41895,0.2420392510981661,23.3
E1,12,svr,"{""C"": 1.0}",4,9584,41895,0.1960365298070923,24.2
E1,12,svr,"{""C"": 10.0}",0,8121,41895,0.1710571307635714,17.9
E1,12,svr,"{""C"": 10.0}",1,8445,41895,0.112238586186594,18.1
E1,12,svr,"{""C"": 10.0}",2,8802,41895,0.1694656560559632,19.0
E1,12,svr,"{""C"": 10.0}",3,9197,41895,0.1670219292686944,20.0
E1,12,svr,"{""C"": 10.0}",4,9584,41895,0.1085851047851352,20.6
E2,1,svr,"{""C"": 1.0}",0,8162,20536,0.2739108359078304,10.5
E2,1,svr,"{""C"": 1.0}",1,8526,20536,0.2937003870702818,10.9
E2,1,svr,"{""C"": 1.0}",2,8906,20536,0.2735223733785061,11.5
E2,1,svr,"{""C"": 1.0}",3,9248,20536,0.2743542858391189,12.1
E2,1,svr,"{""C"": 1.0}",4,9612,20536,0.355855886909399,12.4
E2,1,svr,"{""C"": 10.0}",0,8162,20536,0.2326601045300505,9.2
E2,1,svr,"{""C"": 10.0}",1,8526,20536,0.259740210601493,9.9
E2,1,svr,"{""C"": 10.0}",2,8906,20536,0.2321904951738606,10.1
E2,1,svr,"{""C"": 10.0}",3,9248,20536,0.2205727627933247,11.1
E2,1,svr,"{""C"": 10.0}",4,9612,20536,0.2966513791614806,11.5
E2,6,svr,"{""C"": 1.0}",0,8113,19026,0.2861001762235095,9.8
E2,6,svr,"{""C"": 1.0}",1,8474,19026,0.3122225940655452,10.4
E2,6,svr,"{""C"": 1.0}",2,8863,19026,0.2673104881441085,11.2
E2,6,svr,"{""C"": 1.0}",3,9197,19026,0.2705865970656913,11.9
E2,6,svr,"{""C"": 1.0}",4,9555,19026,0.3400182092384265,12.4
E2,6,svr,"{""C"": 10.0}",0,8113,19026,0.2614247620488665,9.0
E2,6,svr,"{""C"": 10.0}",1,8474,19026,0.2723299807043565,9.7
E2,6,svr,"{""C"": 10.0}",2,8863,19026,0.2266547711753873,10.4
E2,6,svr,"{""C"": 10.0}",3,9197,19026,0.2291974115511158,11.0
E2,6,svr,"{""C"": 10.0}",4,9555,19026,0.3201534541014967,11.4
E2,12,svr,"{""C"": 1.0}",0,8048,17214,0.2854318999555167,9.0
E2,12,svr,"{""C"": 1.0}",1,8413,17214,0.3269445241224848,9.4
E2,12,svr,"{""C"": 1.0}",2,8805,17214,0.2731311404198775,9.9
E2,12,svr,"{""C"": 1.0}",3,9141,17214,0.2854941490912228,10.7
E2,12,svr,"{""C"": 1.0}",4,9494,17214,0.3643030130720156,11.3
E2,12,svr,"{""C"": 10.0}",0,8048,17214,0.258336240121349,8.4
E2,12,svr,"{""C"": 10.0}",1,8413,17214,0.2865663045863671,8.8
E2,12,svr,"{""C"": 10.0}",2,8805,17214,0.243369461111345,9.4
E2,12,svr,"{""C"": 10.0}",3,9141,17214,0.2538180949712035,9.9
E2,12,svr,"{""C"": 10.0}",4,9494,17214,0.336208658457989,10.5
E3,1,svr,"{""C"": 1.0}",0,7764,33728,2.574799369127235,24.9
E3,1,svr,"{""C"": 1.0}",1,8198,33627,3.493389655618444,26.4
E3,1,svr,"{""C"": 1.0}",2,8615,33432,5.2319278188687015,27.8
E3,1,svr,"{""C"": 1.0}",3,9077,33347,4.770046241231116,29.2
E3,1,svr,"{""C"": 1.0}",4,9547,33570,3.807399578709253,32.1
E3,1,svr,"{""C"": 10.0}",0,7764,33728,2.590859035828761,25.0
E3,1,svr,"{""C"": 10.0}",1,8198,33627,3.682728595773643,26.1
E3,1,svr,"{""C"": 10.0}",2,8615,33432,5.155430059803271,27.7
E3,1,svr,"{""C"": 10.0}",3,9077,33347,4.517292157603326,29.4
E3,1,svr,"{""C"": 10.0}",4,9547,33570,3.770482234697358,31.1
E3,6,svr,"{""C"": 1.0}",0,7583,31248,3.2777915210952786,23.0
E3,6,svr,"{""C"": 1.0}",1,8021,31157,4.424768967216508,24.0
E3,6,svr,"{""C"": 1.0}",2,8436,30962,7.028389318123484,25.5
E3,6,svr,"{""C"": 1.0}",3,8881,30854,6.051411456562717,26.6
E3,6,svr,"{""C"": 1.0}",4,9358,31083,5.535103393941089,28.7
E3,6,svr,"{""C"": 10.0}",0,7583,31248,3.22116853072173,23.4
E3,6,svr,"{""C"": 10.0}",1,8021,31157,4.841471652291414,24.0
E3,6,svr,"{""C"": 10.0}",2,8436,30962,6.995738547309465,25.6
E3,6,svr,"{""C"": 10.0}",3,8881,30854,6.3931697100773,26.8
E3,6,svr,"{""C"": 10.0}",4,9358,31083,5.6278211665612,28.6
E3,12,svr,"{""C"": 1.0}",0,7448,28272,3.5537710805888074,20.3
E3,12,svr,"{""C"": 1.0}",1,7903,28188,5.17168066092716,21.8
E3,12,svr,"{""C"": 1.0}",2,8313,27998,7.598818323416522,22.9
E3,12,svr,"{""C"": 1.0}",3,8760,27894,6.7766963620634275,24.3
E3,12,svr,"{""C"": 1.0}",4,9235,28104,5.975267494381315,25.8
E3,12,svr,"{""C"": 10.0}",0,7448,28272,3.7887681103444493,20.2
E3,12,svr,"{""C"": 10.0}",1,7903,28188,5.3912195713600415,21.9
E3,12,svr,"{""C"": 10.0}",2,8313,27998,7.690833284830103,22.9
E3,12,svr,"{""C"": 10.0}",3,8760,27894,7.02495114690451,24.4
E3,12,svr,"{""C"": 10.0}",4,9235,28104,6.278939658164591,25.6
