env,h,model,so_sanh,n_chuoi,hieu_p50,p,p_holm,co_y_nghia,ket_luan
E1,12,xgb,N2_vs_N0,735,-0.06794474176126553,4.723180435113163e-21,3.306226304579214e-20,True,Nk tốt hơn N0
E2,1,lr,N1_vs_N0,302,-0.08259356449662336,0.28066730788167127,1.0,False,không khác
E2,1,lr,N2_vs_N0,302,-0.055581542724310096,5.325139690216423e-34,5.325139690216423e-33,True,Nk tốt hơn N0
E2,1,rf,N1_vs_N0,302,-0.0123549921121072,0.4385575164185288,1.0,False,không khác
E2,1,rf,N2_vs_N0,302,0.0344039141430781,4.4076948397585145e-10,3.08538638783096e-09,True,Nk tệ hơn N0
E2,1,ridge,N1_vs_N0,302,-0.08259352451880721,0.28066730788167127,1.0,False,không khác
E2,1,ridge,N2_vs_N0,302,-0.05558159037310875,5.325139690216423e-34,5.325139690216423e-33,True,Nk tốt hơn N0
E2,1,svr,N1_vs_N0,302,0.01673131039310361,1.672895142838149e-14,1.3383161142705192e-13,True,Nk tệ hơn N0
E2,1,svr,N2_vs_N0,302,-0.004936672885223203,6.946899512743844e-07,4.1681397076463066e-06,True,Nk tốt hơn N0
E2,1,xgb,N1_vs_N0,302,-0.015471885504009304,0.8638161144336249,1.0,False,không khác
E2,1,xgb,N2_vs_N0,302,0.01482362341088126,7.33385729278212e-07,4.1681397076463066e-06,True,Nk tệ hơn N0
E2,6,lr,N1_vs_N0,302,-0.4443812518422793,9.82622510209792e-06,4.91311255104896e-05,True,Nk tốt hơn N0
E2,6,lr,N2_vs_N0,302,-0.5129841314084641,1.0310114053548134e-40,1.0310114053548134e-39,True,Nk tốt hơn N0
E2,6,rf,N1_vs_N0,302,-0.0559836691846401,6.955692981501096e-10,4.868985087050767e-09,True,Nk tốt hơn N0
E2,6,rf,N2_vs_N0,302,0.016980333683102804,0.4281224004295189,0.8562448008590378,False,không khác
E2,6,ridge,N1_vs_N0,302,-0.44438120560088346,9.82622510209792e-06,4.91311255104896e-05,True,Nk tốt hơn N0
E2,6,ridge,N2_vs_N0,302,-0.5129841792528396,1.0310114053548134e-40,1.0310114053548134e-39,True,Nk tốt hơn N0
E2,6,svr,N1_vs_N0,302,0.005362814452233397,4.244929734794715e-05,0.00012734789204384145,True,Nk tệ hơn N0
E2,6,svr,N2_vs_N0,302,0.05799854213236032,9.118381429805429e-09,5.471028857883257e-08,True,Nk tệ hơn N0
E2,6,xgb,N1_vs_N0,302,-0.061693557316484904,3.9502850820272695e-10,3.1602280656218156e-09,True,Nk tốt hơn N0
E2,6,xgb,N2_vs_N0,302,0.0028757366149011476,0.7532205621966264,0.8562448008590378,False,không khác
E2,12,lr,N1_vs_N0,302,-0.6959251950925796,2.1719179036833031e-13,1.303150742209982e-12,True,Nk tốt hơn N0
E2,12,lr,N2_vs_N0,302,-0.8200526384707258,4.407099111046602e-37,4.407099111046602e-36,True,Nk tốt hơn N0
E2,12,rf,N1_vs_N0,302,-0.08234570092304713,7.629916909847715e-19,6.103933527878172e-18,True,Nk tốt hơn N0
E2,12,rf,N2_vs_N0,302,-0.030241882243414106,0.00012524442358658673,0.00037573327075976016,True,Nk tốt hơn N0
E2,12,ridge,N1_vs_N0,302,-0.6959258496424569,2.1719179036833031e-13,1.303150742209982e-12,True,Nk tốt hơn N0
E2,12,ridge,N2_vs_N0,302,-0.8200528298488137,4.407099111046602e-37,4.407099111046602e-36,True,Nk tốt hơn N0
E2,12,svr,N1_vs_N0,302,0.000843357791649714,0.06018164660196545,0.06018164660196545,False,không khác
E2,12,svr,N2_vs_N0,302,0.054662315586936974,1.783413222787617e-08,7.133652891150468e-08,True,Nk tệ hơn N0
E2,12,xgb,N1_vs_N0,302,-0.0936639107086307,4.833327144513504e-18,3.383329001159453e-17,True,Nk tốt hơn N0
E2,12,xgb,N2_vs_N0,302,-0.02129809360986825,0.013140460597670616,0.02628092119534123,True,Nk tốt hơn N0
E3,1,lr,N1_vs_N0,497,2.0694838487884795,2.3719991211766283e-82,2.357769151621346e-81,True,Nk tệ hơn N0
E3,1,lr,N2_vs_N0,497,-0.01938135108667627,8.733318181494855e-23,4.366659090747428e-22,True,Nk tốt hơn N0
E3,1,rf,N1_vs_N0,497,-0.021631748398589945,0.008095915387081055,0.01619183077416211,True,Nk tốt hơn N0
E3,1,rf,N2_vs_N0,497,-0.06629884300112332,4.0593150261366075e-31,2.8415205182956253e-30,True,Nk tốt hơn N0
E3,1,ridge,N1_vs_N0,497,2.0724226353305624,2.3577691516213462e-82,2.357769151621346e-81,True,Nk tệ hơn N0
E3,1,ridge,N2_vs_N0,497,-0.019643521232501904,4.448214886787543e-23,2.668928932072526e-22,True,Nk tốt hơn N0
E3,1,svr,N1_vs_N0,497,0.6222450240825026,4.1071428712634835e-19,1.6428571485053934e-18,True,Nk tệ hơn N0
E3,1,svr,N2_vs_N0,497,0.036079194470117315,0.19038962624603217,0.19038962624603217,False,không khác
E3,1,xgb,N1_vs_N0,497,1.1745533605786314,3.9307570847423466e-82,3.1446056677938773e-81,True,Nk tệ hơn N0
E3,1,xgb,N2_vs_N0,497,0.0240454638672567,0.0031307331444935175,0.009392199433480552,True,Nk tệ hơn N0
E3,6,lr,N1_vs_N0,497,17.77394742658734,2.3155880531200127e-82,2.0840292478080114e-81,True,Nk tệ hơn N0
E3,6,lr,N2_vs_N0,497,0.8263973436723324,2.3593057521382233e-32,1.4050821980625963e-31,True,Nk tệ hơn N0
E3,6,rf,N1_vs_N0,497,0.07694475605861673,2.8421938919059993e-13,5.684387783811999e-13,True,Nk tệ hơn N0
E3,6,rf,N2_vs_N0,497,1.0191913664076608,1.0677809023245606e-14,3.203342706973682e-14,True,Nk tệ hơn N0
E3,6,ridge,N1_vs_N0,497,17.797280216621566,2.3295641241146466e-82,2.0840292478080114e-81,True,Nk tệ hơn N0
E3,6,ridge,N2_vs_N0,497,0.8263458988822743,2.3418036634376605e-32,1.4050821980625963e-31,True,Nk tệ hơn N0
E3,6,svr,N1_vs_N0,497,1.3980693350366549,4.027199183957249e-83,4.0271991839572486e-82,True,Nk tệ hơn N0
E3,6,svr,N2_vs_N0,497,1.0164157597258017,0.07821338864308423,0.07821338864308423,False,không khác
E3,6,xgb,N1_vs_N0,497,1.7852595452132478,1.14075011787375e-79,7.98525082511625e-79,True,Nk tệ hơn N0
E3,6,xgb,N2_vs_N0,497,1.0458052952967103,3.688292990160278e-23,1.4753171960641112e-22,True,Nk tệ hơn N0
E3,12,lr,N1_vs_N0,497,35.949869634138196,1.5010245172117785e-82,1.5010245172117786e-81,True,Nk tệ hơn N0
E3,12,lr,N2_vs_N0,497,0.554000235958056,1.945682227630518e-06,5.828026793269385e-06,True,Nk tệ hơn N0
E3,12,rf,N1_vs_N0,497,0.45107871087261486,8.5989537865927e-62,6.0192676506148905e-61,True,Nk tệ hơn N0
E3,12,rf,N2_vs_N0,497,1.077123341610804,2.3969875174530282e-29,1.438192510471817e-28,True,Nk tệ hơn N0
E3,12,ridge,N1_vs_N0,497,35.956059305117556,1.5283994916415414e-82,1.5010245172117786e-81,True,Nk tệ hơn N0
E3,12,ridge,N2_vs_N0,497,0.5536523161816929,1.9426755977564618e-06,5.828026793269385e-06,True,Nk tệ hơn N0
E3,12,svr,N1_vs_N0,497,-0.13578860126393089,1.34093485848794e-25,6.704674292439701e-25,True,Nk tốt hơn N0
E3,12,svr,N2_vs_N0,497,0.8911261862556499,0.08364276679106152,0.08364276679106152,False,không khác
E3,12,xgb,N1_vs_N0,497,4.255914038008089,3.63483096266743e-80,2.907864770133944e-79,True,Nk tệ hơn N0
E3,12,xgb,N2_vs_N0,497,0.9979313738512161,2.127975459035152e-19,8.511901836140608e-19,True,Nk tệ hơn N0
