nguon,dich,mode,lich,h,model,mae_transfer,mae_trong_moi_truong,chi_phi
E1,E2,N1,co,6,xgb,0.4493282143664355,0.5464341055229878,0.8222916721795522
E1,E3,N1,co,6,xgb,5.7927024527381,5.423125989071503,1.0681482348762237
E1,E2,N1,co,12,lr,0.4922685765465425,1.1959112097612068,0.41162635865319475
E1,E3,N1,co,12,lr,6.261164423265015,6.433363950917596,0.9732333614316939
E1,E2,N1,co,12,rf,0.4437784070194522,0.5904490725716234,0.7515947227872399
E1,E3,N1,co,12,rf,6.412180528699334,5.840017988976799,1.0979727358378877
E1,E2,N1,co,12,ridge,0.4922685778185016,1.1958359114803483,0.4116522786216654
E1,E3,N1,co,12,ridge,6.261164407934318,6.432868962632703,0.9733082461813254
E1,E2,N1,co,12,svr,0.3925261993682213,0.3949873973233344,0.9937689202952004
E1,E3,N1,co,12,svr,6.604377288486828,6.161344447108217,1.0719052221770438
E1,E2,N1,co,12,xgb,0.4727563717114794,0.7063360412835058,0.6693080121643215
E1,E3,N1,co,12,xgb,6.581828945704552,5.918265611187303,1.1121212493847714
E1,E2,N2,co,1,lr,0.492387045164406,0.5107474132441241,0.9640519607077436
E1,E3,N2,co,1,lr,4.365363305106622,4.0845195131487575,1.0687580977526931
E1,E2,N2,co,1,rf,0.4476176787625071,0.3911268968668533,1.1444308288388672
E1,E3,N2,co,1,rf,4.256156772247362,4.133127491687575,1.0297666309126006
E1,E2,N2,co,1,ridge,0.4923890742292101,0.5107622627249901,0.9640279052767985
E1,E3,N2,co,1,ridge,4.365379995441363,4.084656747656928,1.0687262761908856
E1,E2,N2,co,1,svr,0.3730513441407712,0.3642830456218155,1.0240700154024147
E1,E3,N2,co,1,svr,4.065499355756902,4.1659407299127,0.9758898696194598
E1,E2,N2,co,1,xgb,0.4318194010857622,0.4105843619443219,1.0517190646055827
E1,E3,N2,co,1,xgb,4.1364480524930425,4.042282263792604,1.0232952036882474
E1,E2,N2,co,6,lr,0.5145592718089294,0.9005310685653591,0.571395357440223
E1,E3,N2,co,6,lr,6.663988357613296,5.632613709852007,1.18310764786822
E1,E2,N2,co,6,rf,0.4966727324945257,0.5208661353704407,0.9535515917948695
E1,E3,N2,co,6,rf,6.549376379841115,5.39196177266712,1.2146555661876444
E1,E2,N2,co,6,ridge,0.5145592692998338,0.9005599465787686,0.571377031872944
E1,E3,N2,co,6,ridge,6.663988362815345,5.632114278350038,1.1832125616541291
E1,E2,N2,co,6,svr,0.5128764440610012,0.3733452642224112,1.3737322880717397
E1,E3,N2,co,6,svr,6.669820080813231,5.4493870567820295,1.2239578527482853
E1,E2,N2,co,6,xgb,0.5338720093558609,0.5464341055229878,0.9770107757913393
E1,E3,N2,co,6,xgb,6.620004634438179,5.423125989071503,1.2206990300019924
E1,E2,N2,co,12,lr,0.4873917433135634,1.1959112097612068,0.407548436150944
E1,E3,N2,co,12,lr,7.08207121492002,6.433363950917596,1.1008348461165325
E1,E2,N2,co,12,rf,0.4924707363576515,0.5904490725716234,0.8340613259205572
E1,E3,N2,co,12,rf,7.150662063967734,5.840017988976799,1.2244246640104215
E1,E2,N2,co,12,ridge,0.4873917391149637,1.1958359114803483,0.4075740947699188
E1,E3,N2,co,12,ridge,7.082071213380898,6.432868962632703,1.1009195515281416
E1,E2,N2,co,12,svr,0.5006963427340647,0.3949873973233344,1.2676261220663645
E1,E3,N2,co,12,svr,7.0998843513592265,6.161344447108217,1.1523271280006926
E1,E2,N2,co,12,xgb,0.5296250573773396,0.7063360412835058,0.7498202362928288
E1,E3,N2,co,12,xgb,7.215735365943681,5.918265611187303,1.21923141676909
E2,E1,N0,co,1,lr,0.5132750513329827,0.5508031015451244,0.9318666686754901
E2,E3,N0,co,1,lr,4.368926280303651,4.0845195131487575,1.069630409706537
E2,E1,N0,co,1,rf,0.4311882180106519,0.384985425513396,1.1200117963833107
E2,E3,N0,co,1,rf,4.388037373587233,4.133127491687575,1.061674817051331
E2,E1,N0,co,1,ridge,0.5132750656642855,0.5510983478127187,0.9313674550131534
E2,E3,N0,co,1,ridge,4.368926299529394,4.084656747656928,1.0695944774393908
E2,E1,N0,co,1,svr,0.3423759592620925,0.3781031902858683,0.9055093108398162
E2,E3,N0,co,1,svr,4.442341484677047,4.1659407299127,1.066347740566664
E2,E1,N0,co,1,xgb,0.4401227638670934,0.3968713356350657,1.1089809828740027
E2,E3,N0,co,1,xgb,4.522794827671041,4.042282263792604,1.1188716008732167
E2,E1,N0,co,6,lr,0.9336867706178128,0.8781132901285866,1.0632873697664778
E2,E3,N0,co,6,lr,5.863602842620924,5.632613709852007,1.0410092267404907
E2,E1,N0,co,6,rf,0.6541719939687717,0.5560619104796859,1.1764373384331455
E2,E3,N0,co,6,rf,5.890036028664047,5.39196177266712,1.0923734768524809
E2,E1,N0,co,6,ridge,0.9336867512177152,0.8783373546507118,1.0630161022686029
E2,E3,N0,co,6,ridge,5.863603060258954,5.632114278350038,1.0411015775725225
E2,E1,N0,co,6,svr,0.3788572630556052,0.3960115456093419,0.9566823676129406
E2,E3,N0,co,6,svr,6.093271115907268,5.4493870567820295,1.1181571527982939
E2,E1,N0,co,6,xgb,0.6449601151838451,0.587649871308433,1.0975244727745925
E2,E3,N0,co,6,xgb,6.012459323243364,5.423125989071503,1.1086704117439767
E2,E1,N0,co,12,lr,1.2949032038385662,1.0489235994031263,1.2345066929330322
E2,E3,N0,co,12,lr,6.590042124316434,6.433363950917596,1.0243540043116153
E2,E1,N0,co,12,rf,0.6784341346601709,0.5938777786502205,1.1423800637938197
E2,E3,N0,co,12,rf,6.640651115316835,5.840017988976799,1.1370942911222628
E2,E1,N0,co,12,ridge,1.2949032379947287,1.0489916305433542,1.2344266629887197
E2,E3,N0,co,12,ridge,6.590042025388958,6.432868962632703,1.0244328096327227
E2,E1,N0,co,12,svr,0.402192642779224,0.4103335782668061,0.9801602015560893
E2,E3,N0,co,12,svr,6.656156358706236,6.161344447108217,1.0803090812152623
E2,E1,N0,co,12,xgb,0.6719645905969155,0.6390367810168669,1.0515272525122141
E2,E3,N0,co,12,xgb,6.842108278154385,5.918265611187303,1.1561002374108964
E2,E1,N1,co,1,lr,0.420156039561301,0.5508031015451244,0.7628062339930013
E2,E3,N1,co,1,lr,4.313039851385895,4.0845195131487575,1.055947911988544
E2,E1,N1,co,1,rf,0.3763492290639106,0.384985425513396,0.9775674717089131
E2,E3,N1,co,1,rf,4.3594425166809225,4.133127491687575,1.0547563619676639
E2,E1,N1,co,1,ridge,0.4201560409347417,0.5510983478127187,0.7623975695124466
E2,E3,N1,co,1,ridge,4.3130398285169,4.084656747656928,1.0559124291143873
E2,E1,N1,co,1,svr,0.3934682820832578,0.3781031902858683,1.0406372974154823
E2,E3,N1,co,1,svr,4.474575172258153,4.1659407299127,1.0740851736390213
E2,E1,N1,co,1,xgb,0.3750094846233437,0.3968713356350657,0.9449145124660134
E2,E3,N1,co,1,xgb,4.359151688104549,4.042282263792604,1.0783887427036447
E2,E1,N1,co,6,lr,0.4668983398245321,0.8781132901285866,0.5317062673725867
E2,E3,N1,co,6,lr,5.728512235814833,5.632613709852007,1.0170255818884029
E2,E1,N1,co,6,rf,0.4499445822644948,0.5560619104796859,0.8091627457028137
E2,E3,N1,co,6,rf,5.914081422437678,5.39196177266712,1.096832965770878
E2,E1,N1,co,6,ridge,0.4668983359709524,0.8783373546507118,0.5315706243151002
E2,E3,N1,co,6,ridge,5.728512209216124,5.632114278350038,1.0171157625896623
E2,E1,N1,co,6,svr,0.4375351091720484,0.3960115456093419,1.1048544266526734
E2,E3,N1,co,6,svr,6.112483724517253,5.4493870567820295,1.1216827986020863
E2,E1,N1,co,6,xgb,0.4694971253756875,0.587649871308433,0.798940233459641
E2,E3,N1,co,6,xgb,5.910546423733187,5.423125989071503,1.0898781322145046
E2,E1,N1,co,12,lr,0.4950393956319753,1.0489235994031263,0.47194990742287596
E2,E3,N1,co,12,lr,6.532834003893745,6.433363950917596,1.0154615926807562
E2,E1,N1,co,12,rf,0.4821657120734747,0.5938777786502205,0.8118938431563348
E2,E3,N1,co,12,rf,6.585130124941583,5.840017988976799,1.1275873015068112
E2,E1,N1,co,12,ridge,0.4950394038136345,1.0489916305433542,0.4719193074564524
E2,E3,N1,co,12,ridge,6.532833950923251,6.432868962632703,1.0155397209038806
E2,E1,N1,co,12,svr,0.4237623561118863,0.4103335782668061,1.0327264902419186
E2,E3,N1,co,12,svr,6.569864476022909,6.161344447108217,1.0663037154344501
E2,E1,N1,co,12,xgb,0.5025361855105711,0.6390367810168669,0.7863963396768974
E2,E3,N1,co,12,xgb,6.673953703042606,5.918265611187303,1.1276874242390922
E2,E1,N2,co,1,lr,0.480983834429625,0.5508031015451244,0.8732409695594653
E2,E3,N2,co,1,lr,4.387144064802588,4.0845195131487575,1.0740906122934732
E2,E1,N2,co,1,rf,0.4335013265059396,0.384985425513396,1.1260200978461596
E2,E3,N2,co,1,rf,4.219495606743277,4.133127491687575,1.0208965523636526
E2,E1,N2,co,1,ridge,0.4809838442675972,0.5510983478127187,0.8727731559649882
E2,E3,N2,co,1,ridge,4.387144055213674,4.084656747656928,1.0740545231200298
E2,E1,N2,co,1,svr,0.365653689762432,0.3781031902858683,0.9670738019586036
E2,E3,N2,co,1,svr,4.131227335745896,4.1659407299127,0.9916673336426629
E2,E1,N2,co,1,xgb,0.4336973103162562,0.3968713356350657,1.0927907142053035
E2,E3,N2,co,1,xgb,4.1484675513120415,4.042282263792604,1.0262686474100429
E2,E1,N2,co,6,lr,0.5141921468649447,0.8781132901285866,0.5855647017819864
E2,E3,N2,co,6,lr,6.405166204001668,5.632613709852007,1.1371570169632599
E2,E1,N2,co,6,rf,0.5074696271699523,0.5560619104796859,0.9126135374605759
E2,E3,N2,co,6,rf,6.539009054540018,5.39196177266712,1.2127328290210622
E2,E1,N2,co,6,ridge,0.5141920971412699,0.8783373546507118,0.5854152671734524
E2,E3,N2,co,6,ridge,6.405166127172016,5.632114278350038,1.1372578414812367
E2,E1,N2,co,6,svr,0.5466081497755012,0.3960115456093419,1.3802833675832273
E2,E3,N2,co,6,svr,6.5062348270695365,5.4493870567820295,1.193938833721163
E2,E1,N2,co,6,xgb,0.578444617624426,0.587649871308433,0.9843354791118885
E2,E3,N2,co,6,xgb,6.547727101269082,5.423125989071503,1.2073713785119204
E2,E1,N2,co,12,lr,0.5074704794751841,1.0489235994031263,0.48380118415102136
E2,E3,N2,co,12,lr,7.150604501471056,6.433363950917596,1.1114876378867327
E2,E1,N2,co,12,rf,0.4807761511295752,0.5938777786502205,0.8095540335290784
E2,E3,N2,co,12,rf,7.173387399411769,5.840017988976799,1.2283159765863296
E2,E1,N2,co,12,ridge,0.5074704752343144,1.0489916305433542,0.4837698037413855
E2,E3,N2,co,12,ridge,7.150604496682496,6.432868962632703,1.1115731624907923
E2,E1,N2,co,12,svr,0.5075600657350008,0.4103335782668061,1.2369449945550794
E2,E3,N2,co,12,svr,7.158842459379337,6.161344447108217,1.1618961609489775
E2,E1,N2,co,12,xgb,0.5246107134546399,0.6390367810168669,0.8209397784895158
E2,E3,N2,co,12,xgb,7.231713876456706,5.918265611187303,1.2219312804728788
E3,E1,N0,co,1,lr,1.236473721201912,0.5508031015451244,2.2448561341309263
E3,E2,N0,co,1,lr,1.171086893523836,0.5107474132441241,2.2928885456030432
E3,E1,N0,co,1,rf,1.3493651982189143,0.384985425513396,3.5049773544530236
E3,E2,N0,co,1,rf,1.274503786614655,0.3911268968668533,3.2585429353597206
E3,E1,N0,co,1,ridge,1.2396796553244134,0.5510983478127187,2.2494708253883156
E3,E2,N0,co,1,ridge,1.174417555295634,0.5107622627249901,2.2993428469635706
E3,E1,N0,co,1,svr,0.669980790531732,0.3781031902858683,1.7719522282400924
E3,E2,N0,co,1,svr,0.6948053990382321,0.3642830456218155,1.907322911095764
E3,E1,N0,co,1,xgb,1.0702210770587175,0.3968713356350657,2.6966449349287744
E3,E2,N0,co,1,xgb,1.1110939670291575,0.4105843619443219,2.7061283137223566
E3,E1,N0,co,6,lr,3.2853070781931613,0.8781132901285866,3.7413248553749563
E3,E2,N0,co,6,lr,3.2992664397104643,0.9005310685653591,3.6636897436160014
E3,E1,N0,co,6,rf,0.948843670174771,0.5560619104796859,1.7063633604327486
E3,E2,N0,co,6,rf,1.022216417883349,0.5208661353704407,1.9625319222497493
E3,E1,N0,co,6,ridge,3.2869203874195896,0.8783373546507118,3.742207216869079
E3,E2,N0,co,6,ridge,3.302089480606423,0.9005599465787686,3.666707022837376
E3,E1,N0,co,6,svr,0.982307287780461,0.3960115456093419,2.4805016385797223
E3,E2,N0,co,6,svr,1.1260640498950127,0.3733452642224112,3.016146601565536
E3,E1,N0,co,6,xgb,2.559340340387653,0.587649871308433,4.355212968377153
E3,E2,N0,co,6,xgb,3.5186195123721693,0.5464341055229878,6.43923846774631
E3,E1,N0,co,12,lr,4.199976805648844,1.0489235994031263,4.004082669165586
E3,E2,N0,co,12,lr,4.246799238627366,1.1959112097612068,3.5510991150215445
E3,E1,N0,co,12,rf,1.1608917062252062,0.5938777786502205,1.9547653540156165
E3,E2,N0,co,12,rf,1.3035710807244574,0.5904490725716234,2.2077620937686033
E3,E1,N0,co,12,ridge,4.203013910477891,1.0489916305433542,4.006718250269379
E3,E2,N0,co,12,ridge,4.250981095453666,1.1958359114803483,3.554819732910759
E3,E1,N0,co,12,svr,1.065274252737954,0.4103335782668061,2.5961176690377843
E3,E2,N0,co,12,svr,1.2924254269369673,0.3949873973233344,3.272067503153766
E3,E1,N0,co,12,xgb,2.5346028138773664,0.6390367810168669,3.9662862751721133
E3,E2,N0,co,12,xgb,3.966142319534873,0.7063360412835058,5.615092658060983
E3,E1,N1,co,1,lr,0.7108878257054221,0.5508031015451244,1.2906387486040378
E3,E2,N1,co,1,lr,1.0407639046280917,0.5107474132441241,2.0377272163111932
E3,E1,N1,co,1,rf,0.6387874727214782,0.384985425513396,1.6592510531265576
E3,E2,N1,co,1,rf,0.639258449267863,0.3911268968668533,1.6344016593813495
E3,E1,N1,co,1,ridge,0.7124712133634827,0.5510983478127187,1.292820448820514
E3,E2,N1,co,1,ridge,1.0475872525402523,0.5107622627249901,2.051027119645104
E3,E1,N1,co,1,svr,0.5878814799456161,0.3781031902858683,1.5548175605213568
E3,E2,N1,co,1,svr,0.5690147540616226,0.3642830456218155,1.5620127285647865
E3,E1,N1,co,1,xgb,9.393182283469384,0.3968713356350657,23.66807940018797
E3,E2,N1,co,1,xgb,7.385767844299892,0.4105843619443219,17.98842948943451
E3,E1,N1,co,6,lr,1.7720413533636197,0.8781132901285866,2.0180099461928545
E3,E2,N1,co,6,lr,3.930989576649504,0.9005310685653591,4.365190401383913
E3,E1,N1,co,6,rf,1.281891825889707,0.5560619104796859,2.305304142813675
E3,E2,N1,co,6,rf,1.528441877712209,0.5208661353704407,2.9344235954698403
E3,E1,N1,co,6,ridge,1.77161791099101,0.8783373546507118,2.0170130549616996
E3,E2,N1,co,6,ridge,3.9280500385418575,0.9005599465787686,4.361786301361212
E3,E1,N1,co,6,svr,1.240249486525184,0.3960115456093419,3.131851836836766
E3,E2,N1,co,6,svr,0.9248442202067766,0.3733452642224112,2.4771821389860285
E3,E1,N1,co,6,xgb,18.96886821386174,0.587649871308433,32.27920083029469
E3,E2,N1,co,6,xgb,13.589344039414648,0.5464341055229878,24.86913591604681
E3,E1,N1,co,12,lr,2.5628575379683696,1.0489235994031263,2.44332145775605
E3,E2,N1,co,12,lr,6.772800140369494,1.1959112097612068,5.663296810907768
E3,E1,N1,co,12,rf,4.069048949897628,0.5938777786502205,6.851660554038339
E3,E2,N1,co,12,rf,3.882184090640057,0.5904490725716234,6.574968563726782
E3,E1,N1,co,12,ridge,2.562861409454214,1.0489916305433542,2.443166689639563
E3,E2,N1,co,12,ridge,6.772159159223078,1.1958359114803483,5.663117401148868
E3,E1,N1,co,12,svr,0.6618903338401741,0.4103335782668061,1.6130542780240165
E3,E2,N1,co,12,svr,0.606948365053859,0.3949873973233344,1.536627166251116
E3,E1,N1,co,12,xgb,27.22822012945127,0.6390367810168669,42.60822058806127
E3,E2,N1,co,12,xgb,30.82310684949561,0.7063360412835058,43.63802078326055
E3,E1,N2,co,1,lr,0.7348372278429071,0.5508031015451244,1.3341196260179478
E3,E2,N2,co,1,lr,0.7206446779154965,0.5107474132441241,1.4109609940815244
E3,E1,N2,co,1,rf,0.4341188405096639,0.384985425513396,1.1276240910438264
E3,E2,N2,co,1,rf,0.4565037634625769,0.3911268968668533,1.1671500147891365
E3,E1,N2,co,1,ridge,0.7348790180617959,0.5510983478127187,1.333480713521449
E3,E2,N2,co,1,ridge,0.7206589400311094,0.5107622627249901,1.4109478961626694
E3,E1,N2,co,1,svr,0.4984643114848069,0.3781031902858683,1.318328763922723
E3,E2,N2,co,1,svr,0.4802215525380141,0.3642830456218155,1.3182648995324404
E3,E1,N2,co,1,xgb,0.6644767411017292,0.3968713356350657,1.6742875623366613
E3,E2,N2,co,1,xgb,0.6352923471696896,0.4105843619443219,1.5472882215027948
E3,E1,N2,co,6,lr,0.5736687391284814,0.8781132901285866,0.6532969556177383
E3,E2,N2,co,6,lr,0.5765317081011366,0.9005310685653591,0.6402130123279505
E3,E1,N2,co,6,rf,0.5430748925746401,0.5560619104796859,0.9766446547402563
E3,E2,N2,co,6,rf,0.5332881682111197,0.5208661353704407,1.0238488010587297
E3,E1,N2,co,6,ridge,0.5736115430474451,0.8783373546507118,0.6530651804915585
E3,E2,N2,co,6,ridge,0.5763764456234655,0.9005599465787686,0.6400200761905104
E3,E1,N2,co,6,svr,0.5434100724072171,0.3960115456093419,1.3722076500852354
E3,E2,N2,co,6,svr,0.5384775746618484,0.3733452642224112,1.442304553623757
E3,E1,N2,co,6,xgb,0.5998590380612469,0.587649871308433,1.0207762604042259
E3,E2,N2,co,6,xgb,0.6185897151737342,0.5464341055229878,1.1320481443625976
E3,E1,N2,co,12,lr,0.5670322073609453,1.0489235994031263,0.5405848506827439
E3,E2,N2,co,12,lr,0.568649771739967,1.1959112097612068,0.4754949757963319
E3,E1,N2,co,12,rf,0.4992136976547336,0.5938777786502205,0.8406000621699609
E3,E2,N2,co,12,rf,0.4996475948383229,0.5904490725716234,0.8462162412452837
E3,E1,N2,co,12,ridge,0.5670238221533465,1.0489916305433542,0.5405417980881705
E3,E2,N2,co,12,ridge,0.5686547618743776,1.1958359114803483,0.47552908924639076
E3,E1,N2,co,12,svr,0.506463155020115,0.4103335782668061,1.2342717775117193
E3,E2,N2,co,12,svr,0.5369797326512306,0.3949873973233344,1.3594857362288502
E3,E1,N2,co,12,xgb,0.5998674774029528,0.6390367810168669,0.9387057133838431
E3,E2,N2,co,12,xgb,0.5935771606312009,0.7063360412835058,0.8403608565019461
