nguon,dich,mode,lich,h,model,mae_transfer,mae_trong_moi_truong,chi_phi
E1,E3,N0,co,1,rf,4.289811124911862,4.133127491687575,1.037909218512955
E1,E2,N0,co,1,ridge,0.516034575225095,0.5107622627249901,1.0103224393908359
E1,E3,N0,co,1,ridge,4.338376167336825,4.084656747656928,1.0621152364456174
E1,E2,N0,co,1,svr,0.376087604487788,0.3642830456218155,1.0324049087868545
E1,E3,N0,co,1,svr,4.286973538539383,4.1659407299127,1.0290529358129439
E1,E2,N0,co,1,xgb,0.4463919726033004,0.4105843619443219,1.0872113357883666
E1,E3,N0,co,1,xgb,4.29929153477883,4.042282263792604,1.0635802386410027
E1,E2,N0,co,6,lr,0.7085551811807178,0.9005310685653591,0.7868192513441217
E1,E3,N0,co,6,lr,5.673032023313892,5.632613709852007,1.0071757652031401
E1,E2,N0,co,6,rf,0.5979106114437589,0.5208661353704407,1.1479160783192865
E1,E3,N0,co,6,rf,5.84066236660137,5.39196177266712,1.0832165754974004
E1,E2,N0,co,6,ridge,0.7085551807906604,0.9005599465787686,0.7867940201898439
E1,E3,N0,co,6,ridge,5.673031999995898,5.632114278350038,1.0072650730478159
E1,E2,N0,co,6,svr,0.3960827755537739,0.3733452642224112,1.060902101915554
E1,E3,N0,co,6,svr,5.770477708235156,5.4493870567820295,1.0589223426611831
E1,E2,N0,co,6,xgb,0.6137498219741354,0.5464341055229878,1.123190913178306
E1,E3,N0,co,6,xgb,5.875232196141099,5.423125989071503,1.0833663477449473
E1,E2,N0,co,12,lr,0.9477934036916034,1.1959112097612068,0.7925282378453946
E1,E3,N0,co,12,lr,6.520227246861018,6.433363950917596,1.0135020024680919
E1,E2,N0,co,12,rf,0.679749856666776,0.5904490725716234,1.1512421447394519
E1,E3,N0,co,12,rf,6.653869201979249,5.840017988976799,1.1393576551542508
E1,E2,N0,co,12,ridge,0.9477933793608636,1.1958359114803483,0.7925781206784231
E1,E3,N0,co,12,ridge,6.520227207269221,6.432868962632703,1.013579981986881
E1,E2,N0,co,12,svr,0.4023034861863392,0.3949873973233344,1.0185223349215264
E1,E3,N0,co,12,svr,6.393311355260217,6.161344447108217,1.037648748604028
E1,E2,N0,co,12,xgb,0.6762410056328385,0.7063360412835058,0.9573927509121853
E1,E3,N0,co,12,xgb,6.735214927283975,5.918265611187303,1.1380386366154962
E1,E2,N1,co,1,lr,0.4059527688150857,0.5107474132441241,0.7948209981849692
E1,E3,N1,co,1,lr,4.137102546833611,4.0845195131487575,1.0128737379061552
E1,E2,N1,co,1,rf,0.3585850218892424,0.3911268968668533,0.9167997004596471
E1,E3,N1,co,1,rf,4.314056172841696,4.133127491687575,1.043775248045941
E1,E2,N1,co,1,ridge,0.405971857894789,0.5107622627249901,0.7948352639227314
E1,E3,N1,co,1,ridge,4.1371837157994245,4.084656747656928,1.0128595794916249
E1,E2,N1,co,1,svr,0.3756361449869878,0.3642830456218155,1.031165599117557
E1,E3,N1,co,1,svr,4.496090297297692,4.1659407299127,1.07924970343779
E1,E2,N1,co,1,xgb,0.4038013511092176,0.4105843619443219,0.9834796171900377
E1,E3,N1,co,1,xgb,4.295420270701856,4.042282263792604,1.0626225459752405
E1,E2,N1,co,6,lr,0.4867739160185708,0.9005310685653591,0.5405409463485285
E1,E3,N1,co,6,lr,5.585484492694989,5.632613709852007,0.9916327979185606
E1,E2,N1,co,6,rf,0.4160421504915374,0.5208661353704407,0.7987506237003634
E1,E3,N1,co,6,rf,5.771177155966754,5.39196177266712,1.0703297610939952
E1,E2,N1,co,6,ridge,0.4867738963072904,0.9005599465787686,0.5405235910796907
E1,E3,N1,co,6,ridge,5.585484595824816,5.632114278350038,0.9917207499314303
E1,E2,N1,co,6,svr,0.411734988651783,0.3733452642224112,1.1028263329101773
E1,E3,N1,co,6,svr,5.926358881743238,5.4493870567820295,1.0875276099846116
